id,text,x,y,transform
T-001,lockout with identity,0,99.84670251464844,
T-002,iemailsender,0,97.26608209269088,
T-003,url safety of identities tokens,0,80.85712426206604,
T-004,so we can login with external login only if we have,0,32.59700000000001,
T-005,account for user and if we added login with info from,0,78.84700000000002,
T-006,actual google login,0,125.09700000000004,
T-008,"default ui, api endpoints",0,83.40133333333375,
T-009,"basics, min setup",0,106.89459497070312,
T-010,methods,0,111.59329748535154,
T-011,email confirmation password reset,0,83.40133333333345,
T-012,external login,0,132.26743798828124,
T-013,Challenge method,0,78.70264874267578,
T-014,jwt + identity implementation,0,82.87917163085939,
T-015,so just an normal jswt endpoint but with manager that verifies password,0,17.619999999999997,
T-017,build jwt ourselves,0,67.62,
T-018,using System.IdentityModel.Tokens.Jwt;,0,17.619999999999997,
T-019,using System.Security.Claims;,0,42.62,
T-020,using System.Text;,0,67.62,
T-021,using Microsoft.AspNetCore.Identity;,0,92.62,
T-022,using Microsoft.Extensions.Options;,0,117.62,
T-023,using Microsoft.IdentityModel.Tokens;,0,142.62,
T-025,public sealed class JwtOptions,0,192.62,
T-026,{,0,217.62,
T-027,"public string Issuer { get; init; } = """";",0,242.62,
T-028,"public string Audience { get; init; } = """";",0,267.62,
T-029,"public string SigningKey { get; init; } = """"; // store in secrets",0,292.62,
T-030,public int ExpMinutes { get; init; } = 60;,0,317.62,
T-031,},0,342.62,
T-033,public sealed class JwtTokenService<TUser> where TUser : IdentityUser,0,392.62,
T-034,{,0,417.62,
T-035,private readonly UserManager<TUser> _userManager;,0,442.62,
T-036,private readonly RoleManager<IdentityRole> _roleManager;,0,467.62,
T-037,private readonly JwtOptions _jwt;,0,492.62,
T-039,public JwtTokenService(,0,542.62,
T-040,"UserManager<TUser> userManager,",0,567.62,
T-041,"RoleManager<IdentityRole> roleManager,",0,592.62,
T-042,IOptions<JwtOptions> jwtOptions),0,617.62,
T-043,{,0,642.62,
T-044,_userManager = userManager;,0,667.62,
T-045,_roleManager = roleManager;,0,692.62,
T-046,_jwt = jwtOptions.Value;,0,717.62,
T-047,},0,742.62,
T-049,"public async Task<string> CreateTokenAsync(TUser user, CancellationToken ct = default)",0,792.62,
T-050,{,0,817.62,
T-051,// Base identity claims,0,842.62,
T-052,var claims = new List<Claim>,0,867.62,
T-053,{,0,892.62,
T-054,"new(JwtRegisteredClaimNames.Sub, user.Id),",0,917.62,
T-055,"new(JwtRegisteredClaimNames.UniqueName, user.UserName ?? """"),",0,942.62,
T-056,"new(JwtRegisteredClaimNames.Jti, Guid.NewGuid().ToString()),",0,967.62,
T-057,};,0,992.62,
T-059,// User claims (from AspNetUserClaims),0,1042.62,
T-060,var userClaims = await _userManager.GetClaimsAsync(user);,0,1067.62,
T-061,claims.AddRange(userClaims);,0,1092.62,
T-063,// Roles + role claims (AspNetUserRoles + AspNetRoleClaims),0,1142.62,
T-064,var roles = await _userManager.GetRolesAsync(user);,0,1167.62,
T-065,foreach (var roleName in roles),0,1192.62,
T-066,{,0,1217.62,
T-067,"// Add role claim recognized by [Authorize(Roles=""..."")]",0,1242.62,
T-068,"claims.Add(new Claim(ClaimTypes.Role, roleName));",0,1267.62,
T-070,"// If you also store claims on roles, include them",0,1317.62,
T-071,var role = await _roleManager.FindByNameAsync(roleName);,0,1342.62,
T-072,if (role != null),0,1367.62,
T-073,{,0,1392.62,
T-074,var roleClaims = await _roleManager.GetClaimsAsync(role);,0,1417.62,
T-075,claims.AddRange(roleClaims);,0,1442.62,
T-076,},0,1467.62,
T-077,},0,1492.62,
T-079,// Optional: remove duplicates (common when role+user claims overlap),0,1542.62,
T-080,claims = claims,0,1567.62,
T-081,".GroupBy(c => new { c.Type, c.Value })",0,1592.62,
T-082,.Select(g => g.First()),0,1617.62,
T-083,.ToList();,0,1642.62,
T-085,var key = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(_jwt.SigningKey));,0,1692.62,
T-086,"var creds = new SigningCredentials(key, SecurityAlgorithms.HmacSha256);",0,1717.62,
T-088,var token = new JwtSecurityToken(,0,1767.62,
T-089,"issuer: _jwt.Issuer,",0,1792.62,
T-090,"audience: _jwt.Audience,",0,1817.62,
T-091,"claims: claims,",0,1842.62,
T-092,"notBefore: DateTime.UtcNow,",0,1867.62,
T-093,"expires: DateTime.UtcNow.AddMinutes(_jwt.ExpMinutes),",0,1892.62,
T-094,signingCredentials: creds);,0,1917.62,
T-096,return new JwtSecurityTokenHandler().WriteToken(token);,0,1967.62,
T-097,},0,1992.62,
T-098,},0,2017.62,
T-099,can have role related claims so may need,0,17.619999999999997,
T-100,to fetch claims for the role that user has,0,42.62,
T-101,identity schema,0,88.09999999999995,
T-102,jwt claims + token creator service,0,153.88132437133788,
T-103,that creates fro user claims,0,372.21464498901366,
T-104,and from role claims,0,590.5479656066894,
T-105,of roles tht user hhas,0,808.8812862243652,
