text_id,text,x,y,region_id,status
T-001,"import axios, { AxiosError, AxiosInstance, AxiosRequestConfig, AxiosResponse } from ""axios"";",8594.781976570423,1584.5897481240745,R04,pending_transcript
T-002,npm i axios,8674.875621454321,1386.90467596695,R04,pending_transcript
T-003,# or,8706.16559185227,1421.90467596695,R04,pending_transcript
T-004,pnpm add axios,8654.085635797583,1456.90467596695,R04,pending_transcript
T-005,UPLOAD/DOWNLOAD PROGRESS,5550.781712480431,5837.8326609145015,R03,pending_transcript
T-006,revomoving interseptors,11110.772004924862,1559.8242651397163,R05,pending_transcript
T-007,typed api,8999.943461427722,1905.393599462696,R04,pending_transcript
T-008,typed request object,6188.276743898424,2738.265603216358,R04,pending_transcript
T-009,params serialization,8918.276743898423,7111.869610723683,R04,pending_transcript
T-010,!!!,13750.211848625147,2211.0875871264143,R06,pending_transcript
T-011,interceptors,14066.337524510767,1165.3588396261457,R06,pending_transcript
T-012,"streaming, ndjson",4785.418288197663,1078.1398454156645,R03,pending_transcript
T-013,fetch adapter,4785.418288197663,1193.1398454156645,R03,pending_transcript
T-014,axios options,968.8237571088157,206.16940502929685,R01,pending_transcript
T-015,"url,method,baseurl",432.38151647616723,1539.5215203959349,R01,pending_transcript
T-016,allowabsoluteurls,1697.048203487886,1507.5216119486693,R01,pending_transcript
T-017,headers,1713.7147684292922,1977.5216119486693,R01,pending_transcript
T-018,paramsSerializer,1747.048203487886,2424.1883294779664,R01,pending_transcript
T-019,params,357.048203487886,2470.8548944193726,R01,pending_transcript
T-020,data,417.048203487886,2954.1883294779664,R01,pending_transcript
T-021,timeout,1753.7147684292922,2997.52176453656,R01,pending_transcript
T-022,withCredentials,440.3813333706985,3367.52176453656,R01,pending_transcript
T-023,auth,1747.048203487886,3350.8550470072632,R01,pending_transcript
T-024,transformRequest,474.38200475741723,6990.855291147888,R02,pending_transcript
T-025,signal,1780.3813333706985,4384.1883294779645,R02,pending_transcript
T-026,validateStatus,1807.048203487886,4854.1883294779645,R02,pending_transcript
T-027,validatestatus and,3703.048203487886,4856.8550775248395,R03,pending_transcript
T-028,response interseptors,3703.048203487886,4956.5218255717145,R03,pending_transcript
T-029,transformResponse,1871.0480203824172,7045.744298716246,R02,pending_transcript
T-030,responseType,450.38163854647973,3880.8550470072632,R01,pending_transcript
T-031,cancelToken,407.048203487886,5007.521764536558,R02,pending_transcript
T-032,onUploadProgress,433.7150736050735,5367.521764536558,R02,pending_transcript
T-033,onDownloadProgress,1750.3816385464797,5314.1883294779645,R02,pending_transcript
T-034,xsrfheadername,1793.7150736050735,5777.521764536558,R02,pending_transcript
T-035,xsrfcookiename,430.381943722261,5817.521764536558,R02,pending_transcript
T-036,fullfiled,3340.067425223815,6044.236256782649,R02,pending_transcript
T-037,rejected,3331.1785363349263,6172.014034560416,R02,pending_transcript
T-038,!!!,1035.5828732394766,12216.358375900434,R02,pending_transcript
T-039,transform request/response vs,770.738353430268,10097.815774446583,R02,pending_transcript
T-040,interseptors,770.738353430268,10256.391491332237,R02,pending_transcript
T-041,validatestatus and,15638.50567098191,1328.3490952389245,R06,pending_transcript
T-042,response interseptors,15638.50567098191,1428.0158432857995,R06,pending_transcript
T-043,fullfiled,15275.524892717838,2515.7302744967337,R06,pending_transcript
T-044,rejected,15266.63600382895,2643.5080522745,R06,pending_transcript
