image_id,filename,sha256,sha256_12,mime_type,byte_size,pixel_width,pixel_height,mode,use_count,status
image-1a19c67f89403e07ae2ca0d28fff7151b2d71cc4,5b6eb8bbe56f.png,5b6eb8bbe56fe6398ba621fa851b3852512424a563ebec9248aed99360bb9cb2,5b6eb8bbe56f,image/png,25905,1174,143,RGBA,1,extracted
image-2e49d819eaa9df732f44695adb7a94eb2987ddec,95654697fd1d.png,95654697fd1d9bc69f0b225438cd48d36bfdc2fa413055a7afd6ccef86a9a793,95654697fd1d,image/png,38508,1083,345,RGBA,1,extracted
image-976aa61d85370ed9070fdc1ed9c947365759f406,0a7983227c17.png,0a7983227c17898a5a70725bf13726fc705f32105abc72f73164e68ada09b266,0a7983227c17,image/png,38665,767,424,RGBA,1,extracted
image-02d35c84ff407562d5a5029b2038ffdd68b670d1,b8e0e64e97a8.png,b8e0e64e97a82837923874cc9fa544fc8649958aab23a1058da95322515a9833,b8e0e64e97a8,image/png,45099,1141,240,RGBA,1,extracted
image-431658aa690e6ddbf6ec73db2b8d5c7272f6330e,31a8f5f9bb10.png,31a8f5f9bb108f1af9f898e14bf0ca6a954e07dd0a992356197b6532c0e69b6c,31a8f5f9bb10,image/png,52721,1097,564,RGBA,1,extracted
image-9c49ebce87ba9b2f61003c5ffd40079aa157ff8d,29a7c4602940.png,29a7c460294023c55e905a299bb087a895ce8f43f56c66f0dda9be37e4b669fa,29a7c4602940,image/png,31936,1102,377,RGBA,1,extracted
image-fe7caa7ab1df62fd182c003456bd213446620ec8,98481cc4f296.png,98481cc4f29690714d72f54e1b9018ba1aa3b907e5bfcffa2bc902ee1a54ff11,98481cc4f296,image/png,36630,1062,421,RGBA,1,extracted
image-87a6908784d48bad699cba288fad0ea6c9ee0292,192d6b0fd7ac.png,192d6b0fd7acb2e4d2412e4c9b89912cac644c555e41cc69709fe2884a53853d,192d6b0fd7ac,image/png,55809,1091,505,RGBA,1,extracted
image-57333b8ad7e9cfd82948a06d4567a2f502406189,b06892b62463.png,b06892b62463984351fb669583f0d0f25ef4550c2aa122e002fceaf22facc1fc,b06892b62463,image/png,65198,1162,634,RGBA,1,extracted
image-cd7e7bbfc7738c092d90fadacb4e8a8dbbf092d2,c7083e8d92d6.png,c7083e8d92d64c65fef1b9842fe1e3baab4fde4e058aa2b95bd1a6bbbd25fc7e,c7083e8d92d6,image/png,25253,1097,288,RGBA,1,extracted
