asset_id,symbol_id,sha256,filename,bytes,intrinsic_width,intrinsic_height
A-001,image-3aaad97c5a8fe66d33ee1e2fd0ec78819f5da118,77859101b1823b201766073b93d4d31846a34055342bcbf132e306d8c078299b,A-001_image-3aaad97c5a8fe66d33ee1e2fd0ec78819f5da118_77859101b182.png,59950,1089,260
A-002,image-d03447c52018d0384b7568b80754c7cd8649f5f3,16a65f33b3754cc9371d7e3dad1dca71b0c19fe24bf71d502c64ed2789c6b676,A-002_image-d03447c52018d0384b7568b80754c7cd8649f5f3_16a65f33b375.png,32032,901,289
A-003,image-d6e2efa5b63ef9cb56a90d19a19b316737772663,0f9ee76874fd89854594a7096dfae00902c77b61ca9caee79e131c938f9c33b1,A-003_image-d6e2efa5b63ef9cb56a90d19a19b316737772663_0f9ee76874fd.png,45165,879,488
A-004,image-74b24b11398ce27c0591d43e27013bb48e431365,d79f55af46841ccef416cfb99d5d355b091555b331edbd7b1a75068a9704657f,A-004_image-74b24b11398ce27c0591d43e27013bb48e431365_d79f55af4684.png,59726,922,586
A-005,image-9a58d2d5f3e8d8065200e21a107066fe488f3341,b7012849f1b96eb67ea585ce789f4a62dabcb0bf66ae9e67e434a2b3004a2fe2,A-005_image-9a58d2d5f3e8d8065200e21a107066fe488f3341_b7012849f1b9.png,20350,822,146
A-006,image-f0f4cf3cd3bef519e00140897b1ff47d00203c6a,1e24b886b6ae56bf41015b658306bffe1951f3df44e53715cbc84a3a6969939c,A-006_image-f0f4cf3cd3bef519e00140897b1ff47d00203c6a_1e24b886b6ae.png,33869,838,276
A-007,image-9c3e40f5d556d7ae3c78987c616fbb59ef9ef753,fc87fb3729fa4a6fa273871e321b631095b426c6af441086cf960d8c02d645b8,A-007_image-9c3e40f5d556d7ae3c78987c616fbb59ef9ef753_fc87fb3729fa.png,34199,758,313
A-008,image-9d6815c769def8df1a9863f41f4642f14989e5a5,536641ac1e8036ea4cefeed48a0c92031201f4995015bffe1d9071da878a4fa4,A-008_image-9d6815c769def8df1a9863f41f4642f14989e5a5_536641ac1e80.png,57008,856,544
A-009,image-f59fa0e8717e101e722e76e70b6b154f614a048c,92001764e20feb5612402bbbdd0329c44e7eb0da5b4ee9ab6d73e92f0389661b,A-009_image-f59fa0e8717e101e722e76e70b6b154f614a048c_92001764e20f.png,52105,984,482
A-010,image-8c48a8a434a2c899f6fa78421a11680ca3f58cc5,332d19b35f52720af85b7c455904538cc7cbc13262cad1024d911b311c7882b2,A-010_image-8c48a8a434a2c899f6fa78421a11680ca3f58cc5_332d19b35f52.png,50868,727,437
A-011,image-0caa65e367e68767462c500942a112bf0b8f7bbe,55c9a1facf3e5d5a9799cdf59f85569eb4ec224b2e0c80889ff1c9e91c3a139a,A-011_image-0caa65e367e68767462c500942a112bf0b8f7bbe_55c9a1facf3e.png,45857,731,464
A-012,image-b485bb9ade0cdeecc743755324b6d74c54492655,040dbd07711ccb0cad756b0e8b59745a5b79381a85b980f6744d52f68d9c0813,A-012_image-b485bb9ade0cdeecc743755324b6d74c54492655_040dbd07711c.png,31677,728,311
A-013,image-6e19941064e773e780dc3ad2464fb3cfeec03e2c,7ffc12b5da4a1d718375fa3e48362e82f8b77f5b7c72c1cf08cf5ee0035865eb,A-013_image-6e19941064e773e780dc3ad2464fb3cfeec03e2c_7ffc12b5da4a.png,43677,782,484
A-014,image-8eb7c214724e615c9bfeeb599a1b5bcdba62cc2c,de087fc7a481436f21571ae920ba9c5c66ee3446836f40b65b90d0a3881498f4,A-014_image-8eb7c214724e615c9bfeeb599a1b5bcdba62cc2c_de087fc7a481.png,29225,771,359
A-015,image-1e478180ea5151a583bdec7757442b66ca6a6bae,a93e43ed934a5f09e42040702d71ff1bae758efaa7207f7b3498085410ca5c7e,A-015_image-1e478180ea5151a583bdec7757442b66ca6a6bae_a93e43ed934a.png,28335,825,279
A-016,image-bfae864a8e3c9051f98520b3e6d559236c3b8924,542a178e77439a177e2af95b29d1436ce116a727eca7966b8f27b6e0a0818bb3,A-016_image-bfae864a8e3c9051f98520b3e6d559236c3b8924_542a178e7743.png,38621,771,379
A-017,image-b8699c1754de5a37dd53d5d7d1d21abc15638320,6824665977edd5ba26507d40a790200395fc516b6b5d7c1e5da1a3ec1b6e6fec,A-017_image-b8699c1754de5a37dd53d5d7d1d21abc15638320_6824665977ed.png,37732,735,370
A-018,image-8a4ceaa16cae5221de0ff8185c168e19920e0e79,43a5fefcb0a62bb02c01895681fa7b984d2debf042654b1c4c47e4b290ca892d,A-018_image-8a4ceaa16cae5221de0ff8185c168e19920e0e79_43a5fefcb0a6.png,23660,801,268
A-019,image-07bb05356c1ff52650c91bf349568a934e8a4c9e,802b9838ad3ea2b8a93c9809b80d24f1d55bbbdc9291ccdbb566a8c6543fea73,A-019_image-07bb05356c1ff52650c91bf349568a934e8a4c9e_802b9838ad3e.png,28196,870,337
A-020,image-a9cf7cd00bdf0c4a6937a6ea386bd9ec2835b6d6,94959cda5162ef982a386329dbe143b534bfc0f2326cef25453327cf0ed0f141,A-020_image-a9cf7cd00bdf0c4a6937a6ea386bd9ec2835b6d6_94959cda5162.png,25425,796,288
A-021,image-5dfdc994fc6232a9ad311dfbd02e686ba549eb2f,8932f5044efb6c11e840aa79fd5a4442e94842b8929a2f577b19a380f8870fef,A-021_image-5dfdc994fc6232a9ad311dfbd02e686ba549eb2f_8932f5044efb.png,35588,825,342
A-022,image-66534cb2488fba043649917566d54d42d13aea9d,a167be5251dc29c06836494a51d180a5a2920db11e84ffcdb2788ccef6098b34,A-022_image-66534cb2488fba043649917566d54d42d13aea9d_a167be5251dc.png,46522,864,412
A-023,image-e6093cc4c313011769965cbc26fa99a5de60d3b1,b495b220c7be90b4ac4ab40275324cc52cac854dac9b624ca4d7d772c75948a6,A-023_image-e6093cc4c313011769965cbc26fa99a5de60d3b1_b495b220c7be.png,47152,823,496
A-024,image-bdb40a9127733a8fc255a16584e642c1d34ac12e,bed372fd3a6e7a5b94fe3f6514c05b5f0334bf4bc5c42d7972d08ac2d348e744,A-024_image-bdb40a9127733a8fc255a16584e642c1d34ac12e_bed372fd3a6e.png,44602,756,349
A-025,image-3c37282676fd56ba06a958ad7e75ca2777f48c37,af0e26625fa018ebaca8d3b93b0861f2bdd03202bd5351e521fed3b41f13a049,A-025_image-3c37282676fd56ba06a958ad7e75ca2777f48c37_af0e26625fa0.png,39455,801,469
A-026,image-414e8802667f012142bce95b96e7ced464a199d7,339d830d7edbb51424a849f29d1ba22358d652af53a969032a1709164162a265,A-026_image-414e8802667f012142bce95b96e7ced464a199d7_339d830d7edb.png,30481,816,271
A-027,image-3cf7263f1cf73517abae3dd215bb09f30693efe7,fc9af0c29c204fcc35bb8812fe1b2c250d93d72fc9e8d8b321ac5332d90f535f,A-027_image-3cf7263f1cf73517abae3dd215bb09f30693efe7_fc9af0c29c20.png,34269,805,448
A-028,image-e4907ac42150eb59e211d979731ba08873137b12,331b7ff5a106ed76d1fc5963dfea577d6dae575463cb2f1c48c5ed444239726f,A-028_image-e4907ac42150eb59e211d979731ba08873137b12_331b7ff5a106.png,34249,862,334
A-029,image-efc7d800fecfc60d698347fdfe7268549f6ad125,9266ed0e69acb583f02ccf68abe14f5f94c2c9bdb6fac56bffbee2dc6f10d8e7,A-029_image-efc7d800fecfc60d698347fdfe7268549f6ad125_9266ed0e69ac.png,34217,809,273
A-030,image-56e99ccad7c07e629e2d5dd10ac6615270aee6a5,cbd0987519b5d6f7815e2f9bffd4b4f20e25d68257ba6c04f9ac104eb8f89a2a,A-030_image-56e99ccad7c07e629e2d5dd10ac6615270aee6a5_cbd0987519b5.png,48547,811,535
A-031,image-24ef28420707d79ccfbf64e33850b741f0b64c19,d7eaa7d8684338746ae5535d16c0243648c67826d9d5cf3e16cda9bfbc35112e,A-031_image-24ef28420707d79ccfbf64e33850b741f0b64c19_d7eaa7d86843.png,34104,854,289
A-032,image-9850bcef5dfd5d92be34f0b35ef720f12598979c,3e3abee8b56204582c5f14deaa678f7751ce9522b83ace56f62784873202ba2b,A-032_image-9850bcef5dfd5d92be34f0b35ef720f12598979c_3e3abee8b562.png,57931,810,532
A-033,image-04b28b409eb9e3c8df9540e48a6aedd98c599e35,8ba549a9d08145f9ffe497ba0ea05130fce0e9f9fc906e00be76d6b8770c25eb,A-033_image-04b28b409eb9e3c8df9540e48a6aedd98c599e35_8ba549a9d081.png,46684,713,536
A-034,image-5b6623d99e53447df7ad32723d27f9b7c8214f23,d61007cd2e2f7fde7c6f4400985b49fdc27a4fbe60c3783fc881427be08b7d32,A-034_image-5b6623d99e53447df7ad32723d27f9b7c8214f23_d61007cd2e2f.png,6913,714,86
A-035,image-c3c47c0d6fbad4806d797ea0dcd81bcf9030e792,8d2bede4d84258bf42fdb6bbde235d5daf442eaa347ea9526e483a8c3103da0b,A-035_image-c3c47c0d6fbad4806d797ea0dcd81bcf9030e792_8d2bede4d842.png,27319,855,315
A-036,image-1f50012488795a95310e5b1eca2045f69d04a7fc,5d26ba195734fd792a20ed7e19ddaee1f3dafd57d4b61e98d9d9c78920bdafd1,A-036_image-1f50012488795a95310e5b1eca2045f69d04a7fc_5d26ba195734.png,41770,870,429
A-037,image-a71d70a4a561e28c3b696d6f9416e11af2b63c65,5b49dadc0a99b60529b3b6f06ed044433642a2f2840fc842597ea47a6e077b20,A-037_image-a71d70a4a561e28c3b696d6f9416e11af2b63c65_5b49dadc0a99.png,16512,835,219
A-038,image-bd869a396e480c9a07219eeb5cc273ce7f46b5d4,916c3b86e508e5065dfe841fa05ae6b4757748a62434cc57dec4248f61da6722,A-038_image-bd869a396e480c9a07219eeb5cc273ce7f46b5d4_916c3b86e508.png,31346,812,483
A-039,image-5c91cab0a0fe56e5e926580f53111e45a56b9c95,4603dbc44eb31234a619f3dc232566a97240f97f1b77a00ea5aa0ac18f954f0e,A-039_image-5c91cab0a0fe56e5e926580f53111e45a56b9c95_4603dbc44eb3.png,25485,753,365
A-040,image-955526008e3100535ba879fc9b2e2dda2307a3c9,586a3345503a20cd98a340b660cc5d55ac7d17f1010fc6b93df2deb3337eb8ab,A-040_image-955526008e3100535ba879fc9b2e2dda2307a3c9_586a3345503a.png,46489,646,416
A-041,image-4e69b06b5470aa4cde6bab003fe50252c704eddb,20007047ac8a75e40d58e59065ef4dd5a703f6883c8a100fdb66ef6510713280,A-041_image-4e69b06b5470aa4cde6bab003fe50252c704eddb_20007047ac8a.png,266817,877,516
A-042,image-94542a482975446a6c768283a061b39291203035,0f5301e8d8846d1a26811fbe4ccc00b664836cb0f2935d926f5ea609e865d836,A-042_image-94542a482975446a6c768283a061b39291203035_0f5301e8d884.png,28485,965,329
A-043,image-aed1e7655a372b356ac5fd04beee8fcee8567a87,955ce3782c7075186fd7d25ecbd258407e27d5247022db91020bc41d495099eb,A-043_image-aed1e7655a372b356ac5fd04beee8fcee8567a87_955ce3782c70.png,33216,1011,374
A-044,image-f8538f40a28a6b3ffb9791fbfa3208ccfe455099,c9612a1611bf296bd5ebf86948c3694e5746d4348e8b11cb953a31c599460bef,A-044_image-f8538f40a28a6b3ffb9791fbfa3208ccfe455099_c9612a1611bf.png,40897,847,386
A-045,image-18fc5d0cf044193dcf053e51cfd64b833cf32997,0e1c4a700f4e578f3abc43ab32749aee5f1892752b0d58b6444e2efbc67ac24c,A-045_image-18fc5d0cf044193dcf053e51cfd64b833cf32997_0e1c4a700f4e.png,50840,809,490
A-046,image-957c78830407b49482742740da03a2dc5d3cfc76,ba0bc0e2e4918db59e1a0989bd2f9d097f2a3007a5dbc9a4368bf1049e674ae7,A-046_image-957c78830407b49482742740da03a2dc5d3cfc76_ba0bc0e2e491.png,51097,896,486
A-047,image-3a525fa7336e624affa8bfe9e50abb536abf3eae,8703967c11e5bf4e2f87a3895602dcebf6082a9a2087508472225036a9fe8ab8,A-047_image-3a525fa7336e624affa8bfe9e50abb536abf3eae_8703967c11e5.png,26828,909,242
A-048,image-7eb80af561ca95559fe7168ef3bec7a0e52d647b,9b0dac1a664c54afb11a91b603e151d42866360df600e687d189b802993bc4f2,A-048_image-7eb80af561ca95559fe7168ef3bec7a0e52d647b_9b0dac1a664c.png,35489,840,342
A-049,image-769bcdd077f6b86ae600eed2cd3ae07fc5a62cb2,5ee7e13dcaac4a4166b85fbb86e80098267ce6b5a5063d7b3691e5035d69692c,A-049_image-769bcdd077f6b86ae600eed2cd3ae07fc5a62cb2_5ee7e13dcaac.png,10434,703,89
A-050,image-32e2e77addcb2d2efb72d28a20bb3641a8c8c97c,17e06f733bdd31b57f3ca9b878cef573c42580b345137c7f07957b6ea8333525,A-050_image-32e2e77addcb2d2efb72d28a20bb3641a8c8c97c_17e06f733bdd.png,21168,727,335
A-051,image-ad91d2fccdd36c97be3aac55dd093a0e7bc39b0a,52b4046e43973c189ff1a6840f7565975392c6f8a094bfdef72e569698776c7d,A-051_image-ad91d2fccdd36c97be3aac55dd093a0e7bc39b0a_52b4046e4397.png,26001,761,373
A-052,image-5a2d1a319d8f421f998aa3d94006fabe4b211036,97c9ab368aaac6328abfef0d9d0eb6ea04c4abc7c974543e13f7a2a6814ad576,A-052_image-5a2d1a319d8f421f998aa3d94006fabe4b211036_97c9ab368aaa.png,23666,1022,282
A-053,image-ff14aad8b7e9e90a181d57efa96a2a3f7239d3b0,75e7b399b8ba3a66af49bbc9adcdaddecffcb48f151d3e14ff81c234a7d20dc3,A-053_image-ff14aad8b7e9e90a181d57efa96a2a3f7239d3b0_75e7b399b8ba.png,12734,795,176
A-054,image-4f8777d514e055f927f75622ff60806da751d6f6,e62ec1ee9bf51929a214cebf5298bcaa42e97858e256c306c83ce250b9cf6fec,A-054_image-4f8777d514e055f927f75622ff60806da751d6f6_e62ec1ee9bf5.png,4773,385,84
A-055,image-23bef1f228c4c1894f56f0207ea349f08c84cb3d,56f51e5ca6e55fe60f59fb3cae07b6d6cd3e68db470e0a0b15b01f7546c7e68a,A-055_image-23bef1f228c4c1894f56f0207ea349f08c84cb3d_56f51e5ca6e5.png,4416,341,75
A-056,image-d8e43e70402eff46029ec4ecae86fb44eef91f8b,f3206daa32bffad1a9bf77a24b2d41bfb1fbef0e9ac189fdc84cd11ff4639fcc,A-056_image-d8e43e70402eff46029ec4ecae86fb44eef91f8b_f3206daa32bf.png,5063,381,81
A-057,image-364e55a59e7d7d0c04966a612da6e00151c887cb,b229e5ed1f19bd65cec116b753af2792fe2455569947fa341662c49452697724,A-057_image-364e55a59e7d7d0c04966a612da6e00151c887cb_b229e5ed1f19.png,30430,975,385
A-058,image-cb53eff6a0ddf463e24884bc500a0c585b4353cb,53b5124f10a0598eace888932fb66d771eeb47dd831d32c73f61e68ab54f3fe3,A-058_image-cb53eff6a0ddf463e24884bc500a0c585b4353cb_53b5124f10a0.png,39484,1267,400
A-059,image-bb9c7ebd2a1241fb7070067e9ce80cdf4d00069c,0db9506819245173d86a78bc828137aa9f4a7ba7b0edcf19eaf9d2d644d4ea17,A-059_image-bb9c7ebd2a1241fb7070067e9ce80cdf4d00069c_0db950681924.png,27728,1099,348
A-060,image-a0e5b8cda36b7f6a16abea80dcf2ceb7ccfa7a85,c9ef9c1cf442a78ce9e3778fd6913b59e04cd9fa753319ed73abe9ad2a170fd4,A-060_image-a0e5b8cda36b7f6a16abea80dcf2ceb7ccfa7a85_c9ef9c1cf442.png,7034,464,102
A-061,image-d1e967bd16b7c1b30ac3a073d6e48a417ca96550,4dfd1d3d49c43812115ee064bb8bf2fd3b16e314e4125a040c1148f97f5b330a,A-061_image-d1e967bd16b7c1b30ac3a073d6e48a417ca96550_4dfd1d3d49c4.png,43387,1174,530
A-062,image-4d23828b7e98ff10c5c34f04eef02a4588c36895,51c8cfb4a30335ef32e37af4f20b7c9754bf0500624190563291de13f8aef490,A-062_image-4d23828b7e98ff10c5c34f04eef02a4588c36895_51c8cfb4a303.png,23519,854,248
A-063,image-c19905cc165188ee6373de8f60584a4bedd8fdcd,ba900f6d23068cbc210c5085e66c832ae8723f7187aec866305a2e34c492f5b9,A-063_image-c19905cc165188ee6373de8f60584a4bedd8fdcd_ba900f6d2306.png,32254,760,495
A-064,image-d7fac1f4f569e35352d9a4e700ca3699862cf19b,52a24bc2f818e208dfb6207f6f671bd20c456073936bf9067224f2dad278f4a2,A-064_image-d7fac1f4f569e35352d9a4e700ca3699862cf19b_52a24bc2f818.png,22168,843,270
