source_id,image_use,file_sha,x,y,width,height,candidate_region,status,notes
S-001,IU-001,59f71e314e,42.28232265103543,393.74516141494655,946.0,363.0,R01,closed-by-stage1-final-coverage,Closed by combined three-conspect final coverage archive v001.
S-002,IU-002,ad79712900,40.873287228449044,810.159235012248,927.0,413.0,R01,closed-by-stage1-final-coverage,Closed by combined three-conspect final coverage archive v001.
S-003,IU-003,906192880f,31.212158203125,1253.7934110711155,1004.0,280.0,R01,closed-by-stage1-final-coverage,Closed by combined three-conspect final coverage archive v001.
S-004,IU-004,0766299e3b,10.0,1581.2327865150053,964.0,253.0,R01,closed-by-stage1-final-coverage,Closed by combined three-conspect final coverage archive v001.
S-005,IU-005,03f6d5836f,1176.2576127485809,381.35398014071484,983.0,357.0,R01,closed-by-stage1-final-coverage,Closed by combined three-conspect final coverage archive v001.
S-006,IU-006,6f1bee4737,1184.196932705967,760.8388101300623,955.0,335.0,R01,closed-by-stage1-final-coverage,Closed by combined three-conspect final coverage archive v001.
S-007,IU-007,54957b90c5,1177.2936248151364,1122.3340937770824,957.0,482.0,R01,closed-by-stage1-final-coverage,Closed by combined three-conspect final coverage archive v001.
S-008,IU-008,151fa997ba,2329.8539277730742,397.9518221993728,797.0,482.0,R02,closed-by-stage1-final-coverage,Closed by combined three-conspect final coverage archive v001.
S-009,IU-009,c1786a4c01,2323.1872610127084,906.190259278819,868.0,404.0,R02,closed-by-stage1-final-coverage,Closed by combined three-conspect final coverage archive v001.
S-010,IU-010,eb3ba77526,2319.4270325994275,1317.8263930529154,841.0,208.0,R02,closed-by-stage1-final-coverage,Closed by combined three-conspect final coverage archive v001.
S-011,IU-011,3f19914979,2303.965505875418,1538.9546138311614,945.0,356.0,R02,closed-by-stage1-final-coverage,Closed by combined three-conspect final coverage archive v001.
S-012,IU-012,e1c4790886,2308.674557098446,1938.86736310649,937.0,265.0,R02,closed-by-stage1-final-coverage,Closed by combined three-conspect final coverage archive v001.
S-013,IU-013,0fd95b080e,3454.05603845075,403.45599870389356,969.0,341.0,R02,closed-by-stage1-final-coverage,Closed by combined three-conspect final coverage archive v001.
S-014,IU-014,9f5fda6c56,3453.9821320021965,770.6399538512285,981.0,469.0,R02,closed-by-stage1-final-coverage,Closed by combined three-conspect final coverage archive v001.
S-015,IU-015,4ab029cac6,3443.6488495314934,1280.1400301451738,905.0,310.0,R02,closed-by-stage1-final-coverage,Closed by combined three-conspect final coverage archive v001.
S-016,IU-016,5ee54cb324,4602.981979414306,396.80674767447067,903.0,330.0,R03,closed-by-stage1-final-coverage,Closed by combined three-conspect final coverage archive v001.
S-017,IU-017,6186c4a3c7,4608.9989169266155,755.1400301451738,912.0,430.0,R03,closed-by-stage1-final-coverage,Closed by combined three-conspect final coverage archive v001.
S-018,IU-018,0c69944df3,4607.029700187186,1211.7828872880325,703.0,271.0,R03,closed-by-stage1-final-coverage,Closed by combined three-conspect final coverage archive v001.
