text_id,text,x,y,region_id,status
T-001,when we store in memory we lose on refresh,4808.970924498544,874.9907537340233,R04,pending_transcript
T-002,sanitizing,254.3413957868297,924.1930553639958,R01,pending_transcript
T-003,escaping user content,975.29371861049,900.6013781876428,R02,pending_transcript
T-004,innerhtml or dangerouslysetinnerhtml from user input,2160.8652561732697,971.1824904051549,R03,pending_transcript
T-005,csp,5039.277397695214,1125.8376419025674,R04,pending_transcript
T-006,!!!!,7238.974905523215,3954.569480811789,R04,pending_transcript
T-007,types of xss,3456.5599844457693,4906.735848850897,R05,pending_transcript
T-008,The main rule - dont put anything from user's input,2291.884854053525,4090.0776300568773,R03,pending_transcript
T-009,into html by default,2291.884854053525,4241.327591909904,R03,pending_transcript
T-010,not only literal input,2291.884854053525,4392.5775537629315,R03,pending_transcript
T-011,but also some route params/query string params,2291.884854053525,4543.827515615959,R03,pending_transcript
