image_id,filename,sha256,sha256_12,mime_type,byte_size,pixel_width,pixel_height,mode,use_count,status
image-27d110bce72e497e4404403f4c16065140670122,0625ec65328b.png,0625ec65328b5e333490b0435594645417276dcae088236313f5cc5e08c57391,0625ec65328b,image/png,76263,892,512,RGBA,1,extracted
image-7fa5f8a5924c8bd615b5c330dd38cb52b84e8737,68b29c5ec62b.png,68b29c5ec62b3e41b1776848b7bb4f380c738b4a592ccff5399d9f7e6e3ea6ae,68b29c5ec62b,image/png,67808,815,686,RGBA,1,extracted
image-08771ecd3b457a6de1abdf72c83e3e74ebd218e1,020e2e75a927.png,020e2e75a92798a827c6345dc09d3f9bee803c9a226e84f6c4b9147acfc75fad,020e2e75a927,image/png,50646,884,458,RGBA,1,extracted
image-38a92fcfe0ad6fd9cce9e14414d3dd4d6be009ec,1b2771b557f4.png,1b2771b557f42ef49a6af400f33450c808f12f82ca76766a793bf57158f918b2,1b2771b557f4,image/png,56191,800,491,RGBA,1,extracted
image-87f529729c2b3aee67d915b2391981883c45a424,352fc85b42e6.png,352fc85b42e67294604f2bcf2c8294a4d6e51fd7d17fa8e34dc1632325a5b4fa,352fc85b42e6,image/png,54223,830,589,RGBA,1,extracted
image-2a4eb86140f519563ec25587e432f535ed0c7ab6,c04c8262b978.png,c04c8262b978bdcc25d925a99c83cfc490bf90732af131432f0985a84745de34,c04c8262b978,image/png,50498,845,582,RGBA,1,extracted
image-82282e23bad2636aad870d0792e4908d79ab2ec0,188b2c8e302e.png,188b2c8e302e55419a2630567e59da0c59d4dae105acef1c96d9d4ee68860fab,188b2c8e302e,image/png,46888,826,559,RGBA,1,extracted
image-4aae9506b0ce6310741460f8e3525833c1b69e76,caa6d2ef0bec.png,caa6d2ef0becd006ffeb841dd8a8e24a1e9447939a4c9fafde7ddb1982fc5fa0,caa6d2ef0bec,image/png,63343,958,617,RGBA,1,extracted
image-2a4892ff3001c04632654cbdedf8a617285bbb53,198884c2001b.png,198884c2001b02ce9596b283a3975431f0036a363fe50cd0e625b094b006a096,198884c2001b,image/png,42471,930,479,RGBA,1,extracted
image-9404351c0908c266c6e77358ce2a785f8d7af01e,69d1a3e66ac6.png,69d1a3e66ac674336220331ac2f929090ed485028ed400e8c18ed3c803710125,69d1a3e66ac6,image/png,38453,950,452,RGBA,1,extracted
image-fc4c5ba220e7678fb0e60dc8aba64f95464829b8,e2b9377d87fc.png,e2b9377d87fca576fbbbdfd98728edc4690fd7b062d4f8b5966803bd7c09f255,e2b9377d87fc,image/png,51473,888,447,RGBA,1,extracted
image-fef9b75b9f5df02839142ad9a4220b3b1b247d7c,6c31180a68ae.png,6c31180a68ae02039f5f6d6f685a6d65e7548b5f1861af909528f50b639161ca,6c31180a68ae,image/png,45836,837,562,RGBA,1,extracted
image-2472cb59de3135180069c48dd9194e63c624319a,5a9e3715474b.png,5a9e3715474b593f62536ca9c6231319f1ae856ad4a4da9d0fb71c1c355a5569,5a9e3715474b,image/png,43819,935,544,RGBA,1,extracted
image-3dca44caccb91d3498e07eadaffbba3da663f77a,f4b529183977.png,f4b5291839773879085926fd0c46aa26c39559cdc9d1193dd8eb2d93a988d4a0,f4b529183977,image/png,37882,917,476,RGBA,1,extracted
image-486d396a30bacd5dc20ca8705a41e8119de10d74,d923180b2e8f.png,d923180b2e8fa9e5c236ae51e998f02ba86404d07824c1a2a7762865cdb94d1e,d923180b2e8f,image/png,22892,854,269,RGBA,1,extracted
image-ca620a4e12ee938faac0acf23e3f6a8ebfef6ead,a2300e8bf3e7.png,a2300e8bf3e777c5780b14232de672999547da477a1d7809ae5979d72144d665,a2300e8bf3e7,image/png,55073,910,506,RGBA,1,extracted
image-5c28bc50599301ffd6dcb3ff6f96b48b4f361e70,7b103741609e.png,7b103741609ea3768406ac6dcf23e28a55de6f378a894663b15ccb9dc1d2f9f9,7b103741609e,image/png,25201,901,244,RGBA,1,extracted
image-c23e01b9b92d21bfd7733ca343a0d9503da1940f,04c0dc56cd97.png,04c0dc56cd97b8ddd718bcfc371d9bbc4ed474afd79b425ad46d17c3b42b5f1a,04c0dc56cd97,image/png,41061,932,408,RGBA,1,extracted
image-98f63388ca69581d1880b4d1cfb20f524fcb9690,4c466eb4cf2b.png,4c466eb4cf2b5c8b93d718c35cc8e74475ba2540a1525baa02b10bed5f6a447e,4c466eb4cf2b,image/png,41245,939,411,RGBA,1,extracted
image-d0574364d8db4a6da14f6d6e6a3f3b983424369f,6eff053b373f.png,6eff053b373faaa8683e9e011a6a73eaac1bfaf3625bf5d51eb21ce4671c3053,6eff053b373f,image/png,15013,879,143,RGBA,1,extracted
image-442681fe9637cbfe8d8d51c4abb5b0defd0cd367,a3851f7219cc.png,a3851f7219cced470d448d44c72474f8d000519cc6ad7e01b8a4e234d293e439,a3851f7219cc,image/png,27098,760,315,RGBA,1,extracted
