id,text,x,y,transform
T-001,Hashes,0,59.54655307241604,
T-002,Hashes,0,59.54655307241604,
T-003,keys,0,59.54655307241604,
T-004,strings,0,59.54655307241604,
T-005,options/args,0,59.54655307241604,
T-006,lists,0,59.54655307241604,
T-007,lists,0,59.54655307241604,
T-008,sortedsets,0,59.54655307241604,
T-009,sortedsets,0,59.54655307241604,
T-010,sets,0,59.54655307241604,
T-011,sets,0,59.54655307241604,
T-012,!!!,0,82.22664874267582,
T-013,!!!!,0,41.11331899414061,
T-014,!!!,0,40.643481005859385,
T-015,!!!,0,55.99246834309938,
T-016,this type of shit works because of overriden == != and,0,17.619999999999997,
T-017,implicit operators,0,42.62,
T-018,setup,0,189.45695750209296,
T-019,redisvalue,0,86.53380167643233,
T-020,iserver,0,202.88174501255602,
