text_id,text,x,y,status
T-001,Hashes,4124.708161931604,3673.75104118074,pending_transcript
T-002,Hashes,2166.9304519706666,3149.3065628278764,pending_transcript
T-003,keys,4764.041291814417,2477.0844762393353,pending_transcript
T-004,strings,4838.708100896448,1353.0844457217574,pending_transcript
T-005,options/args,3280.0415359550416,704.4178807803511,pending_transcript
T-006,lists,5258.0415533936575,3668.0367554664554,pending_transcript
T-007,lists,6842.486133471783,3583.59237883885,pending_transcript
T-008,sortedsets,5242.8035162842825,4193.75104118074,pending_transcript
T-009,sortedsets,6733.914559578554,4724.862186200271,pending_transcript
T-010,sets,4050.4224476458903,4241.370146928508,pending_transcript
T-011,sets,2723.7557809792233,4728.036864457805,pending_transcript
T-012,!!!,4467.167094915332,9276.02106574397,pending_transcript
T-013,!!!!,4549.153726036287,8633.02985898903,pending_transcript
T-014,!!!,4581.502454572985,8394.157661752246,pending_transcript
T-015,!!!,3040.169121239651,8616.395473552377,pending_transcript
T-016,this type of shit works because of overriden == != and,80.89464600995052,11823.955442648692,pending_transcript
T-017,implicit operators,80.89464600995052,11848.955442648692,pending_transcript
T-018,setup,4648.824340522258,199.45695750209296,pending_transcript
T-019,redisvalue,4644.215914846236,5771.707827375571,pending_transcript
T-020,iserver,4975.399493351441,11372.809769472375,pending_transcript
