text_id,text,x,y,region_id,status
T-001,TRANSLATING INTO JSON AND STORE IN DB + JSON FUNCTIONS,498.37398074319844,377.5477059253336,R01,pending_transcript
T-002,SO YOU NEED VALUE COMPARER TO TRACK CHANGES FOR EVERYTHING THAT IS,3113.9520752256212,363.86502104208023,R02,pending_transcript
T-003,REFERENCE TYPE AND NOT ENTITY ITSELF,3113.9520752256212,388.86502104208023,R02,pending_transcript
T-004,!!!,4717.5071477911315,1155.7037588147712,R03,pending_transcript
T-005,SEP REPEAT,3106.9520330450378,771.2317607993447,R02,pending_transcript
T-006,SOME EXAMPLES OF POTENTIAL PROBLEMS WITH TRACKING CHANGES WHEN MODIFYING COLLECTION,3103.8577471429508,2597.8397089983973,R02,pending_transcript
T-007,ETC,3074.1140947992008,4676.814083622832,R02,pending_transcript
T-008,JUST REPEAT,3005.979820184233,4958.823612063321,R02,pending_transcript
T-009,!!!,131.7777029940387,1144.4134617592663,R01,pending_transcript
T-010,!!! ADD FUNC TO,9.999999999999773,2262.887022965386,R01,pending_transcript
T-011,so if you want to make sure that ef tracks changes of your primitive collection,4747.08313578591,1394.7139270327534,R03,pending_transcript
T-012,"you need this setup, the whole collection replacement can be useless",4747.08313578591,1419.7139270327534,R03,pending_transcript
T-013,value comparer,6346.639881378011,181.14470411512193,R03,pending_transcript
T-014,QUERING WITH LIST OF PRIMITIVES,8086.4536142288125,86.87162042421126,R04,pending_transcript
