use_id,image_id,filename,sha256_12,region_id,x,y,width,height,opacity,duplicate_of_use_id,nearest_text_ids,nearest_captions,status,transcript_file,authoritative_transcript
IU-001,image-bca8bba088d1881617c8d7fab449c719d6336e7e,db590dae4cb4.png,db590dae4cb4,R02,1677.6242631840942,386.2208416612875,1003.0,432.0,1.0,,T-005|T-003|T-002,SEP REPEAT|REFERENCE TYPE AND NOT ENTITY ITSELF|SO YOU NEED VALUE COMPARER TO TRACK CHANGES FOR EVERYTHING THAT IS,closed,02-transcript-R02-converters-mutable-primitive-collections-and-tracking-pitfalls.md,06-full-combined-final-transcript.md
IU-002,image-dc6628ad61d15db3360b183aaf8b0d42d2c012ec,77eee29a0c8f.png,77eee29a0c8f,R02,1684.0844545329528,885.4180808786068,997.0,459.0,1.0,,T-005|T-003|T-002,SEP REPEAT|REFERENCE TYPE AND NOT ENTITY ITSELF|SO YOU NEED VALUE COMPARER TO TRACK CHANGES FOR EVERYTHING THAT IS,closed,02-transcript-R02-converters-mutable-primitive-collections-and-tracking-pitfalls.md,06-full-combined-final-transcript.md
IU-003,image-6ad4499485ef11d7c17991641fac8d0cb4969cfd,bbd3d6fbbd0b.png,bbd3d6fbbd0b,R02,1744.8969729627515,1388.7619071725521,809.0,482.0,1.0,,T-005|T-006|T-003,SEP REPEAT|SOME EXAMPLES OF POTENTIAL PROBLEMS WITH TRACKING CHANGES WHEN MODIFYING COLLECTION|REFERENCE TYPE AND NOT ENTITY ITSELF,closed,02-transcript-R02-converters-mutable-primitive-collections-and-tracking-pitfalls.md,06-full-combined-final-transcript.md
IU-004,image-2c766bbc6070d7a2165a1618454e6160aa3ed836,8431be2916c2.png,8431be2916c2,R02,1649.3935828112662,2780.3942362353873,851.0,430.0,1.0,,T-006|T-007|T-008,SOME EXAMPLES OF POTENTIAL PROBLEMS WITH TRACKING CHANGES WHEN MODIFYING COLLECTION|ETC|JUST REPEAT,closed,02-transcript-R02-converters-mutable-primitive-collections-and-tracking-pitfalls.md,06-full-combined-final-transcript.md
IU-005,image-323f0fbbaa3087a8931d2f0c92af41e3dafcb486,2c557ae7507b.png,2c557ae7507b,R02,1680.3133580246877,3276.5847269580436,797.0,430.0,1.0,,T-006|T-007|T-008,SOME EXAMPLES OF POTENTIAL PROBLEMS WITH TRACKING CHANGES WHEN MODIFYING COLLECTION|ETC|JUST REPEAT,closed,02-transcript-R02-converters-mutable-primitive-collections-and-tracking-pitfalls.md,06-full-combined-final-transcript.md
IU-006,image-820d5806f686b4f7c5d4e4b9ee62eb09426c432b,9c668b8d3c5f.png,9c668b8d3c5f,R02,1550.5801948901417,2531.6068997857683,960.0,203.0,1.0,,T-006|T-010|T-005,SOME EXAMPLES OF POTENTIAL PROBLEMS WITH TRACKING CHANGES WHEN MODIFYING COLLECTION|!!! ADD FUNC TO|SEP REPEAT,closed,02-transcript-R02-converters-mutable-primitive-collections-and-tracking-pitfalls.md,06-full-combined-final-transcript.md
IU-007,image-b7533c8efb98c3bb71ebca82884980b5be26c9d5,e90b185acf45.png,e90b185acf45,R02,1643.1946036424688,1954.913635354339,828.0,482.0,1.0,,T-006|T-005|T-010,SOME EXAMPLES OF POTENTIAL PROBLEMS WITH TRACKING CHANGES WHEN MODIFYING COLLECTION|SEP REPEAT|!!! ADD FUNC TO,closed,02-transcript-R02-converters-mutable-primitive-collections-and-tracking-pitfalls.md,06-full-combined-final-transcript.md
IU-008,image-b841da3902a82f2114676918ad287a20340ca5fe,30e802bb1861.png,30e802bb1861,R01,353.39285890219526,460.43812259200513,964.0,482.0,1.0,,T-001|T-009|T-010,TRANSLATING INTO JSON AND STORE IN DB + JSON FUNCTIONS|!!!|!!! ADD FUNC TO,closed,01-transcript-R01-value-conversion-json-storage-and-sql-json-functions.md,06-full-combined-final-transcript.md
IU-009,image-ac65762111ebc2432d5e13a95eabeb3319bfb590,b15df68ae74d.png,b15df68ae74d,R01,325.9956746722355,1073.1420400802208,1053.0,383.0,1.0,,T-009|T-001|T-010,!!!|TRANSLATING INTO JSON AND STORE IN DB + JSON FUNCTIONS|!!! ADD FUNC TO,closed,01-transcript-R01-value-conversion-json-storage-and-sql-json-functions.md,06-full-combined-final-transcript.md
IU-010,image-b9514af2af58084cd3ecfd28087608430d733b88,ed573b040b8c.png,ed573b040b8c,R01,330.1066569313498,1486.642060425268,1059.0,348.0,1.0,,T-009|T-010|T-001,!!!|!!! ADD FUNC TO|TRANSLATING INTO JSON AND STORE IN DB + JSON FUNCTIONS,closed,01-transcript-R01-value-conversion-json-storage-and-sql-json-functions.md,06-full-combined-final-transcript.md
