label_id,block_id,region_id,status,text,x,y
T001,B001,R01,pending_transcript,ww-authenticate,18097.296460978017,4299.625531464843
T002,B002,R01,pending_transcript,Authorization header,15679.615418654213,3830.840115042311
T003,B003,R01,pending_transcript,cookies vs authorization,17362.65489609826,5613.457287420356
T004,B004,R01,pending_transcript,basic scheme,16274.877186137324,5566.134600734152
T005,B004,R01,pending_transcript,bearer scheme,16274.877186137324,5646.690224106548
T006,B005,R01,pending_transcript,Referer header,13761.574663996731,4328.228709955587
T007,B006,R01,pending_transcript,expect header,11194.996098100615,3846.0261164385142
T008,B007,R01,pending_transcript,cant do in browser,9533.294850417968,4125.23134920035
T009,B008,R01,pending_transcript,expires and pragma headers ,4417.209375287417,4392.165820847258
T010,B008,R01,pending_transcript,(safelisted response headers in cross orig req),4417.209375287417,4562.533629483715
T011,B009,R01,pending_transcript,may need to diff by response ,11321.899856645507,473.99340502929704
T012,B009,R01,pending_transcript,and request headers,11321.899856645507,1132.326840087891
T013,B009,R01,pending_transcript,may need to ask for all possible attrs,11321.899856645507,1790.660275146485
T014,B009,R01,pending_transcript,that header may have,11321.899856645507,2448.993710205079
T015,B010,R01,pending_transcript,realm,20724.02905556766,5634.428487734866
T016,B011,R04,pending_transcript,not everyday app code,13776.229068980098,18045.084875268418
T017,B012,R04,pending_transcript,"accepts strings,not typed media types",14722.019585322969,19340.726530214288
T018,B013,R03,pending_transcript,httpconent headers and,9861.190402516117,8312.996121904833
T019,B013,R03,pending_transcript,abstreactions,9861.190402516117,8435.77383186577
T020,B014,R03,pending_transcript,asp.net core headers and,13087.748663502638,8246.796966875536
T021,B014,R03,pending_transcript,abst,13087.748663502638,8420.685821856005
T022,B015,R03,pending_transcript,accept,9751.918235846773,9995.184831986662
T023,B016,R03,pending_transcript,accept,13885.251976081148,10661.85160037859
T024,B017,R03,pending_transcript,add,7353.285689397453,9166.979695956514
T025,B018,R03,pending_transcript,add,7361.490786302502,9771.0822678841
T026,B019,R03,pending_transcript,tryaddwithoutval,7364.567709379424,10255.184816336623
T027,B020,R03,pending_transcript,trygetval,7308.157421669086,10893.133565585424
T028,B021,R03,pending_transcript,contains,7335.849729361395,11455.184839811685
T029,B022,R03,pending_transcript,remove,7297.754549394876,11958.16888347798
T030,B023,R03,pending_transcript,indexer,13831.037320649904,9266.451642402677
T031,B024,R03,pending_transcript,trygetvalue,13987.400898606693,9749.386171830383
T032,B025,R03,pending_transcript,helpers,13992.768848399499,10247.866996951936
T033,B026,R03,pending_transcript,append,15417.150991700479,10123.320737257169
T034,B027,R03,pending_transcript,appendcommasepvalues,15211.245287153877,10556.96954604125
T035,B028,R03,pending_transcript,getcommasepvalues,15241.81121113828,10992.935458059623
T036,B029,R03,pending_transcript,appendlist,15217.68025727787,11610.68787688611
T037,B030,R03,pending_transcript,setcommasepvalues,15245.833085876233,12192.243864921984
T038,B031,R03,pending_transcript,ifnonematch,9746.918235846773,10903.518114457365
T039,B032,R03,pending_transcript,ifnonematch,13768.251731940523,12186.18486250424
T040,B033,R03,pending_transcript,ifmodifiedsince,13764.69614925823,11710.184831986664
T041,B034,R03,pending_transcript,authorizations,9748.58495337607,10471.851396928068
T042,B035,R03,pending_transcript,authorizations,13729.045244194056,12647.549753919793
T043,B036,R03,pending_transcript,useragent,9768.58495337607,11379.629157751639
T044,B037,R03,pending_transcript,host,9720.807141689871,11740.74030277117
T045,B038,R03,pending_transcript,host,13836.362968512789,11234.073636104502
T046,B039,R03,pending_transcript,etag,9784.140475023203,12341.851473222016
T047,B040,R03,pending_transcript,etag,13822.870536872162,14195.184951877149
T048,B041,R03,pending_transcript,location,13802.870536872162,14647.306223183967
T049,B042,R03,pending_transcript,set cookie,13841.537284919037,15076.639480685742
T050,B043,R04,pending_transcript,cookieheadervalue,13764.204032965912,16233.97285470918
T051,B044,R04,pending_transcript,setcookieheadervalue,13673.434362894754,16875.664071464198
T052,B045,R04,pending_transcript,headernames,13717.202212828983,17527.575272224785
T053,B046,R04,pending_transcript,mediatypeheadervaluecomparer,13408.523409192358,18589.522387523095
T054,B047,R04,pending_transcript,stringwithqualheadervaluecomparer,13235.262343413617,19235.008880318033
T055,B048,R03,pending_transcript,location,9721.918286709402,12741.851473222016
T056,B049,R03,pending_transcript,reyty-after,9707.10342668336,13224.814390973752
T057,B050,R03,pending_transcript,content type,9724.197412477297,13884.643435152771
T058,B051,R03,pending_transcript,cache control,13727.372345047981,13770.99280620002
T059,B052,R03,pending_transcript,content type,13658.800916476554,13370.99280620002
T060,B053,R03,pending_transcript,content length,9679.069238649172,14410.797281306619
T061,B054,R03,pending_transcript,content encoding,9696.505104784988,14920.54083975013
T062,B055,R03,pending_transcript,add/tryaddwithout val,9552.182729162565,15390.72400558332
T063,B056,R03,pending_transcript,!!!!,13659.185467032601,9593.939395887519
T064,B057,R03,pending_transcript,stringkey.empty,13013.220565459822,9565.74624850368
T065,B058,R04,pending_transcript,wildcards?,15758.376748774728,18608.305526960783
T066,B059,R04,pending_transcript,get typeheaders,15359.259754988614,16374.74261693364
T067,B059,R04,pending_transcript,req/res,15359.259754988614,16573.076051992233
T068,B060,R04,pending_transcript,inspect cookie values,19423.486396625252,17338.10678673538
T069,B060,R04,pending_transcript,using typed headers,19423.486396625252,17461.20201029844
T070,B061,R04,pending_transcript,inspecting cookies,20960.62898057181,17950.096867231096
T071,B062,R04,pending_transcript,parsing from raw strings ,19497.337060121183,18469.499964977305
T072,B062,R04,pending_transcript,to setcookieheadervalue,19497.337060121183,18541.999964977305
T073,B063,R02,pending_transcript,what is origin,4446.216614911387,6997.784488072236
T074,B063,R02,pending_transcript,is client controlled?,4446.216614911387,7114.636328621282
T075,B064,R02,pending_transcript,origin,5613.327475619244,7036.93665289452
T076,B065,R02,pending_transcript,location,1079.9931250333066,5903.603523011708
T077,B066,R02,pending_transcript,201 created,526.6599079574116,7042.780753061932
T078,B067,R02,pending_transcript,redirects,1882.8502678904479,7075.161734507245
T079,B068,R04,pending_transcript,the truth about cookies,19084.084694790912,19337.388233913833
T080,B068,R04,pending_transcript,when working with raw header string without to typedheaders,19084.084694790912,19549.054882084998
T081,B069,R04,pending_transcript,!!!,19144.703360122163,18962.821706111838
