label_id,block_id,region_id,status,text,x,y,translate_x,translate_y,local_x,local_y,font_size,fill
T001,B001,R01,pending_transcript,ww-authenticate,18097.296460978017,4299.625531464843,18097.296460978017,4058.035658092451,0.0,241.58987337239242,274.22233072916276px,#d3d3d3
T002,B002,R01,pending_transcript,Authorization header,15679.615418654213,3830.840115042311,15679.615418654213,3443.591790091139,0.0,387.2483249511718,439.5554199218749px,#d3d3d3
T003,B003,R01,pending_transcript,cookies vs authorization,17362.65489609826,5613.457287420356,17362.65489609826,5558.247954087021,0.0,55.20933333333504,62.666666666668604px,#d3d3d3
T004,B004,R01,pending_transcript,basic scheme,16274.877186137324,5566.134600734152,16274.877186137324,5509.358997381287,0.0,56.77560335286503,64.44449869791717px,#d3d3d3
T005,B004,R01,pending_transcript,bearer scheme,16274.877186137324,5646.690224106548,16274.877186137324,5509.358997381287,0.0,137.3312267252615,64.44449869791717px,#d3d3d3
T006,B005,R01,pending_transcript,Referer header,13761.574663996731,4328.228709955587,13761.574663996731,4186.636136469258,0.0,141.59257348632812,160.71801757812497px,#d3d3d3
T007,B006,R01,pending_transcript,expect header,11194.996098100615,3846.0261164385142,11194.996098100615,3601.303774723021,0.0,244.72234171549312,277.77791341145644px,#d3d3d3
T008,B007,R01,pending_transcript,cant do in browser,9533.294850417968,4125.23134920035,9533.294850417968,3997.975817543449,0.0,127.25553165690187,144.44441731770928px,#d3d3d3
T009,B008,R01,pending_transcript,expires and pragma headers ,4417.209375287417,4392.165820847258,4417.209375287417,4272.090589320283,0.0,120.07523152697514,136.29424690916588px,#d3d3d3
T010,B008,R01,pending_transcript,(safelisted response headers in cross orig req),4417.209375287417,4562.533629483715,4417.209375287417,4272.090589320283,0.0,290.4430401634325,136.29424690916588px,#d3d3d3
T011,B009,R01,pending_transcript,may need to diff by response ,11321.899856645507,473.99340502929704,11321.899856645507,10.0,0.0,463.99340502929704,526.6667480468752px,#d3d3d3
T012,B009,R01,pending_transcript,and request headers,11321.899856645507,1132.326840087891,11321.899856645507,10.0,0.0,1122.326840087891,526.6667480468752px,#d3d3d3
T013,B009,R01,pending_transcript,may need to ask for all possible attrs,11321.899856645507,1790.660275146485,11321.899856645507,10.0,0.0,1780.660275146485,526.6667480468752px,#d3d3d3
T014,B009,R01,pending_transcript,that header may have,11321.899856645507,2448.993710205079,11321.899856645507,10.0,0.0,2438.993710205079,526.6667480468752px,#d3d3d3
T015,B010,R01,pending_transcript,realm,20724.02905556766,5634.428487734866,20724.02905556766,5248.604025066188,0.0,385.82446266867845,437.9392311789767px,#d3d3d3
T016,B011,R04,pending_transcript,not everyday app code,13776.229068980098,18045.084875268418,13776.229068980098,17986.064141695628,0.0,59.0207335727899,66.99288714278082px,#d3d3d3
T017,B012,R04,pending_transcript,"accepts strings,not typed media types",14722.019585322969,19340.726530214288,14722.019585322969,19323.10653021429,0.0,17.619999999999997,20px,#d3d3d3
T018,B013,R03,pending_transcript,httpconent headers and,9861.190402516117,8312.996121904833,9861.190402516117,8226.462391924364,0.0,86.53372998046888,98.22216796875014px,#d3d3d3
T019,B013,R03,pending_transcript,abstreactions,9861.190402516117,8435.77383186577,9861.190402516117,8226.462391924364,0.0,209.31143994140655,98.22216796875014px,#d3d3d3
T020,B014,R03,pending_transcript,asp.net core headers and,13087.748663502638,8246.796966875536,13087.748663502638,8124.240101885302,0.0,122.55686499023437,139.111083984375px,#d3d3d3
T021,B014,R03,pending_transcript,abst,13087.748663502638,8420.685821856005,13087.748663502638,8124.240101885302,0.0,296.4457199707031,139.111083984375px,#d3d3d3
T022,B015,R03,pending_transcript,accept,9751.918235846773,9995.184831986662,9751.918235846773,9893.99570449294,0.0,101.18912749372232,114.85712541852703px,#d3d3d3
T023,B016,R03,pending_transcript,accept,13885.251976081148,10661.85160037859,13885.251976081148,10560.662472884867,0.0,101.18912749372232,114.85712541852703px,#d3d3d3
T024,B017,R03,pending_transcript,add,7353.285689397453,9166.979695956514,7353.285689397453,9065.790568462791,0.0,101.18912749372232,114.85712541852703px,#d3d3d3
T025,B018,R03,pending_transcript,add,7361.490786302502,9771.0822678841,7361.490786302502,9669.893140390377,0.0,101.18912749372232,114.85712541852703px,#d3d3d3
T026,B019,R03,pending_transcript,tryaddwithoutval,7364.567709379424,10255.184816336623,7364.567709379424,10153.9956888429,0.0,101.18912749372232,114.85712541852703px,#d3d3d3
T027,B020,R03,pending_transcript,trygetval,7308.157421669086,10893.133565585424,7308.157421669086,10791.944438091701,0.0,101.18912749372232,114.85712541852703px,#d3d3d3
T028,B021,R03,pending_transcript,contains,7335.849729361395,11455.184839811685,7335.849729361395,11353.995712317963,0.0,101.18912749372232,114.85712541852703px,#d3d3d3
T029,B022,R03,pending_transcript,remove,7297.754549394876,11958.16888347798,7297.754549394876,11856.979755984257,0.0,101.18912749372232,114.85712541852703px,#d3d3d3
T030,B023,R03,pending_transcript,indexer,13831.037320649904,9266.451642402677,13831.037320649904,9165.262514908954,0.0,101.18912749372232,114.85712541852703px,#d3d3d3
