source_id,image_use_id,fileId_short,stage0_group,stage1_region,status,theme,transcript,notes
S-002,IU-002,e64cf87310,EFC-R01-repository-reads-tracking-identity-map,EFC-R01,verified-visible-semantic-transcript,Make reads no-tracking by default.,"Make reads no-tracking by default.

Idea:
- Tracking a big CQRS/query model can cost more than it gives.
- Use AsNoTracking for read-only queries.
- If the same entity can appear multiple times and reference equality matters, use AsNoTrackingWithIdentityResolution instead of full tracking.",Stage1 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-005,IU-005,af19e8920a,EFC-R01-repository-reads-tracking-identity-map,EFC-R01,verified-visible-semantic-transcript,Identity map reason.,"Identity map reason.

Within one DbContext, EF Core keeps one tracked object instance per primary key.
If EF sees the same row again, it returns the already tracked object instead of creating another instance.

But this matters only for tracking queries, not normal no-tracking reads.",Stage1 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-009,IU-009,1256f47477,EFC-R01-repository-reads-tracking-identity-map,EFC-R01,verified-visible-semantic-transcript,"If you need identity resolution, consider AsNoTrackingWithIdentityResolution.","If you need identity resolution, consider AsNoTrackingWithIdentityResolution.

It gives a no-tracking result but prevents duplicate instances of the same entity within the result graph. Good when you need reference consistency in a read result but do not want tracked state.",Stage1 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-012,IU-012,27e0fafb7d,EFC-R01-repository-reads-tracking-identity-map,EFC-R01,verified-visible-semantic-transcript,When does an entity become tracked?,"When does an entity become tracked?

Usually when:
- the query is a tracking query;
- the entity is returned by the DbContext;
- or it is explicitly attached/added/updated.

No-tracking queries do not add returned entities to the change tracker.",Stage1 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-016,IU-016,5f5db5c14f,EFC-R01-repository-reads-tracking-identity-map,EFC-R01,verified-visible-semantic-transcript,Project only what you need.,"Project only what you need.

Projection avoids materializing entire aggregates or graphs when a query only needs a DTO/read model. The note contrasts selecting only needed fields with loading full tracked objects.",Stage1 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-018,IU-018,31d62e0a78,EFC-R01-repository-reads-tracking-identity-map,EFC-R01,verified-visible-semantic-transcript,Load data only when needed.,"Load data only when needed.

The visible code contrasts querying/including related data versus calling Load. It warns that change tracking can observe and keep relationships, so understand when a collection/reference is loaded.",Stage1 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-023,IU-023,07d0c9bb3c,EFC-R01-repository-reads-tracking-identity-map,EFC-R01,verified-visible-semantic-transcript,Find skips query if entity is already loaded/tracked.,"Find skips query if entity is already loaded/tracked.

Find checks the identity map first. If the entity is already tracked, it returns the tracked instance without a new database query. If not tracked, it queries by key and then tracks the entity.",Stage1 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-024,IU-024,a67f713ace,EFC-R01-repository-reads-tracking-identity-map,EFC-R01,verified-visible-semantic-transcript,Avoid big Include graphs.,"Avoid big Include graphs.

Includes can duplicate rows and explode result size when collections are involved. Multiple collection includes can produce large SQL/results. Prefer projections, split queries, or explicit loads when appropriate.",Stage1 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-029,IU-029,f5a69d20bc,EFC-R01-repository-reads-tracking-identity-map,EFC-R01,verified-visible-semantic-transcript,"If entity appears twice in a tracked query, EF returns the same tracked instance.","If entity appears twice in a tracked query, EF returns the same tracked instance.

Example pattern:
- tracking query + include/cross reference;
- same primary key appears more than once;
- identity map returns the same object reference.

This can be useful for aggregate graph consistency.",Stage1 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-031,IU-031,0e5b2c9aff,EFC-R01-repository-reads-tracking-identity-map,EFC-R01,verified-visible-semantic-transcript,Find is useful but not a general query replacement.,"Find is useful but not a general query replacement.

Find:
- checks identity map first;
- queries by primary key if not tracked;
- returns tracked entity.

Use it when you need by-key lookup and identity-map behavior. Do not use it as a general query/filter mechanism.",Stage1 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
