source_id,image_use_id,fileId,fileId_short,image_file,x,y,width,height,nearest_labels_for_search_only,coverage_status,current_region_decision,decision_is_final,must_recheck_before_region_close,decision_basis,review_notes,stage0_group_key
S-001,IU-001,e9e67fd8604d84a63d209240bd2c727b2e59a532,e9e67fd860,S-001__e9e67fd860.png,289.959,697.017,998.0,478.0,read normally | there is normal content and you apply headersread and | you dont use this content to readasstream | get compression | you can use this content to avoid buffering and | without buffering bytees to memorystream | into network stream directly | allow compression | custom httpcontent to | setstream(respoinsebodystream) | special httpcontent type | there is optoin set,processed-in-httpcontent-r01-v001,HTTPCONTENT-R01,yes-for-httpcontent-r01-stage1,no-for-stage1-semantic-transcript,Included in HttpContent Custom ReadAsStream Buffering Compression Stage1 HTTPCONTENT-R01 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,HTTPCONTENT-R01-httpcontent-basics-readasstream-buffering
S-002,IU-002,d440e19027cb73d57b410606745ea692620cb194,d440e19027,S-002__d440e19027.png,1990.171,737.788,890.0,244.0,"setstream(respoinsebodystream) | special httpcontent type | there is optoin set | we dont buffer when | how exactly | read normally | there is normal content and you apply headersread and | you dont use this content to readasstream | get compression | you can use this content to avoid buffering and | !!! | and how, loadinbuffer, overriding methods,custom httpcontent",processed-in-httpcontent-r01-v001,HTTPCONTENT-R01,yes-for-httpcontent-r01-stage1,no-for-stage1-semantic-transcript,Included in HttpContent Custom ReadAsStream Buffering Compression Stage1 HTTPCONTENT-R01 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,HTTPCONTENT-R01-httpcontent-basics-readasstream-buffering
S-003,IU-003,8efef490bbb6b4adc8e0972bae567fd84645e99a,8efef490bb,S-003__8efef490bb.png,4056.49,782.212,922.0,166.0,"and how, loadinbuffer, overriding methods,custom httpcontent | when httpcontent.Readasstreamasync buffers | setstream(respoinsebodystream) | special httpcontent type | there is optoin set | we dont buffer when | how exactly | read normally | there is normal content and you apply headersread and | you dont use this content to readasstream | !!! | get compression",processed-in-httpcontent-r01-v001,HTTPCONTENT-R01,yes-for-httpcontent-r01-stage1,no-for-stage1-semantic-transcript,Included in HttpContent Custom ReadAsStream Buffering Compression Stage1 HTTPCONTENT-R01 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,HTTPCONTENT-R01-httpcontent-basics-readasstream-buffering
S-004,IU-004,249ebc1d21c35f1fbe8840c20cef13fb6c0dcf37,249ebc1d21,S-004__249ebc1d21.png,4047.824,972.712,966.0,265.0,"and how, loadinbuffer, overriding methods,custom httpcontent | when httpcontent.Readasstreamasync buffers | setstream(respoinsebodystream) | special httpcontent type | there is optoin set | we dont buffer when | how exactly | !!! | read normally | there is normal content and you apply headersread and | you dont use this content to readasstream | get compression",processed-in-httpcontent-r01-v001,HTTPCONTENT-R01,yes-for-httpcontent-r01-stage1,no-for-stage1-semantic-transcript,Included in HttpContent Custom ReadAsStream Buffering Compression Stage1 HTTPCONTENT-R01 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,HTTPCONTENT-R01-httpcontent-basics-readasstream-buffering
S-005,IU-005,e9f1a546bd09e71816f8befcd3fac4923685ca58,e9f1a546bd,S-005__e9f1a546bd.png,1983.43,976.64,942.0,270.0,"setstream(respoinsebodystream) | special httpcontent type | there is optoin set | we dont buffer when | how exactly | !!! | read normally | there is normal content and you apply headersread and | you dont use this content to readasstream | get compression | you can use this content to avoid buffering and | and how, loadinbuffer, overriding methods,custom httpcontent",processed-in-httpcontent-r01-v001,HTTPCONTENT-R01,yes-for-httpcontent-r01-stage1,no-for-stage1-semantic-transcript,Included in HttpContent Custom ReadAsStream Buffering Compression Stage1 HTTPCONTENT-R01 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,HTTPCONTENT-R01-httpcontent-basics-readasstream-buffering
S-006,IU-006,67fba478a1e65324db1f7b0bec1a7747d09dc652,67fba478a1,S-006__67fba478a1.png,302.84,1193.548,917.0,377.0,read normally | there is normal content and you apply headersread and | you dont use this content to readasstream | get compression | you can use this content to avoid buffering and | without buffering bytees to memorystream | into network stream directly | allow compression | !!! | custom httpcontent to | setstream(respoinsebodystream) | special httpcontent type,processed-in-httpcontent-r01-v001,HTTPCONTENT-R01,yes-for-httpcontent-r01-stage1,no-for-stage1-semantic-transcript,Included in HttpContent Custom ReadAsStream Buffering Compression Stage1 HTTPCONTENT-R01 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,HTTPCONTENT-R01-httpcontent-basics-readasstream-buffering
S-007,IU-007,a569e9a60134ce881bfb196baf7429cd6406675d,a569e9a601,S-007__a569e9a601.png,1960.875,1257.436,916.0,221.0,"!!! | setstream(respoinsebodystream) | special httpcontent type | there is optoin set | we dont buffer when | how exactly | read normally | there is normal content and you apply headersread and | you dont use this content to readasstream | get compression | you can use this content to avoid buffering and | and how, loadinbuffer, overriding methods,custom httpcontent",processed-in-httpcontent-r01-v001,HTTPCONTENT-R01,yes-for-httpcontent-r01-stage1,no-for-stage1-semantic-transcript,Included in HttpContent Custom ReadAsStream Buffering Compression Stage1 HTTPCONTENT-R01 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,HTTPCONTENT-R01-httpcontent-basics-readasstream-buffering
S-008,IU-008,c6780c5f5f9a1be0f2fc0d80351ade1106ca8ec6,c6780c5f5f,S-008__c6780c5f5f.png,4110.328,1306.983,648.0,482.0,"and how, loadinbuffer, overriding methods,custom httpcontent | when httpcontent.Readasstreamasync buffers | !!! | setstream(respoinsebodystream) | special httpcontent type | there is optoin set | we dont buffer when | how exactly | read normally | there is normal content and you apply headersread and | you dont use this content to readasstream | get compression",processed-in-httpcontent-r01-v001,HTTPCONTENT-R01,yes-for-httpcontent-r01-stage1,no-for-stage1-semantic-transcript,Included in HttpContent Custom ReadAsStream Buffering Compression Stage1 HTTPCONTENT-R01 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,HTTPCONTENT-R01-httpcontent-basics-readasstream-buffering
S-009,IU-009,96bcfc6d4fc9676d19f7d70143db0ca4a2e2aa61,96bcfc6d4f,S-009__96bcfc6d4f.png,1932.689,1538.177,922.0,181.0,"!!! | setstream(respoinsebodystream) | special httpcontent type | there is optoin set | we dont buffer when | how exactly | read normally | there is normal content and you apply headersread and | you dont use this content to readasstream | get compression | you can use this content to avoid buffering and | and how, loadinbuffer, overriding methods,custom httpcontent",processed-in-httpcontent-r01-v001,HTTPCONTENT-R01,yes-for-httpcontent-r01-stage1,no-for-stage1-semantic-transcript,Included in HttpContent Custom ReadAsStream Buffering Compression Stage1 HTTPCONTENT-R01 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,HTTPCONTENT-R01-httpcontent-basics-readasstream-buffering
S-010,IU-010,a23510d627b9556f503435e775daad4f9a1446c5,a23510d627,S-010__a23510d627.png,315.007,1615.62,866.0,390.0,!!! | read normally | there is normal content and you apply headersread and | you dont use this content to readasstream | get compression | you can use this content to avoid buffering and | without buffering bytees to memorystream | into network stream directly | allow compression | custom httpcontent to | setstream(respoinsebodystream) | special httpcontent type,processed-in-httpcontent-r02-v001,HTTPCONTENT-R02,yes-for-httpcontent-r02-stage1,no-for-stage1-semantic-transcript,Included in HttpContent Custom ReadAsStream Buffering Compression Stage1 HTTPCONTENT-R02 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,HTTPCONTENT-R02-custom-httpcontent-serialize-stream
S-011,IU-011,6a1bc8d4bf5788949775f3c96535222e711700eb,6a1bc8d4bf,S-011__6a1bc8d4bf.png,4103.141,1800.216,856.0,482.0,"and how, loadinbuffer, overriding methods,custom httpcontent | when httpcontent.Readasstreamasync buffers | !!! | setstream(respoinsebodystream) | special httpcontent type | there is optoin set | we dont buffer when | how exactly | read normally | there is normal content and you apply headersread and | you dont use this content to readasstream | get compression",processed-in-httpcontent-r02-v001,HTTPCONTENT-R02,yes-for-httpcontent-r02-stage1,no-for-stage1-semantic-transcript,Included in HttpContent Custom ReadAsStream Buffering Compression Stage1 HTTPCONTENT-R02 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,HTTPCONTENT-R02-custom-httpcontent-serialize-stream
S-012,IU-012,d295b526ff3f4bf55e695f21392b7c197492856e,d295b526ff,S-012__d295b526ff.png,1942.115,1810.047,915.0,298.0,"!!! | setstream(respoinsebodystream) | special httpcontent type | there is optoin set | we dont buffer when | how exactly | read normally | there is normal content and you apply headersread and | you dont use this content to readasstream | get compression | you can use this content to avoid buffering and | and how, loadinbuffer, overriding methods,custom httpcontent",processed-in-httpcontent-r02-v001,HTTPCONTENT-R02,yes-for-httpcontent-r02-stage1,no-for-stage1-semantic-transcript,Included in HttpContent Custom ReadAsStream Buffering Compression Stage1 HTTPCONTENT-R02 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,HTTPCONTENT-R02-custom-httpcontent-serialize-stream
S-013,IU-013,9f100e4b5e079ed5e88d0c42c1067e0d9c83d3af,9f100e4b5e,S-013__9f100e4b5e.png,279.745,2003.215,991.0,217.0,!!! | read normally | there is normal content and you apply headersread and | you dont use this content to readasstream | get compression | you can use this content to avoid buffering and | without buffering bytees to memorystream | into network stream directly | allow compression | custom httpcontent to | setstream(respoinsebodystream) | special httpcontent type,processed-in-httpcontent-r02-v001,HTTPCONTENT-R02,yes-for-httpcontent-r02-stage1,no-for-stage1-semantic-transcript,Included in HttpContent Custom ReadAsStream Buffering Compression Stage1 HTTPCONTENT-R02 transcript; source-level semantic transcript exists; exact code punctuation remains in preserved PNG.,Stage1 semantic transcript complete for this source. Use PNG for exact code punctuation.,HTTPCONTENT-R02-custom-httpcontent-serialize-stream
