region_source_id,source_id,image_use_id,fileId_short,region,x,y,width,height,status,readability,confidence,topic,summary,nearest_labels,notes
R02R03-S001,S-094,IU-094,9b8716a2a7,R02,1880.767446425992,9360.3148887379,955.0,379.0,processed-in-r02r03-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Authorization filters and early request checks,Shows authorization-filter examples and where authorization filters sit before most MVC/action execution; useful for request gating but not for post-action result shaping.,using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | using System.T | returning cached result before model binding | can pass shit to attr with filt fact | using Microsoft.AspNetCore.Mvc.Filters; | | public class SimpleCacheResourceFilter : IReso | more intuitivee | alwats run result filter,Verified from contact sheet/source image. Preserved PNG remains source of truth for exact code punctuation.
R02R03-S002,S-095,IU-095,71e898ccbf,R02,1999.9409207120448,9800.325279973253,730.0,482.0,processed-in-r02r03-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Authorization filters and early request checks,Shows authorization-filter examples and where authorization filters sit before most MVC/action execution; useful for request gating but not for post-action result shaping.,using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | using System.T | returning cached result before model binding | using Microsoft.AspNetCore.Mvc.Filters; | | public class SimpleCacheResourceFilter : IReso | more intuitivee | can pass shit to attr with filt fact | resource filter after | action can cache | validated models,Verified from contact sheet/source image. Preserved PNG remains source of truth for exact code punctuation.
R02R03-S003,S-096,IU-096,ef0c26051c,R02,1874.6007288966948,10358.3148887379,1014.0,393.0,processed-in-r02r03-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Resource filters and cached result before model binding,"Shows resource filters that can short-circuit before model binding/action execution, often for caching or cross-cutting work around model binding and action invocation.",returning cached result before model binding | more intuitivee | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | using System.T | using Microsoft.AspNetCore.Mvc.Filters; | | public class SimpleCacheResourceFilter : IReso | can pass shit to attr with filt fact | resource filter after | action can cache | validated models,Verified from contact sheet/source image. Preserved PNG remains source of truth for exact code punctuation.
R02R03-S004,S-097,IU-097,780d014f11,R02,7743.257661315954,10676.703022007352,805.0,127.0,processed-in-r02r03-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Always-run result filters and short-circuit behavior,"Explains result filters that still run around result execution, including cases where previous stages short-circuit or where an always-run result filter is needed.",filter will run even if previous stages short circuited | always run result filter | alwats run result filter | filter instead of | statuscodepages? | using Microsoft.AspNetCore.Mvc.Filters; | | public class SimpleCacheResourceFilter : IReso | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | using System.T,Verified from contact sheet/source image. Preserved PNG remains source of truth for exact code punctuation.
R02R03-S005,S-098,IU-098,ea3ad239c0,R02,2027.6990606718264,10788.716222449217,674.0,482.0,processed-in-r02r03-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Resource filters and cached result before model binding,"Shows resource filters that can short-circuit before model binding/action execution, often for caching or cross-cutting work around model binding and action invocation.",returning cached result before model binding | more intuitivee | using Microsoft.AspNetCore.Mvc.Filters; | | public class SimpleCacheResourceFilter : IReso | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | using System.T | resource filter after | action can cache | validated models | can pass shit to attr with filt fact,Verified from contact sheet/source image. Preserved PNG remains source of truth for exact code punctuation.
R02R03-S006,S-099,IU-099,3a8afcfb89,R02,7669.415972484552,10802.380156203311,1002.0,482.0,processed-in-r02r03-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Always-run result filters and short-circuit behavior,"Explains result filters that still run around result execution, including cases where previous stages short-circuit or where an always-run result filter is needed.",filter will run even if previous stages short circuited | always run result filter | alwats run result filter | using Microsoft.AspNetCore.Mvc.Filters; | | public class SimpleCacheResourceFilter : IReso | filter instead of | statuscodepages? | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | using System.T,Verified from contact sheet/source image. Preserved PNG remains source of truth for exact code punctuation.
R02R03-S007,S-100,IU-100,36da6d9b48,R02,6514.6180961857535,10943.675205234884,970.0,155.0,processed-in-r02r03-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Always-run result filters and short-circuit behavior,"Explains result filters that still run around result execution, including cases where previous stages short-circuit or where an always-run result filter is needed.",alwats run result filter | filter will run even if previous stages short circuited | always run result filter | using Microsoft.AspNetCore.Mvc.Filters; | | public class SimpleCacheResourceFilter : IReso | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | using System.T | returning cached result before model binding,Verified from contact sheet/source image. Preserved PNG remains source of truth for exact code punctuation.
R02R03-S008,S-101,IU-101,94b17b02bf,R02,2046.2520828656,11281.357726419032,592.0,231.0,processed-in-r02r03-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Resource filters and cached result before model binding,"Shows resource filters that can short-circuit before model binding/action execution, often for caching or cross-cutting work around model binding and action invocation.",more intuitivee | returning cached result before model binding | using Microsoft.AspNetCore.Mvc.Filters; | | public class SimpleCacheResourceFilter : IReso | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | using System.T | resource filter after | action can cache | validated models | using Microsoft.AspNetCore.Mvc.Filters; | using Microsoft.Extensions.Logging; | using Syst,Verified from contact sheet/source image. Preserved PNG remains source of truth for exact code punctuation.
R02R03-S009,S-102,IU-102,5dcd0f4024,R02,7671.313284688347,11344.369739536647,900.0,365.0,processed-in-r02r03-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Always-run result filters and short-circuit behavior,"Explains result filters that still run around result execution, including cases where previous stages short-circuit or where an always-run result filter is needed.",alwats run result filter | filter will run even if previous stages short circuited | always run result filter | using Microsoft.AspNetCore.Mvc.Filters; | | public class SimpleCacheResourceFilter : IReso | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | using System.T | filter instead of | statuscodepages?,Verified from contact sheet/source image. Preserved PNG remains source of truth for exact code punctuation.
R02R03-S010,S-103,IU-103,2c73a1e1f8,R02,2081.182975540185,11519.750449794652,417.0,172.0,processed-in-r02r03-final-v001,medium-high,high for boundary; medium-high for exact code punctuation,Resource filters and cached result before model binding,"Shows resource filters that can short-circuit before model binding/action execution, often for caching or cross-cutting work around model binding and action invocation.",more intuitivee | returning cached result before model binding | using Microsoft.AspNetCore.Mvc.Filters; | | public class SimpleCacheResourceFilter : IReso | resource filter after | action can cache | validated models | using Microsoft.AspNetCore.Mvc; | using Microsoft.AspNetCore.Mvc.Filters; | using System.T | using Microsoft.AspNetCore.Mvc.Filters; | using Microsoft.Extensions.Logging; | using Syst,Verified from contact sheet/source image. Preserved PNG remains source of truth for exact code punctuation.
