image_use_id,region,semantic_topic,semantic_review_status,sha256_12,symbol_id,x,y,display_width,display_height,source_width,source_height,asset_path
S-001,R01,"Redux action objects, type, payload, error and meta fields; classic Redux and RTK action equivalence",processed,d3e36ade4004,image-c6e00d36ab8774f4b98f745f3ef1d61303a8c30c,4953.622271551947,282.3984125802599,978.0,432.0,999,441,source/images/d3e36ade4004.png
S-002,R01,"Redux action objects, type, payload, error and meta fields; classic Redux and RTK action equivalence",processed,0f67e9874535,image-8f5576a0b725c0712d89f24a96e98f83a4c76b26,6865.650891704236,449.87024022815785,945.0,473.0,1013,507,source/images/0f67e9874535.png
S-003,R01,"Redux action objects, type, payload, error and meta fields; classic Redux and RTK action equivalence",processed,b8c9e5cdf635,image-79cb43e244324d10f92a19a4e7f8a62b5ea9774a,4988.911704814502,715.9202512284901,967.0,198.0,967,198,source/images/b8c9e5cdf635.png
S-004,R01,"Redux action objects, type, payload, error and meta fields; classic Redux and RTK action equivalence",processed,7c318d35b05d,image-afe027d94da5b8dd33a7cc2f5de27f3da6c949cc,4985.441475574382,928.0787078732028,976.0,337.0,976,337,source/images/7c318d35b05d.png
S-005,R01,"Redux action objects, type, payload, error and meta fields; classic Redux and RTK action equivalence",processed,e289272ab5c6,image-0299b80c363f7e259016b24f9de73faf9cc81aa1,6939.021811350693,957.9185392527088,816.0,473.0,967,560,source/images/e289272ab5c6.png
S-006,R01,"Redux action objects, type, payload, error and meta fields; classic Redux and RTK action equivalence",processed,2536adacc44b,image-e45737789749b411ed300497f11148c3b226209f,4958.855694377511,1274.5563744137253,1059.0,348.0,1059,348,source/images/2536adacc44b.png
S-007,R01,"Redux action objects, type, payload, error and meta fields; classic Redux and RTK action equivalence",processed,bbb6ce934bb5,image-0b9d5afd2d1b4ac233051bda5db86908461e8603,6993.731678054574,1468.6896307807274,685.0,473.0,971,670,source/images/bbb6ce934bb5.png
S-008,R01,"Redux action objects, type, payload, error and meta fields; classic Redux and RTK action equivalence",processed,6c8b42890232,image-088e38d888cc90455f4bb5f58063e8bdab171090,5009.840397924203,1615.586203960811,955.0,445.0,955,445,source/images/6c8b42890232.png
S-009,R03,"createAsyncThunk lifecycle, pending/fulfilled/rejected actions, payload/error/meta and UI request state",processed,c15815e4fb5e,image-e3cf211d9f920783b4e8b9aca031bdbcb16b99f6,111.05897108577119,1738.4768867906168,905.0,373.0,905,373,source/images/c15815e4fb5e.png
S-010,R04,"extraReducers builder.addCase, reactions to external slice actions and thunk lifecycle actions",processed,3c713ecd4dc3,image-3d6d87c0878239adf997e5e64b91068853e65756,5037.0134041790625,2018.8603142968714,968.0,238.0,968,238,source/images/3c713ecd4dc3.png
S-011,R03,"createAsyncThunk lifecycle, pending/fulfilled/rejected actions, payload/error/meta and UI request state",processed,dfc8dca0c1cf,image-5b55e943ec879a79c4b6bce8d4dae424a8624b08,134.39473144875592,2134.043170565572,987.0,476.0,995,480,source/images/dfc8dca0c1cf.png
S-012,R04,"extraReducers builder.addCase, reactions to external slice actions and thunk lifecycle actions",processed,bc9bb43e6158,image-367a2905aaa6afbeecccdff3c7a72c4510590d51,5036.107689822162,2303.087329466616,768.0,482.0,994,624,source/images/bc9bb43e6158.png
