source_id,source_num,fileId,fileId_short,x,y,width,height,rotation,opacity,initial_subregion,combined_pass,initial_meaning,nearest_labels_for_search_only,coverage_status,decision_is_final,review_notes,current_region_decision,must_recheck_before_region_close
S-001,1,33c5116ca98cb335898a0e858adda4f0daf1330e,33c5116ca9,2297.86,6383.639,752.0,482.0,0.0,1,R03-stored-proc-output-params-control-flow-rowversion,P02-R03R04-procedural-dml-output-and-error-handling,"Stored procedures, BEGIN/END, IF, DECLARE, SET/SELECT assignment, output params, rowversion return patterns.",L-002: if | L-001: begin end | L-005: set to assign value to output param | L-004: Set of update | L-003: stored proc usecase,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-002,2,e83bc7d2e4fd4cd762e8eae91832458319302a0a,e83bc7d2e4,2248.339,6940.462,969.0,462.0,0.0,1,R03-stored-proc-output-params-control-flow-rowversion,P02-R03R04-procedural-dml-output-and-error-handling,"Stored procedures, BEGIN/END, IF, DECLARE, SET/SELECT assignment, output params, rowversion return patterns.",L-002: if | L-001: begin end | L-005: set to assign value to output param | L-004: Set of update | L-003: stored proc usecase,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-003,3,a8311a976ef7fab20d42f719803e40dd23c8bb0e,a8311a976e,2240.625,7402.986,973.0,356.0,0.0,1,R03-stored-proc-output-params-control-flow-rowversion,P02-R03R04-procedural-dml-output-and-error-handling,"Stored procedures, BEGIN/END, IF, DECLARE, SET/SELECT assignment, output params, rowversion return patterns.",L-002: if | L-001: begin end | L-005: set to assign value to output param | L-004: Set of update | L-003: stored proc usecase,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-004,4,cab769cd0db5874ae65b810a3d5e77ea91183a37,cab769cd0d,2201.553,7758.748,994.0,334.0,0.0,1,R03-stored-proc-output-params-control-flow-rowversion,P02-R03R04-procedural-dml-output-and-error-handling,"Stored procedures, BEGIN/END, IF, DECLARE, SET/SELECT assignment, output params, rowversion return patterns.",L-002: if | L-001: begin end | L-005: set to assign value to output param | L-004: Set of update | L-003: stored proc usecase,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-005,5,4d50569f7fbcc1c037c04f68930759e2bf1372a8,4d50569f7f,2235.453,8120.782,831.0,482.0,0.0,1,R03-stored-proc-output-params-control-flow-rowversion,P02-R03R04-procedural-dml-output-and-error-handling,"Stored procedures, BEGIN/END, IF, DECLARE, SET/SELECT assignment, output params, rowversion return patterns.",L-002: if | L-001: begin end | L-005: set to assign value to output param | L-004: Set of update | L-003: stored proc usecase,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-006,6,c62ec711d51638cbe1acb7c41423d9e1caf66eaa,c62ec711d5,3874.496,6449.551,957.0,480.0,0.0,1,R03-stored-proc-output-params-control-flow-rowversion,P02-R03R04-procedural-dml-output-and-error-handling,"Stored procedures, BEGIN/END, IF, DECLARE, SET/SELECT assignment, output params, rowversion return patterns.",L-005: set to assign value to output param | L-004: Set of update | L-003: stored proc usecase | L-063: Select outputparamrowversion = temptablerowwithonecolumn from temptable | L-002: if,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-007,7,3cdf51de84015f844cea6cae6367dadf2ba7c406,3cdf51de84,3890.441,7061.106,934.0,448.0,0.0,1,R03-stored-proc-output-params-control-flow-rowversion,P02-R03R04-procedural-dml-output-and-error-handling,"Stored procedures, BEGIN/END, IF, DECLARE, SET/SELECT assignment, output params, rowversion return patterns.",L-005: set to assign value to output param | L-004: Set of update | L-003: stored proc usecase | L-007: why not assign from output directly? | L-002: if,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-008,8,930d56071d7e9226dc302b90c2aecc752438bd69,930d56071d,8839.562,6090.175,992.0,340.0,0.0,1,R03-stored-proc-output-params-control-flow-rowversion,P02-R03R04-procedural-dml-output-and-error-handling,"Stored procedures, BEGIN/END, IF, DECLARE, SET/SELECT assignment, output params, rowversion return patterns.",L-008: declare | L-009: why select | L-173: security | L-172: sec hierarchy | L-171: sql server,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-009,9,e00dbe966a0f9b3ee01a39c0fa2821c353095778,e00dbe966a,8840.667,6445.273,708.0,281.0,0.0,1,R03-stored-proc-output-params-control-flow-rowversion,P02-R03R04-procedural-dml-output-and-error-handling,"Stored procedures, BEGIN/END, IF, DECLARE, SET/SELECT assignment, output params, rowversion return patterns.",L-008: declare | L-009: why select | L-006: why not set ? | L-173: security | L-007: why not assign from output directly?,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-010,10,60d89fc9efc0efe7badeff24f906cc390174f390,60d89fc9ef,8856.623,6688.72,970.0,372.0,0.0,1,R03-stored-proc-output-params-control-flow-rowversion,P02-R03R04-procedural-dml-output-and-error-handling,"Stored procedures, BEGIN/END, IF, DECLARE, SET/SELECT assignment, output params, rowversion return patterns.",L-008: declare | L-009: why select | L-173: security | L-006: why not set ? | L-172: sec hierarchy,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-011,11,e423575bdddfe745c38e5c6a232518e0c7d15c0d,e423575bdd,8913.569,7297.296,989.0,401.0,0.0,1,R03-stored-proc-output-params-control-flow-rowversion,P02-R03R04-procedural-dml-output-and-error-handling,"Stored procedures, BEGIN/END, IF, DECLARE, SET/SELECT assignment, output params, rowversion return patterns.",L-008: declare | L-009: why select | L-173: security | L-006: why not set ? | L-007: why not assign from output directly?,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-012,12,a0bbe4d53c156733c62bf988511a3c4bfebe5939,a0bbe4d53c,8987.26,7762.003,774.0,430.0,0.0,1,R03-stored-proc-output-params-control-flow-rowversion,P02-R03R04-procedural-dml-output-and-error-handling,"Stored procedures, BEGIN/END, IF, DECLARE, SET/SELECT assignment, output params, rowversion return patterns.",L-008: declare | L-009: why select | L-173: security | L-006: why not set ? | L-007: why not assign from output directly?,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-013,13,6a1dbc9bec208100432bbf112c6783bc9598a7e1,6a1dbc9bec,6517.799,7771.695,955.0,389.0,0.0,1,R03-stored-proc-output-params-control-flow-rowversion,P02-R03R04-procedural-dml-output-and-error-handling,"Stored procedures, BEGIN/END, IF, DECLARE, SET/SELECT assignment, output params, rowversion return patterns.",L-007: why not assign from output directly? | L-006: why not set ? | L-009: why select | L-008: declare | L-063: Select outputparamrowversion = temptablerowwithonecolumn from temptable,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-014,14,caac2c53c0f5dc17916ecf8ddabd910932ca4ea9,caac2c53c0,6503.145,8278.887,905.0,456.0,0.0,1,R03-stored-proc-output-params-control-flow-rowversion,P02-R03R04-procedural-dml-output-and-error-handling,"Stored procedures, BEGIN/END, IF, DECLARE, SET/SELECT assignment, output params, rowversion return patterns.",L-007: why not assign from output directly? | L-006: why not set ? | L-009: why select | L-036: Delete | L-008: declare,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-015,15,23e6a8a452e04d3956ec00d41a3e09f9400b9557,23e6a8a452,10056.788,7327.725,988.0,411.0,0.0,1,R03-stored-proc-output-params-control-flow-rowversion,P02-R03R04-procedural-dml-output-and-error-handling,"Stored procedures, BEGIN/END, IF, DECLARE, SET/SELECT assignment, output params, rowversion return patterns.",L-173: security | L-008: declare | L-172: sec hierarchy | L-009: why select | L-171: sql server,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-016,16,1f9afb3b9b3c19f3aa297302f7aca02ba9f5d332,1f9afb3b9b,10048.364,7785.469,1048.0,223.0,0.0,1,R03-stored-proc-output-params-control-flow-rowversion,P02-R03R04-procedural-dml-output-and-error-handling,"Stored procedures, BEGIN/END, IF, DECLARE, SET/SELECT assignment, output params, rowversion return patterns.",L-173: security | L-008: declare | L-009: why select | L-172: sec hierarchy | L-174: sql server syntax,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-017,17,e37db054d98158fa1db321a4b6dab12648bf9be5,e37db054d9,10067.129,8051.368,812.0,482.0,0.0,1,R03-stored-proc-output-params-control-flow-rowversion,P02-R03R04-procedural-dml-output-and-error-handling,"Stored procedures, BEGIN/END, IF, DECLARE, SET/SELECT assignment, output params, rowversion return patterns.",L-173: security | L-008: declare | L-174: sql server syntax | L-009: why select | L-172: sec hierarchy,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-018,18,2fd4b63ee33f22d7939924132c192563f1ae7272,2fd4b63ee3,10068.401,8606.747,922.0,216.0,0.0,1,R03-stored-proc-output-params-control-flow-rowversion,P02-R03R04-procedural-dml-output-and-error-handling,"Stored procedures, BEGIN/END, IF, DECLARE, SET/SELECT assignment, output params, rowversion return patterns.",L-173: security | L-008: declare | L-174: sql server syntax | L-009: why select | L-172: sec hierarchy,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-019,19,8aafe2fd89d92e4ab39180f59690608b6e7c9185,8aafe2fd89,10036.049,8907.803,963.0,325.0,0.0,1,R03-stored-proc-output-params-control-flow-rowversion,P02-R03R04-procedural-dml-output-and-error-handling,"Stored procedures, BEGIN/END, IF, DECLARE, SET/SELECT assignment, output params, rowversion return patterns.",L-174: sql server syntax | L-173: security | L-008: declare | L-009: why select | L-172: sec hierarchy,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-020,20,f0d7fc5b85560d479b43efec5ecc0e87a7b86df0,f0d7fc5b85,7647.586,7279.84,1046.0,311.0,0.0,1,R03-stored-proc-output-params-control-flow-rowversion,P02-R03R04-procedural-dml-output-and-error-handling,"Stored procedures, BEGIN/END, IF, DECLARE, SET/SELECT assignment, output params, rowversion return patterns.",L-009: why select | L-008: declare | L-006: why not set ? | L-007: why not assign from output directly? | L-063: Select outputparamrowversion = temptablerowwithonecolumn from temptable,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-021,21,630366b8f17a51e26498fe938a2d60e1dabd90d0,630366b8f1,7632.885,7634.892,929.0,401.0,0.0,1,R03-stored-proc-output-params-control-flow-rowversion,P02-R03R04-procedural-dml-output-and-error-handling,"Stored procedures, BEGIN/END, IF, DECLARE, SET/SELECT assignment, output params, rowversion return patterns.",L-009: why select | L-008: declare | L-007: why not assign from output directly? | L-006: why not set ? | L-063: Select outputparamrowversion = temptablerowwithonecolumn from temptable,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-022,22,0435e77f19bdcdcbb7b2f85675d3ef254195ef39,0435e77f19,6497.957,7224.631,944.0,364.0,0.0,1,R03-stored-proc-output-params-control-flow-rowversion,P02-R03R04-procedural-dml-output-and-error-handling,"Stored procedures, BEGIN/END, IF, DECLARE, SET/SELECT assignment, output params, rowversion return patterns.",L-006: why not set ? | L-007: why not assign from output directly? | L-009: why select | L-063: Select outputparamrowversion = temptablerowwithonecolumn from temptable | L-062: INSERTED.RowVersion,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-023,23,9bc2af4b72fba0a8992b5be5dcbddb683a1ab9ab,9bc2af4b72,5440.934,7749.027,1002.0,471.0,0.0,1,R03-stored-proc-output-params-control-flow-rowversion,P02-R03R04-procedural-dml-output-and-error-handling,"Stored procedures, BEGIN/END, IF, DECLARE, SET/SELECT assignment, output params, rowversion return patterns.",L-007: why not assign from output directly? | L-006: why not set ? | L-063: Select outputparamrowversion = temptablerowwithonecolumn from temptable | L-009: why select | L-062: INSERTED.RowVersion,processed-in-r03-v001,yes-for-r03-v001-boundary,R03 processed after local boundary review.,R03,no-for-r03-v001
S-024,24,ed43ce160f8ab2b67d9437fb1dfa62d047857655,ed43ce160f,12030.993,5383.422,755.0,404.0,0.0,1,R02-login-user-roles-permissions,P01-R01R02-server-database-admin-and-security,"SQL Server security hierarchy: login vs user, authentication vs authorization, fixed server/db roles, custom roles, GRANT/permissions.","L-193: login + user - authentication | L-194: users roles authorization | L-172: sec hierarchy | L-171: sql server | L-158: login , user",processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after local boundary review. Checked again during P02 boundary review; not reprocessed.,R02,no-for-r02-v001
S-025,25,a5422974010248378855df738dfbb74d92c5a696,a542297401,13162.323,5294.62,888.0,363.0,0.0,1,R02-login-user-roles-permissions,P01-R01R02-server-database-admin-and-security,"SQL Server security hierarchy: login vs user, authentication vs authorization, fixed server/db roles, custom roles, GRANT/permissions.","L-158: login , user | L-193: login + user - authentication | L-194: users roles authorization | L-160: user | L-159: create login",processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after local boundary review.,R02,no-for-r02-v001
S-026,26,1d591e4995490998d1327cfb8b57c486fa934e2b,1d591e4995,13159.0,5659.152,908.0,335.0,0.0,1,R02-login-user-roles-permissions,P01-R01R02-server-database-admin-and-security,"SQL Server security hierarchy: login vs user, authentication vs authorization, fixed server/db roles, custom roles, GRANT/permissions.","L-194: users roles authorization | L-193: login + user - authentication | L-158: login , user | L-163: common options | L-160: user",processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after local boundary review.,R02,no-for-r02-v001
S-027,27,de486e03874074e0e1fc0a710feb61bf5b93b6f7,de486e0387,13195.122,6044.669,631.0,245.0,0.0,1,R02-login-user-roles-permissions,P01-R01R02-server-database-admin-and-security,"SQL Server security hierarchy: login vs user, authentication vs authorization, fixed server/db roles, custom roles, GRANT/permissions.","L-194: users roles authorization | L-193: login + user - authentication | L-164: windows auth account | L-163: common options | L-158: login , user",processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after local boundary review.,R02,no-for-r02-v001
S-028,28,85c28e3ed2af3e09bafaa2e31fe07a200b68e756,85c28e3ed2,14485.548,5484.569,657.0,588.0,0.0,1,R02-login-user-roles-permissions,P01-R01R02-server-database-admin-and-security,"SQL Server security hierarchy: login vs user, authentication vs authorization, fixed server/db roles, custom roles, GRANT/permissions.",L-160: user | L-163: common options | L-159: create login | L-161: fixed server roles | L-170: adding member),processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after local boundary review.,R02,no-for-r02-v001
S-029,29,ebc9defdd79bbed39be3e194567b1e3d6398ebf5,ebc9defdd7,14412.536,6606.614,914.0,274.0,0.0,1,R02-login-user-roles-permissions,P01-R01R02-server-database-admin-and-security,"SQL Server security hierarchy: login vs user, authentication vs authorization, fixed server/db roles, custom roles, GRANT/permissions.",L-164: windows auth account | L-165: custom roles | L-163: common options | L-166: with granting | L-162: fixed db roles,processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after local boundary review.,R02,no-for-r02-v001
S-030,30,de627a8bc269ac88e7c64bd4398cf4d9c230cc09,de627a8bc2,15710.233,5741.124,620.0,429.0,0.0,1,R02-login-user-roles-permissions,P01-R01R02-server-database-admin-and-security,"SQL Server security hierarchy: login vs user, authentication vs authorization, fixed server/db roles, custom roles, GRANT/permissions.",L-161: fixed server roles | L-162: fixed db roles | L-170: adding member) | L-169: (alter role by | L-168: grant roles,processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after local boundary review.,R02,no-for-r02-v001
S-031,31,a92463623d64215ce7c18c8b329c9f751467562a,a92463623d,15676.632,6462.804,746.0,427.0,0.0,1,R02-login-user-roles-permissions,P01-R01R02-server-database-admin-and-security,"SQL Server security hierarchy: login vs user, authentication vs authorization, fixed server/db roles, custom roles, GRANT/permissions.",L-162: fixed db roles | L-165: custom roles | L-166: with granting | L-167: permissions | L-161: fixed server roles,processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after local boundary review.,R02,no-for-r02-v001
S-032,32,ee03593a4e91b0341df1e413c710fc5e24842474,ee03593a4e,15599.297,7412.05,610.0,515.0,0.0,1,R02-login-user-roles-permissions,P01-R01R02-server-database-admin-and-security,"SQL Server security hierarchy: login vs user, authentication vs authorization, fixed server/db roles, custom roles, GRANT/permissions.",L-167: permissions | L-166: with granting | L-165: custom roles | L-162: fixed db roles | L-164: windows auth account,processed-in-r02-v001,yes-for-r02-v001-boundary,R02 processed after local boundary review.,R02,no-for-r02-v001
