source_id,source_num,fileId,fileId_short,x,y,width,height,rotation,opacity,initial_subregion,combined_pass,initial_meaning,nearest_labels_for_search_only,coverage_status,decision_is_final,review_notes,r02_decision,r02_decision_note
S-024,24,ed43ce160f8ab2b67d9437fb1dfa62d047857655,ed43ce160f,12030.993,5383.422,755.0,404.0,0.0,1,R02-login-user-roles-permissions,P01-R01R02-server-database-admin-and-security,"SQL Server security hierarchy: login vs user, authentication vs authorization, fixed server/db roles, custom roles, GRANT/permissions.","L-193: login + user - authentication | L-194: users roles authorization | L-172: sec hierarchy | L-171: sql server | L-158: login , user",candidate-needs-boundary-review,no,Coordinate/source-order candidate only; must be visually/semantically checked before transcript.,included-in-r02-v001,R02-owned after login/user/role/security boundary review.
S-025,25,a5422974010248378855df738dfbb74d92c5a696,a542297401,13162.323,5294.62,888.0,363.0,0.0,1,R02-login-user-roles-permissions,P01-R01R02-server-database-admin-and-security,"SQL Server security hierarchy: login vs user, authentication vs authorization, fixed server/db roles, custom roles, GRANT/permissions.","L-158: login , user | L-193: login + user - authentication | L-194: users roles authorization | L-160: user | L-159: create login",candidate-needs-boundary-review,no,Coordinate/source-order candidate only; must be visually/semantically checked before transcript.,included-in-r02-v001,R02-owned after login/user/role/security boundary review.
S-026,26,1d591e4995490998d1327cfb8b57c486fa934e2b,1d591e4995,13159.0,5659.152,908.0,335.0,0.0,1,R02-login-user-roles-permissions,P01-R01R02-server-database-admin-and-security,"SQL Server security hierarchy: login vs user, authentication vs authorization, fixed server/db roles, custom roles, GRANT/permissions.","L-194: users roles authorization | L-193: login + user - authentication | L-158: login , user | L-163: common options | L-160: user",candidate-needs-boundary-review,no,Coordinate/source-order candidate only; must be visually/semantically checked before transcript.,included-in-r02-v001,R02-owned after login/user/role/security boundary review.
S-027,27,de486e03874074e0e1fc0a710feb61bf5b93b6f7,de486e0387,13195.122,6044.669,631.0,245.0,0.0,1,R02-login-user-roles-permissions,P01-R01R02-server-database-admin-and-security,"SQL Server security hierarchy: login vs user, authentication vs authorization, fixed server/db roles, custom roles, GRANT/permissions.","L-194: users roles authorization | L-193: login + user - authentication | L-164: windows auth account | L-163: common options | L-158: login , user",candidate-needs-boundary-review,no,Coordinate/source-order candidate only; must be visually/semantically checked before transcript.,included-in-r02-v001,R02-owned after login/user/role/security boundary review.
S-028,28,85c28e3ed2af3e09bafaa2e31fe07a200b68e756,85c28e3ed2,14485.548,5484.569,657.0,588.0,0.0,1,R02-login-user-roles-permissions,P01-R01R02-server-database-admin-and-security,"SQL Server security hierarchy: login vs user, authentication vs authorization, fixed server/db roles, custom roles, GRANT/permissions.",L-160: user | L-163: common options | L-159: create login | L-161: fixed server roles | L-170: adding member),candidate-needs-boundary-review,no,Coordinate/source-order candidate only; must be visually/semantically checked before transcript.,included-in-r02-v001,R02-owned after login/user/role/security boundary review.
S-029,29,ebc9defdd79bbed39be3e194567b1e3d6398ebf5,ebc9defdd7,14412.536,6606.614,914.0,274.0,0.0,1,R02-login-user-roles-permissions,P01-R01R02-server-database-admin-and-security,"SQL Server security hierarchy: login vs user, authentication vs authorization, fixed server/db roles, custom roles, GRANT/permissions.",L-164: windows auth account | L-165: custom roles | L-163: common options | L-166: with granting | L-162: fixed db roles,candidate-needs-boundary-review,no,Coordinate/source-order candidate only; must be visually/semantically checked before transcript.,included-in-r02-v001,R02-owned after login/user/role/security boundary review.
S-030,30,de627a8bc269ac88e7c64bd4398cf4d9c230cc09,de627a8bc2,15710.233,5741.124,620.0,429.0,0.0,1,R02-login-user-roles-permissions,P01-R01R02-server-database-admin-and-security,"SQL Server security hierarchy: login vs user, authentication vs authorization, fixed server/db roles, custom roles, GRANT/permissions.",L-161: fixed server roles | L-162: fixed db roles | L-170: adding member) | L-169: (alter role by | L-168: grant roles,candidate-needs-boundary-review,no,Coordinate/source-order candidate only; must be visually/semantically checked before transcript.,included-in-r02-v001,R02-owned after login/user/role/security boundary review.
S-031,31,a92463623d64215ce7c18c8b329c9f751467562a,a92463623d,15676.632,6462.804,746.0,427.0,0.0,1,R02-login-user-roles-permissions,P01-R01R02-server-database-admin-and-security,"SQL Server security hierarchy: login vs user, authentication vs authorization, fixed server/db roles, custom roles, GRANT/permissions.",L-162: fixed db roles | L-165: custom roles | L-166: with granting | L-167: permissions | L-161: fixed server roles,candidate-needs-boundary-review,no,Coordinate/source-order candidate only; must be visually/semantically checked before transcript.,included-in-r02-v001,R02-owned after login/user/role/security boundary review.
S-032,32,ee03593a4e91b0341df1e413c710fc5e24842474,ee03593a4e,15599.297,7412.05,610.0,515.0,0.0,1,R02-login-user-roles-permissions,P01-R01R02-server-database-admin-and-security,"SQL Server security hierarchy: login vs user, authentication vs authorization, fixed server/db roles, custom roles, GRANT/permissions.",L-167: permissions | L-166: with granting | L-165: custom roles | L-162: fixed db roles | L-164: windows auth account,candidate-needs-boundary-review,no,Coordinate/source-order candidate only; must be visually/semantically checked before transcript.,included-in-r02-v001,R02-owned after login/user/role/security boundary review.
S-033,33,3f6db402a940d5ecf0c3ad1f960ebf68c8323d19,3f6db402a9,14358.111,6181.655,923.0,297.0,0.0,1,R02-login-user-roles-permissions,P01-R01R02-server-database-admin-and-security,"SQL Server security hierarchy: login vs user, authentication vs authorization, fixed server/db roles, custom roles, GRANT/permissions.",L-163: common options | L-164: windows auth account | L-162: fixed db roles | L-161: fixed server roles | L-165: custom roles,candidate-needs-boundary-review,no,Coordinate/source-order candidate only; must be visually/semantically checked before transcript.,included-in-r02-v001,R02-owned after login/user/role/security boundary review.
S-070,70,a2a035971d26e93b0224a4a6c8e6e573f2f54e7a,a2a035971d,15689.593,5461.316,713.0,130.0,0.0,1,R02-login-user-roles-permissions,P01-R01R02-server-database-admin-and-security,"SQL Server security hierarchy: login vs user, authentication vs authorization, fixed server/db roles, custom roles, GRANT/permissions.",L-170: adding member) | L-161: fixed server roles | L-169: (alter role by | L-168: grant roles | L-162: fixed db roles,candidate-needs-boundary-review,no,Coordinate/source-order candidate only; must be visually/semantically checked before transcript.,included-in-r02-v001,R02-owned after login/user/role/security boundary review.
