id,text,x,y,transform
T-001,has sequence,0,120.99067769681494,
T-002,has dbfunction,0,120.99067769681494,
T-003,"set schema,setdefault schema",0,120.99067769681494,
T-004,"persisted,",0,120.99067769681494,
T-005,nonpersisted,0,292.6573600135217,
T-006,computed,0,464.3240423302285,
T-007,default,0,81.83509916178343,
T-008,field,0,81.83509916178343,
T-009,prop,0,81.83509916178343,
T-010,fieldDuringConstruciton,0,81.83509916178343,
T-011,construction/normal ef access,0,81.83509916178343,
T-012,preferfield,0,81.83509916178343,
T-013,preferprop,0,81.83509916178343,
T-014,always need prop logic,0,81.83509916178343,
T-015,readonly wrapper collection,0,81.83509916178343,
T-016,setter has buisness logic,0,81.83509916178343,
T-017,!!!configuring collation,0,86.29279845252412,
T-018,nvarchar vs varchar,0,90.91919999999999,
T-019,with utf8 collation,0,219.91919999999996,
T-020,varchar,0,90.91919999999999,
T-021,with utf8 collation,0,219.91919999999996,
T-022,collations,0,90.91919999999999,
T-023,when to use nvarchar,0,90.91919999999999,
T-024,unicode,0,90.91919999999999,
T-025,when to use varchar,0,90.91919999999999,
T-026,no repeated function generate calls,0,17.619999999999997,
T-027,!!!,0,105.71999999999997,
T-028,many to many,0,124.27970465494815,
T-029,join table,0,300.6129972981777,
T-030,ientitytypeConfiguration,0,84.34100214029843,
T-031,configureConventions,0,121.93040716959653,
T-032,"Savebehavior, can we mutate",0,117.23170465494815,
T-033,"added entity, can we even update it?",0,283.5649972981777,
T-034,value generation,0,151.68867718912665,
T-035,value generated on add,0,65.54640716959656,
T-036,on add or update,0,158.5464173421229,
T-037,never,0,251.54642751464925,
T-038,custom value generators,0,65.54640716959656,
T-039,database trigger for last modified,0,65.54640716959656,
T-040,default values,0,162.3389046549483,
T-041,computed values,0,392.672197298178,
T-042,ignore property,0,126.62900214029972,
T-043,entity.Navigation,0,124.27970465494812,
T-044,index,0,100.78640716959663,
T-045,hasdatabasename,0,243.78641734212306,
T-046,hasprecision,0,131.3277046549481,
T-047,IsUnicode,0,103.13581219889343,
T-048,aftersave,0,65.54640716959656,
T-049,beforsave,0,65.54640716959656,
T-050,examples,0,65.54640716959656,
T-051,configuring custom jointable name,0,65.54640716959656,
T-052,Fk names,0,158.5464173421229,
T-053,explicit many to many config,0,65.54640716959656,
T-054,(not needed can do auto),0,158.5464173421229,
T-055,many to many,0,65.54640716959656,
T-056,with custom join table config,0,158.5464173421229,
T-057,with clr class,0,65.54640716959656,
T-058,and extra columns to,0,158.5464173421229,
T-059,have logic with them,0,251.54642751464925,
T-060,in code,0,344.5464376871756,
T-061,hidden vs,0,65.54640716959656,
T-062,dedicated class,0,158.5464173421229,
T-063,!!!!,0,118.97514869524181,
T-064,ondelete rules,0,108.46088888888875,
T-065,clientnoaction,0,58.58273504273511,
T-066,noaction,0,58.58273504273511,
T-067,restrict,0,58.58273504273511,
T-068,client setnull,0,58.58273504273511,
T-069,setnull,0,58.58273504273511,
T-070,client cascade,0,58.58273504273511,
T-071,cascade,0,58.58273504273511,
T-072,!!!!,0,87.57790999349004,
T-073,"so when set field, its not",0,17.619999999999997,
T-074,default beh dude,0,42.62,
T-075,!!!!,0,68.1306756286621,
T-076,!!!,0,64.08460055881064,
T-077,1!!!,0,84.0278126627605,
T-078,Hilo,0,167.1942162475586,
T-079,is it internal,0,76.74487011137457,
T-080,optimisation,0,185.63373235793324,
T-081,when is it approap,0,294.5225946044919,
T-082,benefits of hilo,0,158.5800000000001,
T-083,setup,0,149.1826594970703,
T-084,usage,0,149.1826594970703,
T-085,dont need it,0,17.619999999999997,
