image_id,filename,sha256,sha256_12,mime_type,byte_size,pixel_width,pixel_height,mode,use_count,status
image-08cac4904126e656280bb2ef2b87f3f0e70b6e10,e2eaac1cc77a.png,e2eaac1cc77ac22b722cb779fdc11cc366c238a1a09559ac4fd3093a6b8325f3,e2eaac1cc77a,image/png,28211,953,422,RGBA,1,extracted
image-b8e493d4bfebedde53798046c00922fae1008efa,53511bac1e83.png,53511bac1e8339bce5f24f162b09829c05b3bf2709db355d983bfcd51ad941a8,53511bac1e83,image/png,32281,1010,414,RGBA,1,extracted
image-1e25fa733d50cbc3b81514c4c373c5f66ff06eb9,166b14430c86.png,166b14430c86f3294f8e2060dba94f3b687d8fa01e2a0194f239755e8b347cac,166b14430c86,image/png,33973,984,347,RGBA,1,extracted
image-4358d3ce924560c3adbff4335ff5c1bf237e1dca,566e1f84c88c.png,566e1f84c88c30d9969aea57731cdc70f1c9a98c19367c784d526684d4563398,566e1f84c88c,image/png,30340,1052,312,RGBA,1,extracted
image-6247746ec3129bfa399aa56149d584b9420e13b4,7f1a22461c6c.png,7f1a22461c6cb24ac2786ad375ffc2899a40bd71f61bc81442e3a9208860d276,7f1a22461c6c,image/png,28106,989,297,RGBA,1,extracted
image-a8d0937b3d2f03f064673cd8568227f66d5c4c5e,eeece041f61f.png,eeece041f61ffc301bd564af5651897962ad5579af1e3347dcb66e31a47361a1,eeece041f61f,image/png,13388,897,139,RGBA,1,extracted
image-5c6d4062eacdda32a99433b9a7b9dd51c9a95d62,a2b9e37b8746.png,a2b9e37b8746d1abc37173e22ce93b1a73c0e21d832e16a5f8b6585a703f2a60,a2b9e37b8746,image/png,8259,492,172,RGBA,1,extracted
image-7b5b9474ac1e50d9aa1578a9a7bb29ae8a8df74c,3549708584cc.png,3549708584ccbfd7f3c07c5e0ca7aea387e8ccdb25f0d34eba255f92d3f76579,3549708584cc,image/png,20427,964,254,RGBA,1,extracted
image-9d63896b5c17a19770a492072029d039fc827f9b,d390f6d7a884.png,d390f6d7a8841544f9987bb59e4e659b56ade2be54217737287e36d6ed5f40cc,d390f6d7a884,image/png,46786,982,604,RGBA,1,extracted
image-2e7c2e8067bcd4bba1108a4adcf53d0bd2f14b59,cfab29c8d609.png,cfab29c8d609cc2d91b955cd67425dabe2e616559d47cd8f918295b8d33eb285,cfab29c8d609,image/png,12556,953,187,RGBA,1,extracted
