text_id,text,x,y,candidate_region,candidate_region_name,status,notes
T-001,about await foreach,6036.785029965713,4408.964052582036,CH02,"Reader/Writer operations, async waiting, completion, ReadAllAsync",region-context-label,Text label is canvas context; not an image source.
T-002,and possible sync reading/writing,6036.785029965713,4468.408490244797,CH02,"Reader/Writer operations, async waiting, completion, ReadAllAsync",region-context-label,Text label is canvas context; not an image source.
T-003,and async awaiting,6036.785029965713,4527.852927907557,CH02,"Reader/Writer operations, async waiting, completion, ReadAllAsync",region-context-label,Text label is canvas context; not an image source.
T-004,valuetask,6036.785029965713,4646.741803233079,CH02,"Reader/Writer operations, async waiting, completion, ReadAllAsync",region-context-label,Text label is canvas context; not an image source.
T-005,trycomplete,760.1420572479892,2559.801549205812,CH03,Concurrency assumptions and completion edge cases,region-context-label,Text label is canvas context; not an image source.
T-006,waitto...,3413.176158334848,6112.226778453882,CH04,Manual WaitToRead/TryRead and WaitToWrite/TryWrite patterns,region-context-label,Text label is canvas context; not an image source.
T-007,tryread/trywrite,3413.176158334848,6185.671216116642,CH04,Manual WaitToRead/TryRead and WaitToWrite/TryWrite patterns,region-context-label,Text label is canvas context; not an image source.
T-008,singlereader,3547.180481214803,4903.049573434017,CH03,Concurrency assumptions and completion edge cases,region-context-label,Text label is canvas context; not an image source.
T-009,singlewriter,3547.180481214803,5023.049598865332,CH03,Concurrency assumptions and completion edge cases,region-context-label,Text label is canvas context; not an image source.
T-010,examples when it can make sense,2438.0433874491982,6115.745510946067,CH04,Manual WaitToRead/TryRead and WaitToWrite/TryWrite patterns,region-context-label,Text label is canvas context; not an image source.
T-011,1 may need to do something when you processed currently avalable chunk and,2468.812727374435,6148.030683579383,CH04,Manual WaitToRead/TryRead and WaitToWrite/TryWrite patterns,region-context-label,Text label is canvas context; not an image source.
T-012,the stream isnt ended yet,2468.812727374435,6173.030683579383,CH04,Manual WaitToRead/TryRead and WaitToWrite/TryWrite patterns,region-context-label,Text label is canvas context; not an image source.
T-013,2 batch processing of sync available at the moment items,2468.812727374435,6198.030683579383,CH04,Manual WaitToRead/TryRead and WaitToWrite/TryWrite patterns,region-context-label,Text label is canvas context; not an image source.
T-014,you add to batch if there is some available and dont wait automatically,2468.812727374435,6223.030683579383,CH04,Manual WaitToRead/TryRead and WaitToWrite/TryWrite patterns,region-context-label,Text label is canvas context; not an image source.
T-015,like you will do with readallasync,2468.812727374435,6248.030683579383,CH04,Manual WaitToRead/TryRead and WaitToWrite/TryWrite patterns,region-context-label,Text label is canvas context; not an image source.
T-016,3 may want to give up after some count of attempts or,2468.812727374435,6273.030683579383,CH04,Manual WaitToRead/TryRead and WaitToWrite/TryWrite patterns,region-context-label,Text label is canvas context; not an image source.
T-017,"after some time of waiting start, after losed race",2468.812727374435,6298.030683579383,CH04,Manual WaitToRead/TryRead and WaitToWrite/TryWrite patterns,region-context-label,Text label is canvas context; not an image source.
