label_id,region,semantic_review_status,x,y,text
T-001,R01,processed,682.2697872250892,51.01635442338875,THE PROBLEM
T-002,R01,processed,682.2697872250892,51.01635442338875,NEED SOME ROOT ERRORS
T-003,R01,processed,682.2697872250892,51.01635442338875,BUT IF I NEED THEM TO BE REMOVED ON SOME ACTION/ON NEXT RENDER/ON ROUTE CHANGE
T-004,R01,processed,682.2697872250892,51.01635442338875,THEN I NEED TO USE CONTEXT FUNC INSUDE USELAYOUT EFFECT TO GET RID OF ERROR
T-005,R01,processed,682.2697872250892,51.01635442338875,MESSAGE
T-006,R02,processed,1759.999999999999,3230.4643266572866,fucntion from usestate hook
T-007,R02,processed,1759.999999999999,3230.4643266572866,never changes identity
T-008,R02,processed,1759.999999999999,3230.4643266572866,so with this dep arr
T-009,R02,processed,1759.999999999999,3230.4643266572866,my func will never recompute
T-010,R02,processed,1759.999999999999,3230.4643266572866,"i dont need it to recompute,"
T-011,R02,processed,1759.999999999999,3230.4643266572866,i dont have dep
T-012,R02,processed,1759.999999999999,3230.4643266572866,and i wont get useeffect exec
T-013,R02,processed,1759.999999999999,3230.4643266572866,on every rerender
T-014,R03,processed,10.0,3712.130993323951,"return values, not the object"
T-015,R03,processed,10.0,3712.130993323951,can help theoretically when you dont
T-016,R03,processed,10.0,3712.130993323951,wrap it with usememo
T-017,R03,processed,10.0,3712.130993323951,to avoid problems from
T-018,R03,processed,10.0,3712.130993323951,putting it into dep array
T-019,R04,processed,2126.7255471228186,4263.887165438389,QQ
T-020,R03,processed,633.333333333333,4412.130993323949,will have page content styles per page
T-021,R04,processed,2118.1541185513897,4728.172879724103,QQ
T-022,R04,processed,2235.296975694247,6173.887165438389,QQ
