image_use_id,region,semantic_topic,semantic_review_status,sha256_12,symbol_id,x,y,display_width,display_height,source_width,source_height,asset_path
S-001,R01,"finite server resources, shared capacity, saturation and application bottlenecks",processed,b52e448bc6e5,image-14048e1adae5f2eb0b4675bb56b401ab05b5c4a8,3186.615036055675,540.1426073473767,1007.0,398.0,1007,398,source/images/b52e448bc6e5.png
S-002,R01,"finite server resources, shared capacity, saturation and application bottlenecks",processed,0022d947eac2,image-8904608c4a61ad5d43578d8d433ea592da726224,1636.5684327100043,616.8530705676712,943.0,125.0,943,125,source/images/0022d947eac2.png
S-003,R01,"finite server resources, shared capacity, saturation and application bottlenecks",processed,25efdd2e9962,image-273529a2fe62340856c5d65c7eed64856f32b0a3,1618.85440857496,906.9482505341884,927.0,141.0,927,141,source/images/25efdd2e9962.png
S-004,R01,"finite server resources, shared capacity, saturation and application bottlenecks",processed,bbe5887002d4,image-4e1731146759ec69ec8b266c2f38eb4dde5826d8,3191.503924944564,966.8277473213348,775.0,475.0,775,475,source/images/bbe5887002d4.png
S-005,R01,"finite server resources, shared capacity, saturation and application bottlenecks",processed,f5392df4d2a8,image-b1b820b854ce564c1a078e64128640ca820ac0c7,1645.80655701246,1207.9720019292777,915.0,118.0,915,118,source/images/f5392df4d2a8.png
S-006,R01,"finite server resources, shared capacity, saturation and application bottlenecks",processed,b4319de25964,image-95c1d634f4550550ac9af9b193b956331f4904a2,132.88890584309956,1306.2827122574304,919.0,273.0,919,273,source/images/b4319de25964.png
S-007,R01,"finite server resources, shared capacity, saturation and application bottlenecks",processed,cc369223c3a6,image-f9ba8fa3df396a31ae0a6685c533f94246fdb1ca,3183.2707143848293,1457.9863573473763,898.0,482.0,905,486,source/images/cc369223c3a6.png
S-008,R01,"finite server resources, shared capacity, saturation and application bottlenecks",processed,f8516f15af1b,image-1f991e4882d0fae1b3a943485553b011c7814ab5,1649.2113770459428,1481.9720891223578,912.0,130.0,912,130,source/images/f8516f15af1b.png
S-009,R01,"finite server resources, shared capacity, saturation and application bottlenecks",processed,b7168acb7726,image-92ab6c8e17499962b1ae7bf11b629d5829aab260,126.97252483536795,1604.9597955907625,782.0,482.0,916,565,source/images/b7168acb7726.png
S-010,R01,"finite server resources, shared capacity, saturation and application bottlenecks",processed,74b7c45ebcec,image-45ef1158e48201c0da6b686945d56561e47965c7,1642.1399484745143,1764.162449055394,949.0,118.0,949,118,source/images/74b7c45ebcec.png
S-011,R01,"finite server resources, shared capacity, saturation and application bottlenecks",processed,327bea0e8c6c,image-442ef5ac13ce57c01a4cea48e338ac5dca2078d0,3200.837393911578,1973.0314284194246,943.0,430.0,943,430,source/images/327bea0e8c6c.png
S-012,R01,"finite server resources, shared capacity, saturation and application bottlenecks",processed,2ba271cee783,image-e3a61c1c40c33463c5e3001499f058fdd356f8ac,1605.3542341887987,2055.210213424813,954.0,134.0,954,134,source/images/2ba271cee783.png
S-013,R01,"finite server resources, shared capacity, saturation and application bottlenecks",processed,95a6c40bd032,image-f0a0d0fa3dd0b3eeef6926aa9e8493d6b410a0c7,76.83338419596475,2143.2271397476634,920.0,348.0,920,348,source/images/95a6c40bd032.png
S-014,R01,"finite server resources, shared capacity, saturation and application bottlenecks",processed,25f07946a5b9,image-7efe2bfe0e63caca9670084ff9d59526d67784f7,1622.1789887799114,2379.2316470692945,991.0,136.0,991,136,source/images/25f07946a5b9.png
S-015,R01,"finite server resources, shared capacity, saturation and application bottlenecks",processed,c16ae3b19f15,image-d91ea3dbe469bf5f9bea33bd321cb563a61d2d1f,3211.1336449966475,2421.735177334355,955.0,460.0,955,460,source/images/c16ae3b19f15.png
S-016,R01,"finite server resources, shared capacity, saturation and application bottlenecks",processed,6bcae3bfe110,image-8ca792bdbff3fa6348d02d270dee284d55ab40ec,73.88890584309956,2513.0049005712303,837.0,404.0,837,404,source/images/6bcae3bfe110.png
S-017,R01,"finite server resources, shared capacity, saturation and application bottlenecks",processed,27fd4c12469a,image-b0399e4b997881f3e572b8448bb74fc1f956e276,1644.4805729989148,2717.4445610118396,541.0,225.0,541,225,source/images/27fd4c12469a.png
S-018,R01,"finite server resources, shared capacity, saturation and application bottlenecks",processed,74cfe216be9d,image-d2ea45cd7e68a5b88e19d4557e79967ed44ea5e2,3218.244756107759,2922.031496236265,843.0,292.0,843,292,source/images/74cfe216be9d.png
S-019,R01,"finite server resources, shared capacity, saturation and application bottlenecks",processed,c89f3f71f019,image-e04a050aa109a05095bf9c8f6791c34d22e0de25,26.944427490234375,2947.671567237898,942.0,308.0,942,308,source/images/c89f3f71f019.png
S-020,R01,"finite server resources, shared capacity, saturation and application bottlenecks",processed,7ebd7ae6c4e0,image-e2d8c544f222281c2a061681f22f7e3b349957f8,1631.3290948384038,3115.505185567947,897.0,81.0,897,81,source/images/7ebd7ae6c4e0.png
S-021,R01,"finite server resources, shared capacity, saturation and application bottlenecks",processed,922ca319104d,image-38aa2b611e4c400a640f1b167c7e8b1b21027530,14.22218831380269,3280.4493789240964,823.0,378.0,823,378,source/images/922ca319104d.png
