id,text,x,y,transform
T-001,some problems with implementation,0,17.619999999999997,
T-002,"about leaveopen false and ownershitp, disposal responsibility(!!!!!!!!!!!!)",0,128.03859497070303,
T-003,using System.IO;,0,17.619999999999997,
T-005,public interface IRequestBodyDecompressor,0,67.62,
T-006,{,0,92.62,
T-007,string EncodingName { get; },0,117.62,
T-009,Stream WrapDecompressionStream(Stream input);,0,167.62,
T-010,},0,192.62,
T-011,using System.IO;,0,17.619999999999997,
T-012,using System.IO.Compression;,0,42.62,
T-014,public sealed class GzipRequestBodyDecompressor,0,92.62,
T-015,: IRequestBodyDecompressor,0,117.62,
T-016,{,0,142.62,
T-017,"public string EncodingName => ""gzip"";",0,167.62,
T-019,public Stream WrapDecompressionStream(Stream input),0,217.62,
T-020,{,0,242.62,
T-021,return new GZipStream(,0,267.62,
T-022,"input,",0,292.62,
T-023,"CompressionMode.Decompress,",0,317.62,
T-024,leaveOpen: true);,0,342.62,
T-025,},0,367.62,
T-026,},0,392.62,
T-028,public sealed class BrotliRequestBodyDecompressor,0,442.62,
T-029,: IRequestBodyDecompressor,0,467.62,
T-030,{,0,492.62,
T-031,"public string EncodingName => ""br"";",0,517.62,
T-033,public Stream WrapDecompressionStream(Stream input),0,567.62,
T-034,{,0,592.62,
T-035,return new BrotliStream(,0,617.62,
T-036,"input,",0,642.62,
T-037,"CompressionMode.Decompress,",0,667.62,
T-038,leaveOpen: true);,0,692.62,
T-039,},0,717.62,
T-040,},0,742.62,
T-042,public sealed class DeflateRequestBodyDecompressor,0,792.62,
T-043,: IRequestBodyDecompressor,0,817.62,
T-044,{,0,842.62,
T-045,"public string EncodingName => ""deflate"";",0,867.62,
T-047,public Stream WrapDecompressionStream(Stream input),0,917.62,
T-048,{,0,942.62,
T-049,return new DeflateStream(,0,967.62,
T-050,"input,",0,992.62,
T-051,"CompressionMode.Decompress,",0,1017.62,
T-052,leaveOpen: true);,0,1042.62,
T-053,},0,1067.62,
T-054,},0,1092.62,
T-055,public interface IRequestBodyDecompressorRegistry,0,17.619999999999997,
T-056,{,0,42.62,
T-057,"bool TryGet(string encoding, out IRequestBodyDecompressor decompressor);",0,67.62,
T-058,},0,92.62,
T-060,public sealed class RequestBodyDecompressorRegistry,0,142.62,
T-061,: IRequestBodyDecompressorRegistry,0,167.62,
T-062,{,0,192.62,
T-063,"private readonly Dictionary<string, IRequestBodyDecompressor> _map;",0,217.62,
T-065,public RequestBodyDecompressorRegistry(,0,267.62,
T-066,IEnumerable<IRequestBodyDecompressor> decompressors),0,292.62,
T-067,{,0,317.62,
T-068,_map = decompressors.ToDictionary(,0,342.62,
T-069,"d => d.EncodingName,",0,367.62,
T-070,"d => d,",0,392.62,
T-071,StringComparer.OrdinalIgnoreCase);,0,417.62,
T-072,},0,442.62,
T-074,public bool TryGet(,0,492.62,
T-075,"string encoding,",0,517.62,
T-076,out IRequestBodyDecompressor decompressor),0,542.62,
T-077,{,0,567.62,
T-078,"return _map.TryGetValue(encoding, out decompressor!);",0,592.62,
T-079,},0,617.62,
T-080,},0,642.62,
T-081,middleware,0,17.619999999999997,
T-082,!!!!!,0,200.86800000000005,
T-083,theory,0,148.2429620117188,
T-084,automatic,0,148.2429620117188,
T-085,decompression on,0,358.5763360351564,
T-086,httpclient,0,568.9097100585939,
T-087,compression,0,148.2429620117188,
T-088,with httpclient and on server,0,358.5763360351564,
T-090,"leaveopen, managing",0,128.03864874267575,
T-091,the wrapped stream,0,309.7052899780273,
T-092,compression level,0,66.14879355676564,
T-093,wrapping with compression/decompression stream,0,37.137538461539066,
T-094,decompression,0,113.15953165690098,
T-095,handling multiple encodings (rarely implemented),0,83.40136201171876,
T-096,when to compress,0,75.17870251464846,
T-097,ACCEPT ENCODING,0,99.06360335286436,
T-098,VARY ACCEPT ENCODING,0,239.6192267252599,
T-099,just explicitness,0,17.619999999999997,
T-100,True implementation of,0,86.53380167643226,
T-101,decompressoin,0,209.31161336263014,
T-102,do i always need to conf,0,88.10000000000001,
T-103,compression provider options,0,213.10000000000002,
