item_type,item_id,secondary_id,sha256,region_id,status,previously_present,restored,assignment_count,evidence
image_use,RS-001,RIU-001,abe040fefb7fc095579912cdefba4b83bc3ba7fc0808e7cfc6d83a9eca565d31,R04,processed-semantic-transcript,False,True,1,Separates per-account lockout from aggregate request rate limiting.
image_use,RS-002,RIU-002,9110309d7972677161b19749037f0068918fe7114fd76e376beeffa2501450c8,R01,processed-semantic-transcript,False,True,1,Explains Retry-After as an advisory client wait hint rather than enforcement by itself.
image_use,RS-003,RIU-003,cc58617eb3e6d109c846d3a6c4c8b68dade6321f9aa1e47cffa6a807485cf0f0,R04,processed-semantic-transcript,False,True,1,"Manual account-lockout algorithm with failed-count, timestamps, lockout end, and success reset."
image_use,RS-004,RIU-004,2aea2a8f7b6a341901d39687b7017ab7de20cef3c4c4ba1aaafc5ac06002f30b,R04,processed-semantic-transcript,False,True,1,Recommended combination: Identity lockout for failed-only account protection plus middleware for total request volume.
image_use,RS-005,RIU-005,c8e4a5bae1366dc08f5193f1a8161c41cfeca711e1ef521a6667c3845bedcb78,R04,processed-semantic-transcript,True,False,1,Identity built-in lockout fields and APIs.
image_use,RS-006,RIU-006,f6cb4b66fc73ce30b445e6090e3d8f4601f48bd9eabec60679b04e7e95961c72,R03,processed-semantic-transcript,False,True,1,ASP.NET Core rate-limiting rejection path and Retry-After handling.
image_use,RS-007,RIU-007,10ab6ddc703b332ca3dd36cff7574b4d7eb0d68038af3c670a399fbc54f74bb7,R02,processed-semantic-transcript,False,True,1,"Fixed-window behavior, benefits, and boundary-burst drawback."
image_use,RS-008,RIU-008,cbb8bff03999d6afce9a3e43258b8e2b3211ed015078455d8a03b594c25b5918,R03,processed-semantic-transcript,False,True,1,Fixed-window policy code and rejection callback.
image_use,RS-009,RIU-009,34db3a13aa828e5c2e44efc7916857fbb49d65c77bf70ca05a25acb80220c5d8,R02,processed-semantic-transcript,False,True,1,Token-bucket burst semantics.
image_use,RS-010,RIU-010,07b40c9ba5ec97354dbbecf76c77bcd9aed78e663724295e8de3c2cdc5ae6ece,R05,processed-semantic-transcript,False,True,1,"Manual cached-attempt approach: strengths, fallback concerns, and key-design cautions."
image_use,RS-011,RIU-011,55a3e2c5403dd6f977cc0b0dc4ebe2056697a24e50278661d79ff140d541b81b,R05,processed-semantic-transcript,False,True,1,Redis failed-attempt implementation overview.
image_use,RS-012,RIU-012,b7d6697237d7f474281f2c33a4bf1333f22fea436809cc3d62b4297f0ff750bd,R05,processed-semantic-transcript,False,True,1,Windowed counter and user-table field model.
image_use,RS-013,RIU-013,7f78ddf81dfe7cbd046c1ef7ca291cf0da14a0132464295720dc577e3f19b49e,R04,processed-semantic-transcript,True,False,1,Identity CheckPasswordSignInAsync with lockoutOnFailure and related APIs.
image_use,RS-014,RIU-014,5517709e008d7e2459068a1b27f2a6d9459e0a61a1dcf6623ede88545132a94b,R02,processed-semantic-transcript,False,True,1,"Token-bucket mechanics, pros, and tradeoffs."
image_use,RS-015,RIU-015,72015c134e53f5966f25d7e9f20a1a0aeb8cb9a6b0b4139520c7b35660d19b4f,R05,processed-semantic-transcript,False,True,1,Redis connection and failed-login service registration.
image_use,RS-016,RIU-016,228b2077b79d987603d1ec496a042cfdcf4e7d5c8c996faaea6cf1eb3badc0f3,R04,processed-semantic-transcript,True,False,1,Identity lockout configuration options.
image_use,RS-017,RIU-017,2749903db7c1c8841034d437485313f36ba82f793c02f9d70814430e3430fa14,R03,processed-semantic-transcript,False,True,1,UseRateLimiter and endpoint RequireRateLimiting usage.
image_use,RS-018,RIU-018,254848a27f8e024dac08075a8d613fd7b168ecdc7c8eb76e4983d5f113b443f6,R02,processed-semantic-transcript,False,True,1,Why token bucket fits controlled real-world bursts.
image_use,RS-019,RIU-019,c7f40ab5e039f263d0e7d672b79ecf4ca360eef0857c7b4e46a978c71139fed4,R05,processed-semantic-transcript,False,True,1,Performance comparison between in-process RateLimiter and Redis failed counters.
image_use,RS-020,RIU-020,912e890b5e32b5e25f32f9751d0530a9df5d5f5e434b61d901d94dcddd787292,R04,processed-semantic-transcript,False,True,1,"Manual login flow: lookup, lock check, credential validation, and generic errors."
image_use,RS-021,RIU-021,97ae100ae6fadd0250196c8b3d61a19e80521b7c9cf18061e88373a16ab8c7f9,R02,processed-semantic-transcript,False,True,1,ConcurrencyLimiter semantics for in-flight work.
image_use,RS-022,RIU-022,29d2b7bc304f923e909fc83445b507cd72d2a3df789f6cc1b2944fa7fa787695,R05,processed-semantic-transcript,False,True,1,FailedLoginLimiter service using IDatabase.
image_use,RS-023,RIU-023,00b46b395b843fe6e830dcd346c367f1aff126060497bbb13a1985f7bd92bc4a,R05,processed-semantic-transcript,False,True,1,Combined IP and account key construction.
image_use,RS-024,RIU-024,fdb05cae10d3c856771b00f65bcc40f76df6d88c93adf0d063b3686c8ccbaf34,R03,processed-semantic-transcript,False,True,1,Correct middleware placement relative to routing and endpoints.
image_use,RS-025,RIU-025,09b1a09d3146e41d76a6c543bdaba66ac3ddf8f25acc6b2a11de8582cd63f227,R05,processed-semantic-transcript,False,True,1,Why middleware can only partly implement failed-only lockout without post-endpoint knowledge.
image_use,RS-026,RIU-026,659abbe29c3b0239efdddc23862b6d36fe7e627041661ac8fff81eff80b0b0c0,R04,processed-semantic-transcript,False,True,1,Manual persisted sliding-window failure logic.
image_use,RS-027,RIU-027,8f7bfb88ed542e7fb3d561fe0d3365f42dab70d42ac96e668faa7c7747fa3594,R05,processed-semantic-transcript,False,True,1,Redis block-check and failure-registration methods.
image_use,RS-028,RIU-028,41edb61281e5590bd9cd4be9e5ce4ce69c14634429372e3e9f308fcc1cd09adb,R01,processed-semantic-transcript,False,True,1,Program.cs setup with OnRejected and Retry-After forwarding.
image_use,RS-029,RIU-029,d6086c43295856ce7ec3780ff8230b8d677ce3ef7d3e8490d2eceb8e2024fcac,R05,processed-semantic-transcript,False,True,1,Route-specific failed-login middleware.
image_use,RS-030,RIU-030,9050b8abeae06742f73b35408b5609de059cfb2844455bb1e9dfa4a471ca87ec,R05,processed-semantic-transcript,False,True,1,Reason for combining IP and email: balance account brute force and lockout griefing.
image_use,RS-031,RIU-031,12d0de7777c8b9d89834dec87db029779e2cb51e3696e7ba4443ae4de7e4de1f,R05,processed-semantic-transcript,False,True,1,"Atomic Redis increment, first-hit TTL, block key, and cleanup."
image_use,RS-032,RIU-032,e55ce20ee26ce874901d8606c77f7bdf0b948b305ec386cceeb9bdc96bb2c1b0,R04,processed-semantic-transcript,False,True,1,"Manual account flow: threshold lockout, SaveChanges, success reset."
image_use,RS-033,RIU-033,cae8a73bb64680775f8b50b563bb1fbb98bb81c6c827bcc2bab0d13aa6e621a7,R05,processed-semantic-transcript,False,True,1,"Security tradeoffs of email-only, IP-only, and combined keys."
image_use,RS-034,RIU-034,83704a6e1fe333d98b07717e838a01de9691189626eac69f9cd5ed97e37c2f54,R01,processed-semantic-transcript,False,True,1,RateLimitLease acquired/rejected decision model.
image_use,RS-035,RIU-035,6169eb7108e26eef5bec80a2b2cd637004219f1d4313d19cb3d2f7a44cf1b464,R01,processed-semantic-transcript,False,True,1,OnRejected code reading optional RetryAfter metadata.
image_use,RS-036,RIU-036,9ba225bd643c7672ded1e0514877894802182cad7b033cf050ad73cf2a0601ad,R05,processed-semantic-transcript,False,True,1,Custom middleware pre-check plus post-failure registration.
image_use,RS-037,RIU-037,0fa038d629e170a11e6e9b0fc06cacc30c1526fda22134228e89580527feaeca,R01,processed-semantic-transcript,False,True,1,Lease metadata retrieval with TryGetMetadata.
