source_id,stage0_group,stage1_region,decision,status,reason,notes
S-017,B32SEC-R02-totp-authenticator-qr-provisioning,B32SEC-R02,included-in-b32sec-r02-stage1-v001,verified-visible-semantic-transcript,"TOTP/authenticator provisioning: otpauth URI, issuer/account label, QR code, authenticator app setup, and verifying generated codes.",Included after Stage0 candidate split and Stage1 source-level semantic review.
S-019,B32SEC-R02-totp-authenticator-qr-provisioning,B32SEC-R02,included-in-b32sec-r02-stage1-v001,verified-visible-semantic-transcript,"TOTP/authenticator provisioning: otpauth URI, issuer/account label, QR code, authenticator app setup, and verifying generated codes.",Included after Stage0 candidate split and Stage1 source-level semantic review.
S-020,B32SEC-R02-totp-authenticator-qr-provisioning,B32SEC-R02,included-in-b32sec-r02-stage1-v001,verified-visible-semantic-transcript,"TOTP/authenticator provisioning: otpauth URI, issuer/account label, QR code, authenticator app setup, and verifying generated codes.",Included after Stage0 candidate split and Stage1 source-level semantic review.
S-021,B32SEC-R02-totp-authenticator-qr-provisioning,B32SEC-R02,included-in-b32sec-r02-stage1-v001,verified-visible-semantic-transcript,"TOTP/authenticator provisioning: otpauth URI, issuer/account label, QR code, authenticator app setup, and verifying generated codes.",Included after Stage0 candidate split and Stage1 source-level semantic review.
S-022,B32SEC-R02-totp-authenticator-qr-provisioning,B32SEC-R02,included-in-b32sec-r02-stage1-v001,verified-visible-semantic-transcript,"TOTP/authenticator provisioning: otpauth URI, issuer/account label, QR code, authenticator app setup, and verifying generated codes.",Included after Stage0 candidate split and Stage1 source-level semantic review.
S-023,B32SEC-R02-totp-authenticator-qr-provisioning,B32SEC-R02,included-in-b32sec-r02-stage1-v001,verified-visible-semantic-transcript,"TOTP/authenticator provisioning: otpauth URI, issuer/account label, QR code, authenticator app setup, and verifying generated codes.",Included after Stage0 candidate split and Stage1 source-level semantic review.
S-024,B32SEC-R02-totp-authenticator-qr-provisioning,B32SEC-R02,included-in-b32sec-r02-stage1-v001,verified-visible-semantic-transcript,"TOTP/authenticator provisioning: otpauth URI, issuer/account label, QR code, authenticator app setup, and verifying generated codes.",Included after Stage0 candidate split and Stage1 source-level semantic review.
S-025,B32SEC-R02-totp-authenticator-qr-provisioning,B32SEC-R02,included-in-b32sec-r02-stage1-v001,verified-visible-semantic-transcript,"TOTP/authenticator provisioning: otpauth URI, issuer/account label, QR code, authenticator app setup, and verifying generated codes.",Included after Stage0 candidate split and Stage1 source-level semantic review.
S-026,B32SEC-R02-totp-authenticator-qr-provisioning,B32SEC-R02,included-in-b32sec-r02-stage1-v001,verified-visible-semantic-transcript,"TOTP/authenticator provisioning: otpauth URI, issuer/account label, QR code, authenticator app setup, and verifying generated codes.",Included after Stage0 candidate split and Stage1 source-level semantic review.
S-027,B32SEC-R02-totp-authenticator-qr-provisioning,B32SEC-R02,included-in-b32sec-r02-stage1-v001,verified-visible-semantic-transcript,"TOTP/authenticator provisioning: otpauth URI, issuer/account label, QR code, authenticator app setup, and verifying generated codes.",Included after Stage0 candidate split and Stage1 source-level semantic review.
S-028,B32SEC-R02-totp-authenticator-qr-provisioning,B32SEC-R02,included-in-b32sec-r02-stage1-v001,verified-visible-semantic-transcript,"TOTP/authenticator provisioning: otpauth URI, issuer/account label, QR code, authenticator app setup, and verifying generated codes.",Included after Stage0 candidate split and Stage1 source-level semantic review.
S-029,B32SEC-R02-totp-authenticator-qr-provisioning,B32SEC-R02,included-in-b32sec-r02-stage1-v001,verified-visible-semantic-transcript,"TOTP/authenticator provisioning: otpauth URI, issuer/account label, QR code, authenticator app setup, and verifying generated codes.",Included after Stage0 candidate split and Stage1 source-level semantic review.
S-030,B32SEC-R02-totp-authenticator-qr-provisioning,B32SEC-R02,included-in-b32sec-r02-stage1-v001,verified-visible-semantic-transcript,"TOTP/authenticator provisioning: otpauth URI, issuer/account label, QR code, authenticator app setup, and verifying generated codes.",Included after Stage0 candidate split and Stage1 source-level semantic review.
S-031,B32SEC-R02-totp-authenticator-qr-provisioning,B32SEC-R02,included-in-b32sec-r02-stage1-v001,verified-visible-semantic-transcript,"TOTP/authenticator provisioning: otpauth URI, issuer/account label, QR code, authenticator app setup, and verifying generated codes.",Included after Stage0 candidate split and Stage1 source-level semantic review.
S-032,B32SEC-R02-totp-authenticator-qr-provisioning,B32SEC-R02,included-in-b32sec-r02-stage1-v001,verified-visible-semantic-transcript,"TOTP/authenticator provisioning: otpauth URI, issuer/account label, QR code, authenticator app setup, and verifying generated codes.",Included after Stage0 candidate split and Stage1 source-level semantic review.
S-033,B32SEC-R02-totp-authenticator-qr-provisioning,B32SEC-R02,included-in-b32sec-r02-stage1-v001,verified-visible-semantic-transcript,"TOTP/authenticator provisioning: otpauth URI, issuer/account label, QR code, authenticator app setup, and verifying generated codes.",Included after Stage0 candidate split and Stage1 source-level semantic review.
S-034,B32SEC-R02-totp-authenticator-qr-provisioning,B32SEC-R02,included-in-b32sec-r02-stage1-v001,verified-visible-semantic-transcript,"TOTP/authenticator provisioning: otpauth URI, issuer/account label, QR code, authenticator app setup, and verifying generated codes.",Included after Stage0 candidate split and Stage1 source-level semantic review.
