text_id,dom_group_index,x,y,group_x,group_y,rotation,font_size,fill,text
T-001,12,3160.882370760506,103.29743355620113,3160.882370760506,10.0,0.0,105.89947055187416px,#d3d3d3,so when we return ienumerable without tolist
T-002,28,212.59652850331622,1456.2866811156941,212.59652850331622,1438.6666811156942,0.0,20px,#d3d3d3,Had to call tolist above to do select
T-003,38,157.81647884870563,1946.9143828858519,157.81647884870563,1929.294382885852,0.0,20px,#d3d3d3,client should keep in mind
T-004,42,53.55946679644239,2883.1523428823216,53.55946679644239,2865.5323428823217,0.0,20px,#d3d3d3,So there is no limitation on linq expressions
T-005,54,10.0,4129.220977093389,10.0,4111.600977093389,0.0,20px,#d3d3d3,When you return IEnumerable it is not
T-006,55,19.00748216583179,4262.903763974527,19.00748216583179,4245.283763974527,0.0,20px,#d3d3d3,"When you call toList(), expression start to"
T-007,56,3730.098159696326,3157.549746534703,3730.098159696326,3115.5654941847993,0.0,47.65522400670126px,#d3d3d3,disposing db context inside method
T-008,57,3677.93924580371,4325.863874844676,3677.93924580371,4270.912681345551,0.0,62.37365890933559px,#d3d3d3,hidden db query outside rep boundary
T-009,58,3789.2434767976497,5037.178936533479,3789.2434767976497,5000.013006030807,0.0,42.18607321529068px,#d3d3d3,sometimes partial enumeration can
T-010,59,3860.255566879505,6027.172693291694,3860.255566879505,5974.014662480806,0.0,60.33828695900993px,#d3d3d3,repeated side effects
T-011,60,3748.527960607394,2560.475701634087,3748.527960607394,2512.375277312255,0.0,54.597530444757844px,#d3d3d3,dif results on each enumeration
T-012,61,3717.032575887123,626.7608297995295,3717.032575887123,609.1408297995295,0.0,20px,#d3d3d3,so we have 2 types of scenarios
T-013,68,7462.324611828084,648.2107477484725,7462.324611828084,587.1840244179293,0.0,69.2698335193453px,#d3d3d3,what if we have called to list
T-014,69,9149.770266759093,495.40464222687785,9149.770266759093,373.0714993697352,0.0,138.85714285714266px,#d3d3d3,what about async enumerable
T-015,77,8067.27192756317,6284.105987152698,8067.27192756317,6266.485987152698,0.0,20px,#d3d3d3,"just not an immediate cleanup, nothing immportant"
T-016,78,8143.862024530388,3894.071258565581,8143.862024530388,3817.8986321508173,0.0,86.46155098157048px,#d3d3d3,getrnumerator
T-017,79,7677.591993373393,5483.836190378535,7677.591993373393,5306.461509372676,0.0,201.33334960937498px,#d3d3d3,!!!
