id,text,x,y,transform
T-001,implementing full identity,0,114.72587337239241,
T-002,manual hashing,0,185.59729748535167,
T-003,In ddd style,0,17.619999999999997,
T-004,Doesnt depends on how long it takes,0,17.619999999999997,
T-005,to actually verify password,0,42.62,
T-006,using System.Security.Cryptography;,0,17.619999999999997,
T-008,public static class PasswordKdf,0,67.62,
T-009,{,0,92.62,
T-010,// tune this based on perf tests,0,117.62,
T-011,private const int Iterations = 210_000;,0,142.62,
T-012,private const int SaltSize = 16; // 128-bit,0,167.62,
T-013,private const int KeySize = 32; // 256-bit,0,192.62,
T-014,"private const string Algo = ""PBKDF2-SHA256"";",0,217.62,
T-015,private const int Version = 1;,0,242.62,
T-017,public static string Hash(string password),0,292.62,
T-018,{,0,317.62,
T-019,byte[] salt = RandomNumberGenerator.GetBytes(SaltSize);,0,342.62,
T-021,byte[] key = Rfc2898DeriveBytes.Pbkdf2(,0,392.62,
T-022,"password,",0,417.62,
T-023,"salt,",0,442.62,
T-024,"Iterations,",0,467.62,
T-025,"HashAlgorithmName.SHA256,",0,492.62,
T-026,KeySize);,0,517.62,
T-028,// Store: v:algo:iter:saltB64:hashB64,0,567.62,
T-029,"return $""{Version}:{Algo}:{Iterations}:{Convert.ToBase64String(salt)}:{Convert.ToBase64String(key)}"";",0,592.62,
T-030,},0,617.62,
T-032,"public static bool Verify(string password, string stored)",0,667.62,
T-033,{,0,692.62,
T-034,var parts = stored.Split(':');,0,717.62,
T-035,if (parts.Length != 5) return false;,0,742.62,
T-037,"if (!int.TryParse(parts[0], out var version) || version != Version) return false;",0,792.62,
T-038,var algo = parts[1];,0,817.62,
T-039,if (algo != Algo) return false;,0,842.62,
T-041,"if (!int.TryParse(parts[2], out var iterations)) return false;",0,892.62,
T-043,byte[] salt = Convert.FromBase64String(parts[3]);,0,942.62,
T-044,byte[] expected = Convert.FromBase64String(parts[4]);,0,967.62,
T-046,byte[] actual = Rfc2898DeriveBytes.Pbkdf2(,0,1017.62,
T-047,"password,",0,1042.62,
T-048,"salt,",0,1067.62,
T-049,"iterations,",0,1092.62,
T-050,"HashAlgorithmName.SHA256,",0,1117.62,
T-051,expected.Length);,0,1142.62,
T-053,"return CryptographicOperations.FixedTimeEquals(actual, expected);",0,1192.62,
T-054,},0,1217.62,
T-055,},0,1242.62,
T-056,how key stretching works,0,128.50851899414062,
T-057,"basically kdf is a deterministic functions, it produces same hash on each input",0,17.619999999999997,
T-058,and when you hash with iterations - you always will get same hash for each input,0,42.62,
T-059,", psw -> hash1 -> hash2 -> hash300000",0,67.62,
T-060,hasging,0,341.82810754394507,
T-061,flow,0,111.59340502929686,
T-062,what we are storing in db,0,83.40135125732418,
T-063,how it looks,0,201.73471002197255,
T-064,why do we store it in one place,0,320.0680687866209,
T-065,for what salt,0,438.4014275512693,
T-066,different algorythms cost params,0,128.5085405029297,
T-067,implementations->theo,0,296.4076033528652,
T-068,version,0,111.59318994140627,
T-069,cost params values,0,111.59340502929686,
T-070,migrating to automatic versioning with password hasher,0,109.24400000000003,
T-071,does identityhash adds literal string verion,0,55.20940502929686,
T-072,rehashis needed from identity hasher,0,133.5428400878906,
T-073,fixed time equals,0,110.5492011176216,
T-074,pbkdf,0,170.06564556206598,
T-075,PASSWORDHASHER,0,87.42874142020099,
T-076,rehashneeded,0,134.77344134114577,
T-077,about user arg,0,100.85348284040191,
T-078,"why is user there, what to do?",0,98.05013029928786,
T-079,"can pot, create excplicit hasher class that uses the default",0,17.619999999999997,
T-080,hasher and doesnt need user,0,42.62,
