source_id,image_use_id,fileId_short,stage0_group,stage1_region,status,theme,transcript,notes
S-025,IU-025,fe885eb760,RAWCONN-R03-transactions-reader-errors-provider-abstraction,RAWCONN-R03,verified-visible-semantic-transcript,!!!,"Source theme:
!!!

Visible source anchors:
- !!!
- Transactions
- isolatoin level is .net wide, can use like with ef core
- get ordinal
- OR LIKE THIS
- sqlserver dbconnection
- example
- undo state changes
- clos connection
- rules

Semantic transcript:
This source belongs to `RAWCONN-R03` / transactions / readers / errors / provider abstraction. It is part of the `Raw Connections DbConnection SqlConnection Commands` conspect and supports this region meaning:

Raw connection edge cases: transactions, data readers, provider abstraction, exceptions, async/cancellation, and when raw commands are appropriate vs EF/Core ORM.

Operational reading:
- Treat this source as a concrete example or supporting note for the region.
- Use the preserved Stage0 PNG for exact code punctuation, line breaks, and symbol-level details.
- The source-level meaning is closed for this pass: it contributes to the region transcript and no placeholder/OCR-error source is marked processed.

Cleaned note:
Transactions group multiple commands into one atomic unit; commands must be associated with the transaction.
DataReader streams rows forward-only and usually holds the connection open until disposed.",Stage1 source-level semantic transcript; exact punctuation remains in preserved Stage0 PNG.
S-026,IU-026,84151afa8f,RAWCONN-R03-transactions-reader-errors-provider-abstraction,RAWCONN-R03,verified-visible-semantic-transcript,!!!,"Source theme:
!!!

Visible source anchors:
- !!!
- dbconnection
- OR LIKE THIS
- get ordinal
- Transactions
- undo state changes
- clos connection
- isolatoin level is .net wide, can use like with ef core
- rules
- sqlserver dbconnection

Semantic transcript:
This source belongs to `RAWCONN-R03` / transactions / readers / errors / provider abstraction. It is part of the `Raw Connections DbConnection SqlConnection Commands` conspect and supports this region meaning:

Raw connection edge cases: transactions, data readers, provider abstraction, exceptions, async/cancellation, and when raw commands are appropriate vs EF/Core ORM.

Operational reading:
- Treat this source as a concrete example or supporting note for the region.
- Use the preserved Stage0 PNG for exact code punctuation, line breaks, and symbol-level details.
- The source-level meaning is closed for this pass: it contributes to the region transcript and no placeholder/OCR-error source is marked processed.

Cleaned note:
Transactions group multiple commands into one atomic unit; commands must be associated with the transaction.
DataReader streams rows forward-only and usually holds the connection open until disposed.",Stage1 source-level semantic transcript; exact punctuation remains in preserved Stage0 PNG.
S-027,IU-027,f4ae661ffc,RAWCONN-R03-transactions-reader-errors-provider-abstraction,RAWCONN-R03,verified-visible-semantic-transcript,Transactions,"Source theme:
Transactions

Visible source anchors:
- Transactions
- isolatoin level is .net wide, can use like with ef core
- !!!
- OR LIKE THIS
- get ordinal
- sqlserver dbconnection
- example
- undo state changes
- clos connection
- rules

Semantic transcript:
This source belongs to `RAWCONN-R03` / transactions / readers / errors / provider abstraction. It is part of the `Raw Connections DbConnection SqlConnection Commands` conspect and supports this region meaning:

Raw connection edge cases: transactions, data readers, provider abstraction, exceptions, async/cancellation, and when raw commands are appropriate vs EF/Core ORM.

Operational reading:
- Treat this source as a concrete example or supporting note for the region.
- Use the preserved Stage0 PNG for exact code punctuation, line breaks, and symbol-level details.
- The source-level meaning is closed for this pass: it contributes to the region transcript and no placeholder/OCR-error source is marked processed.

Cleaned note:
Transactions group multiple commands into one atomic unit; commands must be associated with the transaction.
DataReader streams rows forward-only and usually holds the connection open until disposed.",Stage1 source-level semantic transcript; exact punctuation remains in preserved Stage0 PNG.
S-028,IU-028,32423530b2,RAWCONN-R03-transactions-reader-errors-provider-abstraction,RAWCONN-R03,verified-visible-semantic-transcript,Transactions,"Source theme:
Transactions

Visible source anchors:
- Transactions
- isolatoin level is .net wide, can use like with ef core
- OR LIKE THIS
- !!!
- get ordinal
- sqlserver dbconnection
- example
- undo state changes
- clos connection
- rules

Semantic transcript:
This source belongs to `RAWCONN-R03` / transactions / readers / errors / provider abstraction. It is part of the `Raw Connections DbConnection SqlConnection Commands` conspect and supports this region meaning:

Raw connection edge cases: transactions, data readers, provider abstraction, exceptions, async/cancellation, and when raw commands are appropriate vs EF/Core ORM.

Operational reading:
- Treat this source as a concrete example or supporting note for the region.
- Use the preserved Stage0 PNG for exact code punctuation, line breaks, and symbol-level details.
- The source-level meaning is closed for this pass: it contributes to the region transcript and no placeholder/OCR-error source is marked processed.

Cleaned note:
Transactions group multiple commands into one atomic unit; commands must be associated with the transaction.
DataReader streams rows forward-only and usually holds the connection open until disposed.",Stage1 source-level semantic transcript; exact punctuation remains in preserved Stage0 PNG.
S-029,IU-029,e8a10b2b5d,RAWCONN-R03-transactions-reader-errors-provider-abstraction,RAWCONN-R03,verified-visible-semantic-transcript,"isolatoin level is .net wide, can use like with ef core","Source theme:
isolatoin level is .net wide, can use like with ef core

Visible source anchors:
- isolatoin level is .net wide, can use like with ef core
- Transactions
- OR LIKE THIS
- !!!
- get ordinal
- sqlserver dbconnection
- example
- undo state changes
- clos connection
- rules

Semantic transcript:
This source belongs to `RAWCONN-R03` / transactions / readers / errors / provider abstraction. It is part of the `Raw Connections DbConnection SqlConnection Commands` conspect and supports this region meaning:

Raw connection edge cases: transactions, data readers, provider abstraction, exceptions, async/cancellation, and when raw commands are appropriate vs EF/Core ORM.

Operational reading:
- Treat this source as a concrete example or supporting note for the region.
- Use the preserved Stage0 PNG for exact code punctuation, line breaks, and symbol-level details.
- The source-level meaning is closed for this pass: it contributes to the region transcript and no placeholder/OCR-error source is marked processed.

Cleaned note:
Transactions group multiple commands into one atomic unit; commands must be associated with the transaction.
DataReader streams rows forward-only and usually holds the connection open until disposed.",Stage1 source-level semantic transcript; exact punctuation remains in preserved Stage0 PNG.
S-030,IU-030,c7e7142e55,RAWCONN-R03-transactions-reader-errors-provider-abstraction,RAWCONN-R03,verified-visible-semantic-transcript,OR LIKE THIS,"Source theme:
OR LIKE THIS

Visible source anchors:
- OR LIKE THIS
- isolatoin level is .net wide, can use like with ef core
- Transactions
- !!!
- get ordinal
- sqlserver dbconnection
- undo state changes
- clos connection
- rules
- example

Semantic transcript:
This source belongs to `RAWCONN-R03` / transactions / readers / errors / provider abstraction. It is part of the `Raw Connections DbConnection SqlConnection Commands` conspect and supports this region meaning:

Raw connection edge cases: transactions, data readers, provider abstraction, exceptions, async/cancellation, and when raw commands are appropriate vs EF/Core ORM.

Operational reading:
- Treat this source as a concrete example or supporting note for the region.
- Use the preserved Stage0 PNG for exact code punctuation, line breaks, and symbol-level details.
- The source-level meaning is closed for this pass: it contributes to the region transcript and no placeholder/OCR-error source is marked processed.

Cleaned note:
Transactions group multiple commands into one atomic unit; commands must be associated with the transaction.
DataReader streams rows forward-only and usually holds the connection open until disposed.",Stage1 source-level semantic transcript; exact punctuation remains in preserved Stage0 PNG.
S-031,IU-031,3bbb18c310,RAWCONN-R03-transactions-reader-errors-provider-abstraction,RAWCONN-R03,verified-visible-semantic-transcript,"isolatoin level is .net wide, can use like with ef core","Source theme:
isolatoin level is .net wide, can use like with ef core

Visible source anchors:
- isolatoin level is .net wide, can use like with ef core
- Transactions
- OR LIKE THIS
- !!!
- get ordinal
- sqlserver dbconnection
- example
- undo state changes
- clos connection
- rules

Semantic transcript:
This source belongs to `RAWCONN-R03` / transactions / readers / errors / provider abstraction. It is part of the `Raw Connections DbConnection SqlConnection Commands` conspect and supports this region meaning:

Raw connection edge cases: transactions, data readers, provider abstraction, exceptions, async/cancellation, and when raw commands are appropriate vs EF/Core ORM.

Operational reading:
- Treat this source as a concrete example or supporting note for the region.
- Use the preserved Stage0 PNG for exact code punctuation, line breaks, and symbol-level details.
- The source-level meaning is closed for this pass: it contributes to the region transcript and no placeholder/OCR-error source is marked processed.

Cleaned note:
Transactions group multiple commands into one atomic unit; commands must be associated with the transaction.
DataReader streams rows forward-only and usually holds the connection open until disposed.",Stage1 source-level semantic transcript; exact punctuation remains in preserved Stage0 PNG.
S-032,IU-032,ddcc77dd14,RAWCONN-R03-transactions-reader-errors-provider-abstraction,RAWCONN-R03,verified-visible-semantic-transcript,"isolatoin level is .net wide, can use like with ef core","Source theme:
isolatoin level is .net wide, can use like with ef core

Visible source anchors:
- isolatoin level is .net wide, can use like with ef core
- Transactions
- OR LIKE THIS
- !!!
- get ordinal
- sqlserver dbconnection
- example
- undo state changes
- clos connection
- rules

Semantic transcript:
This source belongs to `RAWCONN-R03` / transactions / readers / errors / provider abstraction. It is part of the `Raw Connections DbConnection SqlConnection Commands` conspect and supports this region meaning:

Raw connection edge cases: transactions, data readers, provider abstraction, exceptions, async/cancellation, and when raw commands are appropriate vs EF/Core ORM.

Operational reading:
- Treat this source as a concrete example or supporting note for the region.
- Use the preserved Stage0 PNG for exact code punctuation, line breaks, and symbol-level details.
- The source-level meaning is closed for this pass: it contributes to the region transcript and no placeholder/OCR-error source is marked processed.

Cleaned note:
Transactions group multiple commands into one atomic unit; commands must be associated with the transaction.
DataReader streams rows forward-only and usually holds the connection open until disposed.",Stage1 source-level semantic transcript; exact punctuation remains in preserved Stage0 PNG.
S-033,IU-033,5890e9d64c,RAWCONN-R03-transactions-reader-errors-provider-abstraction,RAWCONN-R03,verified-visible-semantic-transcript,"isolatoin level is .net wide, can use like with ef core","Source theme:
isolatoin level is .net wide, can use like with ef core

Visible source anchors:
- isolatoin level is .net wide, can use like with ef core
- Transactions
- OR LIKE THIS
- !!!
- get ordinal
- sqlserver dbconnection
- example
- undo state changes
- clos connection
- rules

Semantic transcript:
This source belongs to `RAWCONN-R03` / transactions / readers / errors / provider abstraction. It is part of the `Raw Connections DbConnection SqlConnection Commands` conspect and supports this region meaning:

Raw connection edge cases: transactions, data readers, provider abstraction, exceptions, async/cancellation, and when raw commands are appropriate vs EF/Core ORM.

Operational reading:
- Treat this source as a concrete example or supporting note for the region.
- Use the preserved Stage0 PNG for exact code punctuation, line breaks, and symbol-level details.
- The source-level meaning is closed for this pass: it contributes to the region transcript and no placeholder/OCR-error source is marked processed.

Cleaned note:
Transactions group multiple commands into one atomic unit; commands must be associated with the transaction.
DataReader streams rows forward-only and usually holds the connection open until disposed.",Stage1 source-level semantic transcript; exact punctuation remains in preserved Stage0 PNG.
S-034,IU-034,97495f2ab2,RAWCONN-R03-transactions-reader-errors-provider-abstraction,RAWCONN-R03,verified-visible-semantic-transcript,"isolatoin level is .net wide, can use like with ef core","Source theme:
isolatoin level is .net wide, can use like with ef core

Visible source anchors:
- isolatoin level is .net wide, can use like with ef core
- Transactions
- OR LIKE THIS
- !!!
- get ordinal
- sqlserver dbconnection
- example
- undo state changes
- clos connection
- rules

Semantic transcript:
This source belongs to `RAWCONN-R03` / transactions / readers / errors / provider abstraction. It is part of the `Raw Connections DbConnection SqlConnection Commands` conspect and supports this region meaning:

Raw connection edge cases: transactions, data readers, provider abstraction, exceptions, async/cancellation, and when raw commands are appropriate vs EF/Core ORM.

Operational reading:
- Treat this source as a concrete example or supporting note for the region.
- Use the preserved Stage0 PNG for exact code punctuation, line breaks, and symbol-level details.
- The source-level meaning is closed for this pass: it contributes to the region transcript and no placeholder/OCR-error source is marked processed.

Cleaned note:
Transactions group multiple commands into one atomic unit; commands must be associated with the transaction.
DataReader streams rows forward-only and usually holds the connection open until disposed.",Stage1 source-level semantic transcript; exact punctuation remains in preserved Stage0 PNG.
