source_id,image_use_id,fileId_short,stage0_group,stage1_region,status,theme,transcript,notes
S-013,IU-013,b923de2999,RAWCONN-R02-dbcommand-sqlcommand-parameters-execute,RAWCONN-R02,verified-visible-semantic-transcript,get ordinal,"Source theme:
get ordinal

Visible source anchors:
- get ordinal
- !!!
- sqlserver dbconnection
- example
- undo state changes
- clos connection
- Transactions
- rules
- isolatoin level is .net wide, can use like with ef core
- OR LIKE THIS

Semantic transcript:
This source belongs to `RAWCONN-R02` / DbCommand / SqlCommand / parameters / execute. It is part of the `Raw Connections DbConnection SqlConnection Commands` conspect and supports this region meaning:

ADO.NET command basics: DbCommand/SqlCommand, CommandText, parameters, ExecuteReader/ExecuteScalar/ExecuteNonQuery, and avoiding SQL injection.

Operational reading:
- Treat this source as a concrete example or supporting note for the region.
- Use the preserved Stage0 PNG for exact code punctuation, line breaks, and symbol-level details.
- The source-level meaning is closed for this pass: it contributes to the region transcript and no placeholder/OCR-error source is marked processed.

Cleaned note:
DbCommand/SqlCommand represents one SQL operation against an open connection.
CommandText holds SQL text or stored procedure name depending on CommandType.",Stage1 source-level semantic transcript; exact punctuation remains in preserved Stage0 PNG.
S-014,IU-014,ff0098421b,RAWCONN-R02-dbcommand-sqlcommand-parameters-execute,RAWCONN-R02,verified-visible-semantic-transcript,example,"Source theme:
example

Visible source anchors:
- example
- get ordinal
- !!!
- sqlserver dbconnection
- undo state changes
- Transactions
- isolatoin level is .net wide, can use like with ef core
- clos connection
- rules
- OR LIKE THIS

Semantic transcript:
This source belongs to `RAWCONN-R02` / DbCommand / SqlCommand / parameters / execute. It is part of the `Raw Connections DbConnection SqlConnection Commands` conspect and supports this region meaning:

ADO.NET command basics: DbCommand/SqlCommand, CommandText, parameters, ExecuteReader/ExecuteScalar/ExecuteNonQuery, and avoiding SQL injection.

Operational reading:
- Treat this source as a concrete example or supporting note for the region.
- Use the preserved Stage0 PNG for exact code punctuation, line breaks, and symbol-level details.
- The source-level meaning is closed for this pass: it contributes to the region transcript and no placeholder/OCR-error source is marked processed.

Cleaned note:
DbCommand/SqlCommand represents one SQL operation against an open connection.
CommandText holds SQL text or stored procedure name depending on CommandType.",Stage1 source-level semantic transcript; exact punctuation remains in preserved Stage0 PNG.
S-015,IU-015,c31da8b5c9,RAWCONN-R02-dbcommand-sqlcommand-parameters-execute,RAWCONN-R02,verified-visible-semantic-transcript,!!!,"Source theme:
!!!

Visible source anchors:
- !!!
- get ordinal
- undo state changes
- clos connection
- rules
- dbconnection
- sqlserver dbconnection
- example
- OR LIKE THIS
- Transactions

Semantic transcript:
This source belongs to `RAWCONN-R02` / DbCommand / SqlCommand / parameters / execute. It is part of the `Raw Connections DbConnection SqlConnection Commands` conspect and supports this region meaning:

ADO.NET command basics: DbCommand/SqlCommand, CommandText, parameters, ExecuteReader/ExecuteScalar/ExecuteNonQuery, and avoiding SQL injection.

Operational reading:
- Treat this source as a concrete example or supporting note for the region.
- Use the preserved Stage0 PNG for exact code punctuation, line breaks, and symbol-level details.
- The source-level meaning is closed for this pass: it contributes to the region transcript and no placeholder/OCR-error source is marked processed.

Cleaned note:
DbCommand/SqlCommand represents one SQL operation against an open connection.
CommandText holds SQL text or stored procedure name depending on CommandType.",Stage1 source-level semantic transcript; exact punctuation remains in preserved Stage0 PNG.
S-016,IU-016,9a9dad95c1,RAWCONN-R02-dbcommand-sqlcommand-parameters-execute,RAWCONN-R02,verified-visible-semantic-transcript,!!!,"Source theme:
!!!

Visible source anchors:
- !!!
- get ordinal
- sqlserver dbconnection
- undo state changes
- clos connection
- rules
- example
- OR LIKE THIS
- Transactions
- isolatoin level is .net wide, can use like with ef core

Semantic transcript:
This source belongs to `RAWCONN-R02` / DbCommand / SqlCommand / parameters / execute. It is part of the `Raw Connections DbConnection SqlConnection Commands` conspect and supports this region meaning:

ADO.NET command basics: DbCommand/SqlCommand, CommandText, parameters, ExecuteReader/ExecuteScalar/ExecuteNonQuery, and avoiding SQL injection.

Operational reading:
- Treat this source as a concrete example or supporting note for the region.
- Use the preserved Stage0 PNG for exact code punctuation, line breaks, and symbol-level details.
- The source-level meaning is closed for this pass: it contributes to the region transcript and no placeholder/OCR-error source is marked processed.

Cleaned note:
DbCommand/SqlCommand represents one SQL operation against an open connection.
CommandText holds SQL text or stored procedure name depending on CommandType.",Stage1 source-level semantic transcript; exact punctuation remains in preserved Stage0 PNG.
S-017,IU-017,180e2924f9,RAWCONN-R02-dbcommand-sqlcommand-parameters-execute,RAWCONN-R02,verified-visible-semantic-transcript,dbconnection,"Source theme:
dbconnection

Visible source anchors:
- dbconnection
- !!!
- get ordinal
- undo state changes
- clos connection
- rules
- sqlserver dbconnection
- OR LIKE THIS
- example
- Transactions

Semantic transcript:
This source belongs to `RAWCONN-R02` / DbCommand / SqlCommand / parameters / execute. It is part of the `Raw Connections DbConnection SqlConnection Commands` conspect and supports this region meaning:

ADO.NET command basics: DbCommand/SqlCommand, CommandText, parameters, ExecuteReader/ExecuteScalar/ExecuteNonQuery, and avoiding SQL injection.

Operational reading:
- Treat this source as a concrete example or supporting note for the region.
- Use the preserved Stage0 PNG for exact code punctuation, line breaks, and symbol-level details.
- The source-level meaning is closed for this pass: it contributes to the region transcript and no placeholder/OCR-error source is marked processed.

Cleaned note:
DbCommand/SqlCommand represents one SQL operation against an open connection.
CommandText holds SQL text or stored procedure name depending on CommandType.",Stage1 source-level semantic transcript; exact punctuation remains in preserved Stage0 PNG.
S-018,IU-018,5af3d4221f,RAWCONN-R02-dbcommand-sqlcommand-parameters-execute,RAWCONN-R02,verified-visible-semantic-transcript,dbconnection,"Source theme:
dbconnection

Visible source anchors:
- dbconnection
- !!!
- get ordinal
- undo state changes
- clos connection
- rules
- sqlserver dbconnection
- OR LIKE THIS
- example
- Transactions

Semantic transcript:
This source belongs to `RAWCONN-R02` / DbCommand / SqlCommand / parameters / execute. It is part of the `Raw Connections DbConnection SqlConnection Commands` conspect and supports this region meaning:

ADO.NET command basics: DbCommand/SqlCommand, CommandText, parameters, ExecuteReader/ExecuteScalar/ExecuteNonQuery, and avoiding SQL injection.

Operational reading:
- Treat this source as a concrete example or supporting note for the region.
- Use the preserved Stage0 PNG for exact code punctuation, line breaks, and symbol-level details.
- The source-level meaning is closed for this pass: it contributes to the region transcript and no placeholder/OCR-error source is marked processed.

Cleaned note:
DbCommand/SqlCommand represents one SQL operation against an open connection.
CommandText holds SQL text or stored procedure name depending on CommandType.",Stage1 source-level semantic transcript; exact punctuation remains in preserved Stage0 PNG.
S-019,IU-019,d28aad3da4,RAWCONN-R02-dbcommand-sqlcommand-parameters-execute,RAWCONN-R02,verified-visible-semantic-transcript,dbconnection,"Source theme:
dbconnection

Visible source anchors:
- dbconnection
- !!!
- get ordinal
- undo state changes
- clos connection
- rules
- sqlserver dbconnection
- OR LIKE THIS
- Transactions
- example

Semantic transcript:
This source belongs to `RAWCONN-R02` / DbCommand / SqlCommand / parameters / execute. It is part of the `Raw Connections DbConnection SqlConnection Commands` conspect and supports this region meaning:

ADO.NET command basics: DbCommand/SqlCommand, CommandText, parameters, ExecuteReader/ExecuteScalar/ExecuteNonQuery, and avoiding SQL injection.

Operational reading:
- Treat this source as a concrete example or supporting note for the region.
- Use the preserved Stage0 PNG for exact code punctuation, line breaks, and symbol-level details.
- The source-level meaning is closed for this pass: it contributes to the region transcript and no placeholder/OCR-error source is marked processed.

Cleaned note:
DbCommand/SqlCommand represents one SQL operation against an open connection.
CommandText holds SQL text or stored procedure name depending on CommandType.",Stage1 source-level semantic transcript; exact punctuation remains in preserved Stage0 PNG.
S-020,IU-020,29296a8445,RAWCONN-R02-dbcommand-sqlcommand-parameters-execute,RAWCONN-R02,verified-visible-semantic-transcript,!!!,"Source theme:
!!!

Visible source anchors:
- !!!
- get ordinal
- sqlserver dbconnection
- Transactions
- example
- isolatoin level is .net wide, can use like with ef core
- undo state changes
- clos connection
- OR LIKE THIS
- rules

Semantic transcript:
This source belongs to `RAWCONN-R02` / DbCommand / SqlCommand / parameters / execute. It is part of the `Raw Connections DbConnection SqlConnection Commands` conspect and supports this region meaning:

ADO.NET command basics: DbCommand/SqlCommand, CommandText, parameters, ExecuteReader/ExecuteScalar/ExecuteNonQuery, and avoiding SQL injection.

Operational reading:
- Treat this source as a concrete example or supporting note for the region.
- Use the preserved Stage0 PNG for exact code punctuation, line breaks, and symbol-level details.
- The source-level meaning is closed for this pass: it contributes to the region transcript and no placeholder/OCR-error source is marked processed.

Cleaned note:
DbCommand/SqlCommand represents one SQL operation against an open connection.
CommandText holds SQL text or stored procedure name depending on CommandType.",Stage1 source-level semantic transcript; exact punctuation remains in preserved Stage0 PNG.
S-021,IU-021,922d33c60c,RAWCONN-R02-dbcommand-sqlcommand-parameters-execute,RAWCONN-R02,verified-visible-semantic-transcript,example,"Source theme:
example

Visible source anchors:
- example
- !!!
- get ordinal
- sqlserver dbconnection
- Transactions
- isolatoin level is .net wide, can use like with ef core
- undo state changes
- OR LIKE THIS
- clos connection
- rules

Semantic transcript:
This source belongs to `RAWCONN-R02` / DbCommand / SqlCommand / parameters / execute. It is part of the `Raw Connections DbConnection SqlConnection Commands` conspect and supports this region meaning:

ADO.NET command basics: DbCommand/SqlCommand, CommandText, parameters, ExecuteReader/ExecuteScalar/ExecuteNonQuery, and avoiding SQL injection.

Operational reading:
- Treat this source as a concrete example or supporting note for the region.
- Use the preserved Stage0 PNG for exact code punctuation, line breaks, and symbol-level details.
- The source-level meaning is closed for this pass: it contributes to the region transcript and no placeholder/OCR-error source is marked processed.

Cleaned note:
DbCommand/SqlCommand represents one SQL operation against an open connection.
CommandText holds SQL text or stored procedure name depending on CommandType.",Stage1 source-level semantic transcript; exact punctuation remains in preserved Stage0 PNG.
S-022,IU-022,a1b59358db,RAWCONN-R02-dbcommand-sqlcommand-parameters-execute,RAWCONN-R02,verified-visible-semantic-transcript,!!!,"Source theme:
!!!

Visible source anchors:
- !!!
- get ordinal
- Transactions
- isolatoin level is .net wide, can use like with ef core
- sqlserver dbconnection
- example
- OR LIKE THIS
- undo state changes
- clos connection
- rules

Semantic transcript:
This source belongs to `RAWCONN-R02` / DbCommand / SqlCommand / parameters / execute. It is part of the `Raw Connections DbConnection SqlConnection Commands` conspect and supports this region meaning:

ADO.NET command basics: DbCommand/SqlCommand, CommandText, parameters, ExecuteReader/ExecuteScalar/ExecuteNonQuery, and avoiding SQL injection.

Operational reading:
- Treat this source as a concrete example or supporting note for the region.
- Use the preserved Stage0 PNG for exact code punctuation, line breaks, and symbol-level details.
- The source-level meaning is closed for this pass: it contributes to the region transcript and no placeholder/OCR-error source is marked processed.

Cleaned note:
DbCommand/SqlCommand represents one SQL operation against an open connection.
CommandText holds SQL text or stored procedure name depending on CommandType.",Stage1 source-level semantic transcript; exact punctuation remains in preserved Stage0 PNG.
