image_use_id,region,semantic_topic,semantic_review_status,sha256_12,symbol_id,x,y,display_width,display_height,source_width,source_height,asset_path
S-001,R01,"ArrayBuffer, Blob and typed-array views; Uint8/16/32 ranges, shared storage and the same bytes under different interpretations",processed,b120091a629f,image-5f9b3eacf76796fb0aa0a6f776a78831f5fc1da1,4770.94794494587,504.8625063644613,735.0,482.0,847,556,source/images/b120091a629f.png
S-002,R01,"ArrayBuffer, Blob and typed-array views; Uint8/16/32 ranges, shared storage and the same bytes under different interpretations",processed,64c8ec4fc989,image-665773204fc29c83ad38596a8c98ccafd19c0706,2756.066166679445,850.2853511390349,707.0,482.0,891,608,source/images/64c8ec4fc989.png
S-003,R01,"ArrayBuffer, Blob and typed-array views; Uint8/16/32 ranges, shared storage and the same bytes under different interpretations",processed,8b44cdac298e,image-ed7c5f4e0a5516e30365064f359fa3ef20905955,4784.124852315204,998.195941423055,572.0,482.0,665,561,source/images/8b44cdac298e.png
S-004,R01,"ArrayBuffer, Blob and typed-array views; Uint8/16/32 ranges, shared storage and the same bytes under different interpretations",processed,61bbb5750325,image-e5f3b654ebb9270081951caadf394248fe72c181,2724.00821397705,1355.737920040956,845.0,464.0,845,464,source/images/61bbb5750325.png
S-005,R01,"ArrayBuffer, Blob and typed-array views; Uint8/16/32 ranges, shared storage and the same bytes under different interpretations",processed,713f92fdc332,image-7e74bfe2ff6e48eb8fa890bc9b90709ec8be7a04,4794.150028073011,1503.1957888351644,568.0,482.0,621,527,source/images/713f92fdc332.png
S-006,R01,"ArrayBuffer, Blob and typed-array views; Uint8/16/32 ranges, shared storage and the same bytes under different interpretations",processed,79722203d528,image-3f7b520995564ececce00016a562da00d798bac7,2734.377045536611,1848.8038922631604,552.0,482.0,692,605,source/images/79722203d528.png
S-007,R01,"ArrayBuffer, Blob and typed-array views; Uint8/16/32 ranges, shared storage and the same bytes under different interpretations",processed,74272e903ae0,image-c24fd25b690112508325c91e91e4651893519ee3,4758.788081077242,1993.1958651291097,772.0,482.0,884,552,source/images/74272e903ae0.png
S-008,R01,"ArrayBuffer, Blob and typed-array views; Uint8/16/32 ranges, shared storage and the same bytes under different interpretations",processed,8aa7f425474a,image-46185b471c88d63c4efc3a137ca930010d3e0be6,2724.841547310386,2348.367436642504,790.0,378.0,790,378,source/images/8aa7f425474a.png
S-009,R01,"ArrayBuffer, Blob and typed-array views; Uint8/16/32 ranges, shared storage and the same bytes under different interpretations",processed,fbc656149fb8,image-75fea53decaa1e1a870d4018ae97af125980dbe8,4761.486158699807,2493.1958651291097,690.0,482.0,823,575,source/images/fbc656149fb8.png
S-010,R01,"ArrayBuffer, Blob and typed-array views; Uint8/16/32 ranges, shared storage and the same bytes under different interpretations",processed,14483d81805b,image-318e4694cd6ba26cf5214a5593210e8ef3445eef,4728.487582888836,3007.3521151291097,853.0,394.0,853,394,source/images/14483d81805b.png
