image_use_id,region,semantic_topic,recovery_status,semantic_review_status,sha256_12,symbol_id,x,y,display_width,display_height,source_width,source_height,asset_path
S-001,R02,"refresh-token rotation, token families, replay detection, database state and Redis acceleration/locking",recovered_missing,processed,ed28273ee2bf,image-7f3105fffe4d1daa6bb11fe63584cdbcb67b964d,4701.656540637276,1080.0437380745461,933.0,278.0,933,278,source/images/ed28273ee2bf.png
S-002,R01,"React Query singleton token cache, refresh single-flight, authenticated fetch, login/logout and UI updates",recovered_missing,processed,771caac23b47,image-b580737a47af3e7e5a1500053f9c60d83b7a0aef,518.639276355083,1284.0845764862906,891.0,482.0,977,529,source/images/771caac23b47.png
S-003,R02,"refresh-token rotation, token families, replay detection, database state and Redis acceleration/locking",recovered_missing,processed,a0e3c620e647,image-d5836b4956c27131eb080cad63b75bf99a048e2d,4692.535291525059,1375.786125325969,927.0,455.0,927,455,source/images/a0e3c620e647.png
S-004,R03,"end-to-end ASP.NET Core + React access/refresh flow, boot auth and reactive external token store",recovered_missing,processed,f130a464a986,image-a620a05c9d6ca757a9bf6a70527b85a78407def3,10442.668942586391,1411.694033485417,959.0,434.0,959,434,source/images/f130a464a986.png
S-005,R03,"end-to-end ASP.NET Core + React access/refresh flow, boot auth and reactive external token store",recovered_missing,processed,2d85eac634fb,image-086e7f4cf82d201becbb9d6d55a904578095c397,13694.111119575791,1427.9756643229066,829.0,482.0,846,492,source/images/2d85eac634fb.png
S-006,R04,"JWT signing keys, KID/JWKS rotation, token descriptors, handlers, headers/claims/signature and validation",recovered_missing,processed,d0e0b999fd21,image-ed06a24a82bcd84826d25a0d6467586f0f76f9ce,22361.328671173724,1474.5432540649858,743.0,401.0,1048,566,source/images/d0e0b999fd21.png
S-007,R04,"JWT signing keys, KID/JWKS rotation, token descriptors, handlers, headers/claims/signature and validation",recovered_missing,processed,c871781b4901,image-73c63534bd58f80269e211cffce282d191db01ca,16819.200832132534,1483.3702954077999,864.0,664.0,821,631,source/images/c871781b4901.png
S-008,R04,"JWT signing keys, KID/JWKS rotation, token descriptors, handlers, headers/claims/signature and validation",recovered_missing,processed,15946f2abef1,image-75fa7b267565ed237244f74f49e21727df05dab6,19974.840406735068,1691.638591708739,745.0,403.0,745,403,source/images/15946f2abef1.png
S-009,R01,"React Query singleton token cache, refresh single-flight, authenticated fetch, login/logout and UI updates",recovered_missing,processed,af97b6837875,image-3750158eb4329cc262b62bc76c9d3920f59c7078,474.32240125867975,1759.185203113896,1012.0,261.0,1012,261,source/images/af97b6837875.png
S-010,R03,"end-to-end ASP.NET Core + React access/refresh flow, boot auth and reactive external token store",recovered_missing,processed,fc60f9460f0b,image-41a7668c43c277a3b9d51dc754893d0914e8eebd,10514.397208435294,1871.6478136196329,733.0,267.0,733,267,source/images/fc60f9460f0b.png
S-011,R04,"JWT signing keys, KID/JWKS rotation, token descriptors, handlers, headers/claims/signature and validation",recovered_missing,processed,07f0d3f6fbe6,image-56948b499330ca81b1d8ddbcb89286006156057c,22383.414419112476,1902.9876713826943,752.0,401.0,806,430,source/images/07f0d3f6fbe6.png
S-012,R01,"React Query singleton token cache, refresh single-flight, authenticated fetch, login/logout and UI updates",recovered_missing,processed,8df85fbdba47,image-bf935a71a8ab3b207f075a296ddef9fe30eee0c1,530.4889322916642,2040.0371453882008,953.0,443.0,953,443,source/images/8df85fbdba47.png
S-013,R02,"refresh-token rotation, token families, replay detection, database state and Redis acceleration/locking",recovered_missing,processed,28de35eaede0,image-afba0311fb22376d03ef33babaa4d57eeccf6913,4063.4544661817818,2100.931442899022,945.0,424.0,945,424,source/images/28de35eaede0.png
S-014,R02,"refresh-token rotation, token families, replay detection, database state and Redis acceleration/locking",recovered_missing,processed,d777a7cb80da,image-47290de56e4f2be075519dbf1533907a23748bb1,5242.723665217338,2113.933599474545,906.0,327.0,906,327,source/images/d777a7cb80da.png
S-015,R04,"JWT signing keys, KID/JWKS rotation, token descriptors, handlers, headers/claims/signature and validation",recovered_missing,processed,a7efdb8d0ce0,image-60517d63ebed19ad603cd62d718ad81927c3419a,19964.66314046941,2137.632644875346,829.0,408.0,829,408,source/images/a7efdb8d0ce0.png
S-016,R03,"end-to-end ASP.NET Core + React access/refresh flow, boot auth and reactive external token store",recovered_missing,processed,4034f4055616,image-a8f1c52a0ed179c7019f5470f0935426f343fb71,13745.911806987966,2142.0026902330737,530.0,401.0,765,579,source/images/4034f4055616.png
S-017,R04,"JWT signing keys, KID/JWKS rotation, token descriptors, handlers, headers/claims/signature and validation",recovered_missing,processed,b712edf0ed92,image-7f4d38da80fcfd13ff57ef3de9867ce8e72930e1,14810.155321159014,2156.34537139426,678.0,300.0,887,393,source/images/b712edf0ed92.png
S-018,R03,"end-to-end ASP.NET Core + React access/refresh flow, boot auth and reactive external token store",recovered_missing,processed,acd8ab5da270,image-9f1bb554503fbdd7231fcb9eade2c6f4842f8db0,10582.985163309397,2178.2632894180515,665.0,482.0,846,614,source/images/acd8ab5da270.png
S-019,R04,"JWT signing keys, KID/JWKS rotation, token descriptors, handlers, headers/claims/signature and validation",recovered_missing,processed,fdbd32222cc8,image-7fcfcc47943f7581188920278cf016b401818f53,16789.866997467183,2222.91771341972,865.0,235.0,865,235,source/images/fdbd32222cc8.png
S-020,R04,"JWT signing keys, KID/JWKS rotation, token descriptors, handlers, headers/claims/signature and validation",recovered_missing,processed,86f4d08214ca,image-28b55a216d45ad380d510bf266c6c42bed912d6f,22391.12184234381,2343.9065040149057,873.0,139.0,873,139,source/images/86f4d08214ca.png
S-021,R03,"end-to-end ASP.NET Core + React access/refresh flow, boot auth and reactive external token store",recovered_missing,processed,8679acb8334a,image-efb46ec0ac9a166e19b7b300b79c5fbb556794de,12205.778322204646,2353.2815118433227,916.0,466.0,916,466,source/images/8679acb8334a.png
S-022,R04,"JWT signing keys, KID/JWKS rotation, token descriptors, handlers, headers/claims/signature and validation",recovered_missing,processed,1eef40cfb8e5,image-14ec80174d17e0c1fd7c3d2e2ca206746d0d16ed,14759.554764008284,2483.5301299751754,694.0,392.0,936,529,source/images/1eef40cfb8e5.png
S-023,R04,"JWT signing keys, KID/JWKS rotation, token descriptors, handlers, headers/claims/signature and validation",recovered_missing,processed,587f5a09f351,image-1408d44e2899a2e9fb9ca36cc7eb2a79e142ee4d,16844.337441919375,2486.4176658598553,673.0,348.0,673,348,source/images/587f5a09f351.png
S-024,R01,"React Query singleton token cache, refresh single-flight, authenticated fetch, login/logout and UI updates",recovered_missing,processed,0d113368b431,image-8ef42118fc31db0f2d72848d713260a3b8cf894e,598.4387129241186,2493.6469361406535,785.0,482.0,845,519,source/images/0d113368b431.png
S-025,R04,"JWT signing keys, KID/JWKS rotation, token descriptors, handlers, headers/claims/signature and validation",recovered_missing,processed,c10a7d74a280,image-641c366ac6242e0306cabed78049ad0402df65a5,22406.3441425554,2501.962010403252,1003.0,398.0,1003,398,source/images/c10a7d74a280.png
S-026,R03,"end-to-end ASP.NET Core + React access/refresh flow, boot auth and reactive external token store",recovered_missing,processed,1a1a6b62792a,image-c31a54a292f4a41ff70e3e63b3c53cd69fa9d177,13737.20800733339,2533.6138555976377,857.0,219.0,857,219,source/images/1a1a6b62792a.png
S-027,R02,"refresh-token rotation, token families, replay detection, database state and Redis acceleration/locking",recovered_missing,processed,2c80ec11e9bb,image-b72b859aaff41da21ee92c244b9e479c3d484ca7,4158.147814783992,2719.7380200690422,742.0,357.0,742,357,source/images/2c80ec11e9bb.png
S-028,R04,"JWT signing keys, KID/JWKS rotation, token descriptors, handlers, headers/claims/signature and validation",recovered_missing,processed,d1aec6ed04e9,image-4ded3d384027aa123ac300f48c2eae8bd9da6ba1,20000.943191651466,2730.2996198189576,807.0,368.0,807,368,source/images/d1aec6ed04e9.png
S-029,R03,"end-to-end ASP.NET Core + React access/refresh flow, boot auth and reactive external token store",recovered_missing,processed,4591fd9d1b07,image-3ced698ad136a8eb8d40a912812cce817d52f315,10576.285112161091,2730.3666917249593,562.0,479.0,704,600,source/images/4591fd9d1b07.png
S-030,R03,"end-to-end ASP.NET Core + React access/refresh flow, boot auth and reactive external token store",recovered_missing,processed,53b05dfeaa28,image-01f58a82e64572094b1f32e06f8a25ce65a99581,13788.164858583552,2762.447107550777,549.0,401.0,878,642,source/images/53b05dfeaa28.png
S-031,R02,"refresh-token rotation, token families, replay detection, database state and Redis acceleration/locking",recovered_missing,processed,f429dfcebcc9,image-1a3ffdbabe52d4dc12967c33816fe156cb71f8d4,5341.191150879215,2789.2580459739875,818.0,482.0,945,557,source/images/f429dfcebcc9.png
S-032,R03,"end-to-end ASP.NET Core + React access/refresh flow, boot auth and reactive external token store",recovered_missing,processed,caaecd5c2474,image-6dc82f944294cd16825b7ce448fff339efc2b8ea,12200.641842220884,2850.6618580719896,830.0,482.0,978,568,source/images/caaecd5c2474.png
S-033,R04,"JWT signing keys, KID/JWKS rotation, token descriptors, handlers, headers/claims/signature and validation",recovered_missing,processed,954e1dcd00a8,image-da6dddcba3540b3916dc2068a11d8f0a1c5b3f72,14741.710430909065,2904.53599284588,855.0,482.0,904,510,source/images/954e1dcd00a8.png
S-034,R04,"JWT signing keys, KID/JWKS rotation, token descriptors, handlers, headers/claims/signature and validation",recovered_missing,processed,60fe0a884665,image-18817ad45ced0342f8400336ae4777d839d9d45e,22496.46315760054,2911.583668728447,915.0,482.0,960,506,source/images/60fe0a884665.png
S-035,R04,"JWT signing keys, KID/JWKS rotation, token descriptors, handlers, headers/claims/signature and validation",recovered_missing,processed,8de30ac39166,image-36da3e01ed442c24678e49955df65333ced63d55,16870.41660161734,2988.002179764033,876.0,596.0,869,591,source/images/8de30ac39166.png
