source_id,stage0_group,stage2_region,decision,status,reason,notes
S-025,BYTES-R03-readatleast-readexactly-fixed-size-reads,BYTES-R03,included-in-BYTES-R03-readatleast-readexactly-fixed-size-reads-stage2-v001,verified-visible-semantic-transcript,"Fixed-size stream reads: ReadExactly, ReadAtLeast, Stream.Read partial-read behavior, EOF handling, count guarantees, exceptions, protocol headers/frames, and when exact/minimum reads are appropriate.",Stage2 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-026,BYTES-R03-readatleast-readexactly-fixed-size-reads,BYTES-R03,included-in-BYTES-R03-readatleast-readexactly-fixed-size-reads-stage2-v001,verified-visible-semantic-transcript,"Fixed-size stream reads: ReadExactly, ReadAtLeast, Stream.Read partial-read behavior, EOF handling, count guarantees, exceptions, protocol headers/frames, and when exact/minimum reads are appropriate.",Stage2 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-027,BYTES-R03-readatleast-readexactly-fixed-size-reads,BYTES-R03,included-in-BYTES-R03-readatleast-readexactly-fixed-size-reads-stage2-v001,verified-visible-semantic-transcript,"Fixed-size stream reads: ReadExactly, ReadAtLeast, Stream.Read partial-read behavior, EOF handling, count guarantees, exceptions, protocol headers/frames, and when exact/minimum reads are appropriate.",Stage2 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-028,BYTES-R03-readatleast-readexactly-fixed-size-reads,BYTES-R03,included-in-BYTES-R03-readatleast-readexactly-fixed-size-reads-stage2-v001,verified-visible-semantic-transcript,"Fixed-size stream reads: ReadExactly, ReadAtLeast, Stream.Read partial-read behavior, EOF handling, count guarantees, exceptions, protocol headers/frames, and when exact/minimum reads are appropriate.",Stage2 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-029,BYTES-R03-readatleast-readexactly-fixed-size-reads,BYTES-R03,included-in-BYTES-R03-readatleast-readexactly-fixed-size-reads-stage2-v001,verified-visible-semantic-transcript,"Fixed-size stream reads: ReadExactly, ReadAtLeast, Stream.Read partial-read behavior, EOF handling, count guarantees, exceptions, protocol headers/frames, and when exact/minimum reads are appropriate.",Stage2 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-030,BYTES-R03-readatleast-readexactly-fixed-size-reads,BYTES-R03,included-in-BYTES-R03-readatleast-readexactly-fixed-size-reads-stage2-v001,verified-visible-semantic-transcript,"Fixed-size stream reads: ReadExactly, ReadAtLeast, Stream.Read partial-read behavior, EOF handling, count guarantees, exceptions, protocol headers/frames, and when exact/minimum reads are appropriate.",Stage2 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-031,BYTES-R03-readatleast-readexactly-fixed-size-reads,BYTES-R03,included-in-BYTES-R03-readatleast-readexactly-fixed-size-reads-stage2-v001,verified-visible-semantic-transcript,"Fixed-size stream reads: ReadExactly, ReadAtLeast, Stream.Read partial-read behavior, EOF handling, count guarantees, exceptions, protocol headers/frames, and when exact/minimum reads are appropriate.",Stage2 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-032,BYTES-R03-readatleast-readexactly-fixed-size-reads,BYTES-R03,included-in-BYTES-R03-readatleast-readexactly-fixed-size-reads-stage2-v001,verified-visible-semantic-transcript,"Fixed-size stream reads: ReadExactly, ReadAtLeast, Stream.Read partial-read behavior, EOF handling, count guarantees, exceptions, protocol headers/frames, and when exact/minimum reads are appropriate.",Stage2 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-033,BYTES-R03-readatleast-readexactly-fixed-size-reads,BYTES-R03,included-in-BYTES-R03-readatleast-readexactly-fixed-size-reads-stage2-v001,verified-visible-semantic-transcript,"Fixed-size stream reads: ReadExactly, ReadAtLeast, Stream.Read partial-read behavior, EOF handling, count guarantees, exceptions, protocol headers/frames, and when exact/minimum reads are appropriate.",Stage2 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-034,BYTES-R03-readatleast-readexactly-fixed-size-reads,BYTES-R03,included-in-BYTES-R03-readatleast-readexactly-fixed-size-reads-stage2-v001,verified-visible-semantic-transcript,"Fixed-size stream reads: ReadExactly, ReadAtLeast, Stream.Read partial-read behavior, EOF handling, count guarantees, exceptions, protocol headers/frames, and when exact/minimum reads are appropriate.",Stage2 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
