source_id,order_in_group,group_key,region,candidate_status,decision,meaning,image_use_id,fileId_short,x,y,width,height,nearest_labels_for_search_only
S-003,1,MFA-R01-totp-mfa-theory,MFA-R01,mfa-r01-theory-candidate-stage0,candidate-not-final-stage0-boundary-only,"MFA/TOTP theory cards: authenticator app idea, TOTP/HOTP concepts, secret/code lifecycle, and conceptual setup.",IU-003,7af8538b22,3421.642,471.733,879.0,277.0,some theo | flow | helpers secret generation | using System.Security.Cryptography; | using OtpNet;
S-005,2,MFA-R01-totp-mfa-theory,MFA-R01,mfa-r01-theory-candidate-stage0,candidate-not-final-stage0-boundary-only,"MFA/TOTP theory cards: authenticator app idea, TOTP/HOTP concepts, secret/code lifecycle, and conceptual setup.",IU-005,ef967f0ae1,3472.933,782.41,765.0,482.0,some theo | flow | helpers secret generation | using System.Security.Cryptography; | using OtpNet;
S-007,3,MFA-R01-totp-mfa-theory,MFA-R01,mfa-r01-theory-candidate-stage0,candidate-not-final-stage0-boundary-only,"MFA/TOTP theory cards: authenticator app idea, TOTP/HOTP concepts, secret/code lifecycle, and conceptual setup.",IU-007,38392ce371,3483.225,1277.648,748.0,482.0,some theo | flow | helpers secret generation | using System.Security.Cryptography; | using OtpNet;
S-010,4,MFA-R01-totp-mfa-theory,MFA-R01,mfa-r01-theory-candidate-stage0,candidate-not-final-stage0-boundary-only,"MFA/TOTP theory cards: authenticator app idea, TOTP/HOTP concepts, secret/code lifecycle, and conceptual setup.",IU-010,36fc8b8491,3477.452,1774.709,775.0,372.0,some theo | flow | helpers secret generation | using System.Security.Cryptography; | using OtpNet;
S-012,5,MFA-R01-totp-mfa-theory,MFA-R01,mfa-r01-theory-candidate-stage0,candidate-not-final-stage0-boundary-only,"MFA/TOTP theory cards: authenticator app idea, TOTP/HOTP concepts, secret/code lifecycle, and conceptual setup.",IU-012,7290f2febf,3457.265,2333.584,1032.0,463.0,some theo | flow | helpers secret generation | using System.Security.Cryptography; | using OtpNet;
S-014,6,MFA-R01-totp-mfa-theory,MFA-R01,mfa-r01-theory-candidate-stage0,candidate-not-final-stage0-boundary-only,"MFA/TOTP theory cards: authenticator app idea, TOTP/HOTP concepts, secret/code lifecycle, and conceptual setup.",IU-014,3053a8b107,3453.188,2847.52,801.0,463.0,some theo | flow | helpers secret generation | using System.Security.Cryptography; | using OtpNet;
S-016,7,MFA-R01-totp-mfa-theory,MFA-R01,mfa-r01-theory-candidate-stage0,candidate-not-final-stage0-boundary-only,"MFA/TOTP theory cards: authenticator app idea, TOTP/HOTP concepts, secret/code lifecycle, and conceptual setup.",IU-016,4cfae66955,3480.586,3340.071,701.0,239.0,some theo | flow | helpers secret generation | using System.Security.Cryptography; | using OtpNet;
S-018,8,MFA-R01-totp-mfa-theory,MFA-R01,mfa-r01-theory-candidate-stage0,candidate-not-final-stage0-boundary-only,"MFA/TOTP theory cards: authenticator app idea, TOTP/HOTP concepts, secret/code lifecycle, and conceptual setup.",IU-018,9046a505aa,3475.564,3618.045,702.0,468.0,some theo | flow | helpers secret generation | using System.Security.Cryptography; | using OtpNet;
S-021,9,MFA-R01-totp-mfa-theory,MFA-R01,mfa-r01-theory-candidate-stage0,candidate-not-final-stage0-boundary-only,"MFA/TOTP theory cards: authenticator app idea, TOTP/HOTP concepts, secret/code lifecycle, and conceptual setup.",IU-021,d2414331b9,3447.23,4144.212,660.0,157.0,some theo | flow | helpers secret generation | using System.Security.Cryptography; | using OtpNet;
S-022,10,MFA-R01-totp-mfa-theory,MFA-R01,mfa-r01-theory-candidate-stage0,candidate-not-final-stage0-boundary-only,"MFA/TOTP theory cards: authenticator app idea, TOTP/HOTP concepts, secret/code lifecycle, and conceptual setup.",IU-022,b99c6cbc45,3448.801,4345.556,745.0,482.0,some theo | helpers secret generation | flow | using System.Security.Cryptography; | using OtpNet;
