source_id,from_stage0_group,stage2_region,decision,status,reason,notes
S-055,MFA-R05,MFA-R05,included-in-MFA-R05-backend-controller-flow-stage2-v001,verified-visible-manual-read,"ASP.NET MVC/API backend enrollment flow: view models, controller fields, pending secret upsert, protected storage, verification, active UserSecret persistence, and TOTP time-window tolerance.",Visible text manually read from source image/contact sheet; not an OCR-timeout/error placeholder.
S-058,MFA-R05,MFA-R05,included-in-MFA-R05-backend-controller-flow-stage2-v001,verified-visible-manual-read,"ASP.NET MVC/API backend enrollment flow: view models, controller fields, pending secret upsert, protected storage, verification, active UserSecret persistence, and TOTP time-window tolerance.",Visible text manually read from source image/contact sheet; not an OCR-timeout/error placeholder.
S-059,MFA-R05,MFA-R05,included-in-MFA-R05-backend-controller-flow-stage2-v001,verified-visible-manual-read,"ASP.NET MVC/API backend enrollment flow: view models, controller fields, pending secret upsert, protected storage, verification, active UserSecret persistence, and TOTP time-window tolerance.",Visible text manually read from source image/contact sheet; not an OCR-timeout/error placeholder.
S-061,MFA-R05,MFA-R05,included-in-MFA-R05-backend-controller-flow-stage2-v001,verified-visible-manual-read,"ASP.NET MVC/API backend enrollment flow: view models, controller fields, pending secret upsert, protected storage, verification, active UserSecret persistence, and TOTP time-window tolerance.",Visible text manually read from source image/contact sheet; not an OCR-timeout/error placeholder.
S-062,MFA-R05,MFA-R05,included-in-MFA-R05-backend-controller-flow-stage2-v001,verified-visible-manual-read,"ASP.NET MVC/API backend enrollment flow: view models, controller fields, pending secret upsert, protected storage, verification, active UserSecret persistence, and TOTP time-window tolerance.",Visible text manually read from source image/contact sheet; not an OCR-timeout/error placeholder.
S-063,MFA-R05,MFA-R05,included-in-MFA-R05-backend-controller-flow-stage2-v001,verified-visible-manual-read,"ASP.NET MVC/API backend enrollment flow: view models, controller fields, pending secret upsert, protected storage, verification, active UserSecret persistence, and TOTP time-window tolerance.",Visible text manually read from source image/contact sheet; not an OCR-timeout/error placeholder.
S-064,MFA-R05,MFA-R05,included-in-MFA-R05-backend-controller-flow-stage2-v001,verified-visible-manual-read,"ASP.NET MVC/API backend enrollment flow: view models, controller fields, pending secret upsert, protected storage, verification, active UserSecret persistence, and TOTP time-window tolerance.",Visible text manually read from source image/contact sheet; not an OCR-timeout/error placeholder.
S-065,MFA-R05,MFA-R05,included-in-MFA-R05-backend-controller-flow-stage2-v001,verified-visible-manual-read,"ASP.NET MVC/API backend enrollment flow: view models, controller fields, pending secret upsert, protected storage, verification, active UserSecret persistence, and TOTP time-window tolerance.",Visible text manually read from source image/contact sheet; not an OCR-timeout/error placeholder.
S-066,MFA-R05,MFA-R05,included-in-MFA-R05-backend-controller-flow-stage2-v001,verified-visible-manual-read,"ASP.NET MVC/API backend enrollment flow: view models, controller fields, pending secret upsert, protected storage, verification, active UserSecret persistence, and TOTP time-window tolerance.",Visible text manually read from source image/contact sheet; not an OCR-timeout/error placeholder.
S-067,MFA-R05,MFA-R05,included-in-MFA-R05-backend-controller-flow-stage2-v001,verified-visible-manual-read,"ASP.NET MVC/API backend enrollment flow: view models, controller fields, pending secret upsert, protected storage, verification, active UserSecret persistence, and TOTP time-window tolerance.",Visible text manually read from source image/contact sheet; not an OCR-timeout/error placeholder.
S-068,MFA-R05,MFA-R05,included-in-MFA-R05-backend-controller-flow-stage2-v001,verified-visible-manual-read,"ASP.NET MVC/API backend enrollment flow: view models, controller fields, pending secret upsert, protected storage, verification, active UserSecret persistence, and TOTP time-window tolerance.",Visible text manually read from source image/contact sheet; not an OCR-timeout/error placeholder.
S-069,MFA-R05,MFA-R05,included-in-MFA-R05-backend-controller-flow-stage2-v001,verified-visible-manual-read,"ASP.NET MVC/API backend enrollment flow: view models, controller fields, pending secret upsert, protected storage, verification, active UserSecret persistence, and TOTP time-window tolerance.",Visible text manually read from source image/contact sheet; not an OCR-timeout/error placeholder.
S-070,MFA-R05,MFA-R05,included-in-MFA-R05-backend-controller-flow-stage2-v001,verified-visible-manual-read,"ASP.NET MVC/API backend enrollment flow: view models, controller fields, pending secret upsert, protected storage, verification, active UserSecret persistence, and TOTP time-window tolerance.",Visible text manually read from source image/contact sheet; not an OCR-timeout/error placeholder.
S-071,MFA-R05,MFA-R05,included-in-MFA-R05-backend-controller-flow-stage2-v001,verified-visible-manual-read,"ASP.NET MVC/API backend enrollment flow: view models, controller fields, pending secret upsert, protected storage, verification, active UserSecret persistence, and TOTP time-window tolerance.",Visible text manually read from source image/contact sheet; not an OCR-timeout/error placeholder.
S-072,MFA-R05,MFA-R05,included-in-MFA-R05-backend-controller-flow-stage2-v001,verified-visible-manual-read,"ASP.NET MVC/API backend enrollment flow: view models, controller fields, pending secret upsert, protected storage, verification, active UserSecret persistence, and TOTP time-window tolerance.",Visible text manually read from source image/contact sheet; not an OCR-timeout/error placeholder.
S-074,MFA-R05,MFA-R05,included-in-MFA-R05-backend-controller-flow-stage2-v001,verified-visible-manual-read,"ASP.NET MVC/API backend enrollment flow: view models, controller fields, pending secret upsert, protected storage, verification, active UserSecret persistence, and TOTP time-window tolerance.",Visible text manually read from source image/contact sheet; not an OCR-timeout/error placeholder.
S-075,MFA-R05,MFA-R05,included-in-MFA-R05-backend-controller-flow-stage2-v001,verified-visible-manual-read,"ASP.NET MVC/API backend enrollment flow: view models, controller fields, pending secret upsert, protected storage, verification, active UserSecret persistence, and TOTP time-window tolerance.",Visible text manually read from source image/contact sheet; not an OCR-timeout/error placeholder.
