text_id,text,x,y,region_id,status,transcript_file,authoritative_transcript
T-001,THE PROBLEM,682.2697872250892,27.619999999999997,R01,closed,01-transcript-R01-root-error-state-and-clearing-on-route-or-action.md,05-full-combined-final-transcript.md
T-002,NEED SOME ROOT ERRORS,682.2697872250892,77.62,R01,closed,01-transcript-R01-root-error-state-and-clearing-on-route-or-action.md,05-full-combined-final-transcript.md
T-003,BUT IF I NEED THEM TO BE REMOVED ON SOME ACTION/ON NEXT RENDER/ON ROUTE CHANGE,682.2697872250892,127.62,R01,closed,01-transcript-R01-root-error-state-and-clearing-on-route-or-action.md,05-full-combined-final-transcript.md
T-004,THEN I NEED TO USE CONTEXT FUNC INSUDE USELAYOUT EFFECT TO GET RID OF ERROR,682.2697872250892,177.62,R01,closed,01-transcript-R01-root-error-state-and-clearing-on-route-or-action.md,05-full-combined-final-transcript.md
T-005,MESSAGE,682.2697872250892,202.62,R01,closed,01-transcript-R01-root-error-state-and-clearing-on-route-or-action.md,05-full-combined-final-transcript.md
T-006,fucntion from usestate hook,1759.999999999999,3207.0679722338978,R03,closed,03-transcript-R03-context-api-stable-setters-and-dependency-arrays.md,05-full-combined-final-transcript.md
T-007,never changes identity,1759.999999999999,3232.0679722338978,R03,closed,03-transcript-R03-context-api-stable-setters-and-dependency-arrays.md,05-full-combined-final-transcript.md
T-008,so with this dep arr,1759.999999999999,3257.0679722338978,R03,closed,03-transcript-R03-context-api-stable-setters-and-dependency-arrays.md,05-full-combined-final-transcript.md
T-009,my func will never recompute,1759.999999999999,3282.0679722338978,R03,closed,03-transcript-R03-context-api-stable-setters-and-dependency-arrays.md,05-full-combined-final-transcript.md
T-010,"i dont need it to recompute,",1759.999999999999,3307.0679722338978,R03,closed,03-transcript-R03-context-api-stable-setters-and-dependency-arrays.md,05-full-combined-final-transcript.md
T-011,i dont have dep,1759.999999999999,3332.0679722338978,R03,closed,03-transcript-R03-context-api-stable-setters-and-dependency-arrays.md,05-full-combined-final-transcript.md
T-012,and i wont get useeffect exec,1759.999999999999,3357.0679722338978,R03,closed,03-transcript-R03-context-api-stable-setters-and-dependency-arrays.md,05-full-combined-final-transcript.md
T-013,on every rerender,1759.999999999999,3382.0679722338978,R03,closed,03-transcript-R03-context-api-stable-setters-and-dependency-arrays.md,05-full-combined-final-transcript.md
T-014,"return values, not the object",10.0,3688.734638900562,R03,closed,03-transcript-R03-context-api-stable-setters-and-dependency-arrays.md,05-full-combined-final-transcript.md
T-015,can help theoretically when you dont,10.0,3713.734638900562,R03,closed,03-transcript-R03-context-api-stable-setters-and-dependency-arrays.md,05-full-combined-final-transcript.md
T-016,wrap it with usememo,10.0,3738.734638900562,R03,closed,03-transcript-R03-context-api-stable-setters-and-dependency-arrays.md,05-full-combined-final-transcript.md
T-017,to avoid problems from,10.0,3763.734638900562,R03,closed,03-transcript-R03-context-api-stable-setters-and-dependency-arrays.md,05-full-combined-final-transcript.md
T-018,putting it into dep array,10.0,3788.734638900562,R03,closed,03-transcript-R03-context-api-stable-setters-and-dependency-arrays.md,05-full-combined-final-transcript.md
T-019,will have page content styles per page,633.333333333333,4388.734638900561,R04,closed,04-transcript-R04-page-local-errors-and-page-specific-layout-styles.md,05-full-combined-final-transcript.md
