text_id,text,x,y,status
T-001,span and memory,3994.4898290668207,846.4500537123004,pending_transcript
T-002,provide view of something without copying,3994.4898290668207,983.795804309088,pending_transcript
T-003,and maybe mutation if its mutable,3994.4898290668207,1121.1415549058756,pending_transcript
T-004,memory vs span,1364.1255987994055,2056.7353165225886,pending_transcript
T-005,stackallock,3724.407426961274,4280.229031876164,pending_transcript
T-006,stackmemory stack overflow,3724.407426961274,4349.238357663901,pending_transcript
T-007,when to use stackalloc when heap objects better,3724.407426961274,4487.257009239376,pending_transcript
T-008,how can avoid heap allocations in loops but carefully,3724.407426961274,4625.275660814852,pending_transcript
T-009,tackalloc in separate method,4076.6945364941967,8068.092131436316,pending_transcript
T-010,reducing gc pressure,2627.369135742313,10707.657080358971,pending_transcript
T-011,memory.span,5667.632464654904,2726.4419950313827,pending_transcript
T-012,!!!!,1152.9050255853408,4410.949179381566,pending_transcript
T-013,about stack overflow and memory,4009.7762493878317,6018.7424054952435,pending_transcript
T-014,how to calculate size of some shit,2742.083992998524,12022.275437652777,pending_transcript
T-015,what span and memory can,6828.861275713369,2070.1895405063187,pending_transcript
T-016,have inside,6828.861275713369,2117.411769510225,pending_transcript
T-017,stackalloc additions,6828.861275713369,2164.6339985141312,pending_transcript
T-018,"what is ordinary value type, not ref struct",8545.129229047274,2116.564011897813,pending_transcript
T-019,"so of memory and span are structs, they are being copyed",8545.129229047274,2163.8973401448834,pending_transcript
T-020,can i use ref with them?,8545.129229047274,2211.2306683919537,pending_transcript
T-021,16 btes for struct guideline,2838.37982836251,14666.564090001271,pending_transcript
T-022,padding for alignment,1671.419840589594,13222.638376791701,pending_transcript
T-023,how to waste less memory just by ordering,1671.419840589594,13247.638376791701,pending_transcript
T-024,properties properly,1671.419840589594,13272.638376791701,pending_transcript
T-025,producer - consumer pipeline usecase,235.08578988489353,2444.3541262592125,pending_transcript
T-026,for memory,235.08578988489353,2469.3541262592125,pending_transcript
T-027,if arg needs ref - your prop that you pass,1892.1396545381076,9893.113898242058,pending_transcript
T-028,need to return ref,1892.1396545381076,9918.113898242058,pending_transcript
T-029,unmanaged types,4872.204303588582,10030.926392377196,pending_transcript
T-030,where T :unmanaged,6575.797449004177,10091.508194275082,pending_transcript
T-031,stackalloc,3696.6662597656255,4017.7733736165355,pending_transcript
T-032,cant have span in field,10.0,85.57027001953105,pending_transcript
T-033,but can have property,10.0,192.79256005859327,pending_transcript
T-034,that return new span,10.0,300.01485009765554,pending_transcript
T-035,"locals,state machine",8403.842488771954,9988.899122930467,pending_transcript
T-036,stackalloc for code without crossing await,8403.842488771954,10165.925262732091,pending_transcript
T-037,pooling for crossing await,8403.842488771954,10342.951402533714,pending_transcript
T-038,can memory be used with stackalloc/point to something that is stack allocated?,4641.470703125,12574.090726631412,pending_transcript
T-039,memory itself is stack allocated?,4641.470703125,12684.029081123597,pending_transcript
T-040,"why we cant cross await with stackalloc, because of stackalloc or span?",4641.470703125,12793.967435615785,pending_transcript
T-041,memory with stackallocated shit,4824.763803309931,12264.896482400487,pending_transcript
