source_id,image_use_id,fileId,fileId_short,image_file,x,y,width,height,nearest_labels_for_search_only,coverage_status,current_region_decision,decision_is_final,must_recheck_before_region_close,decision_basis,review_notes,stage0_group_key
S-001,IU-001,e372e25659cd8492d590b1c78197a79161fe1138,e372e25659,S-001__e372e25659.png,2394.083,69.447,542.0,53.0,"using System.Security.Cryptography; | using OtpNet; | public static class TotpSecretBytes | { | public static byte[] CreateSecretBytes(int byteLength = 20) | => RandomNumberGenerator.GetBytes(byteLength); | explaining bits, bytes in base32 | public static string ToBase32(byte[] secretBytes) | => Base32Encoding.ToString(secretBytes); | }",b32sec-r01-secret-generation-candidate-stage0,B32SEC-R01,no-stage0-boundary-review-only,yes-for-b32sec-r01,"Stage0 boundary candidate only: Creating a Base32 secret: cryptographically random bytes, Base32 encoding alphabet, no padding/normalization, storage, and display/copy rules.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,B32SEC-R01-random-secret-bytes-base32-encoding
S-002,IU-002,af235edcffe65d46da82db4e77a8ba6e9ca4a4b0,af235edcff,S-002__af235edcff.png,1216.629,293.804,976.0,482.0,using System.Security.Cryptography; | using OtpNet; | public static class TotpSecret | { | // 20 bytes = 160 bits (common standard; plenty for TOTP) | public static string CreateBase32Secret(int byteLength = 20) | byte[] secretBytes = RandomNumberGenerator.GetBytes(byteLength); | return Base32Encoding.ToString(secretBytes); // Base32 text for QR/manual entry | },b32sec-r01-secret-generation-candidate-stage0,B32SEC-R01,no-stage0-boundary-review-only,yes-for-b32sec-r01,"Stage0 boundary candidate only: Creating a Base32 secret: cryptographically random bytes, Base32 encoding alphabet, no padding/normalization, storage, and display/copy rules.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,B32SEC-R01-random-secret-bytes-base32-encoding
S-003,IU-003,6a38860e29b2b494b071b2bbac3bfa7967b8b768,6a38860e29,S-003__6a38860e29.png,3135.132,297.238,703.0,482.0,"using System.Security.Cryptography; | using OtpNet; | public static class TotpSecretBytes | { | public static byte[] CreateSecretBytes(int byteLength = 20) | => RandomNumberGenerator.GetBytes(byteLength); | public static string ToBase32(byte[] secretBytes) | => Base32Encoding.ToString(secretBytes); | } | explaining bits, bytes in base32 | creating base32 secret",b32sec-r01-secret-generation-candidate-stage0,B32SEC-R01,no-stage0-boundary-review-only,yes-for-b32sec-r01,"Stage0 boundary candidate only: Creating a Base32 secret: cryptographically random bytes, Base32 encoding alphabet, no padding/normalization, storage, and display/copy rules.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,B32SEC-R01-random-secret-bytes-base32-encoding
S-004,IU-004,63646802a6d05c5f5f69f8d39f12ad85ab1bb42a,63646802a6,S-004__63646802a6.png,2290.463,298.242,708.0,401.0,using System.Security.Cryptography; | using OtpNet; | public static class TotpSecretBytes | { | public static byte[] CreateSecretBytes(int byteLength = 20) | => RandomNumberGenerator.GetBytes(byteLength); | public static string ToBase32(byte[] secretBytes) | => Base32Encoding.ToString(secretBytes); | } | public static class TotpSecret,b32sec-r01-secret-generation-candidate-stage0,B32SEC-R01,no-stage0-boundary-review-only,yes-for-b32sec-r01,"Stage0 boundary candidate only: Creating a Base32 secret: cryptographically random bytes, Base32 encoding alphabet, no padding/normalization, storage, and display/copy rules.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,B32SEC-R01-random-secret-bytes-base32-encoding
S-005,IU-005,3e323844793ff0d9f3c0d4460b13e392420f4896,3e32384479,S-005__3e32384479.png,5377.752,459.581,937.0,378.0,"creating base32 secret | explaining bits, bytes in base32 | using OtpNet; | public static class TotpSecretBytes | using System.Security.Cryptography; | { | public static byte[] CreateSecretBytes(int byteLength = 20) | => RandomNumberGenerator.GetBytes(byteLength); | public static string ToBase32(byte[] secretBytes) | => Base32Encoding.ToString(secretBytes); | } | why 5 bits for one base 32",b32sec-r01-secret-generation-candidate-stage0,B32SEC-R01,no-stage0-boundary-review-only,yes-for-b32sec-r01,"Stage0 boundary candidate only: Creating a Base32 secret: cryptographically random bytes, Base32 encoding alphabet, no padding/normalization, storage, and display/copy rules.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,B32SEC-R01-random-secret-bytes-base32-encoding
S-006,IU-006,d143beb1453d9e49a1ff6ca67ca509e9a2721c80,d143beb145,S-006__d143beb145.png,1180.153,709.605,1017.0,413.0,"} | return Base32Encoding.ToString(secretBytes); // Base32 text for QR/manual entry | byte[] secretBytes = RandomNumberGenerator.GetBytes(byteLength); | { | public static string CreateBase32Secret(int byteLength = 20) | // 20 bytes = 160 bits (common standard; plenty for TOTP) | public static class TotpSecret | using OtpNet; | using System.Security.Cryptography; | entropy, bitconverter unsigned int",b32sec-r01-secret-generation-candidate-stage0,B32SEC-R01,no-stage0-boundary-review-only,yes-for-b32sec-r01,"Stage0 boundary candidate only: Creating a Base32 secret: cryptographically random bytes, Base32 encoding alphabet, no padding/normalization, storage, and display/copy rules.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,B32SEC-R01-random-secret-bytes-base32-encoding
S-007,IU-007,2deb84785659cde1209afe820582d971cba69df3,2deb847856,S-007__2deb847856.png,2259.52,727.698,752.0,287.0,} | => Base32Encoding.ToString(secretBytes); | using System.Security.Cryptography; | public static string ToBase32(byte[] secretBytes) | using System.Text; | => RandomNumberGenerator.GetBytes(byteLength); | public static class TotpSecretCourseStyle | public static byte[] CreateSecretBytes(int byteLength = 20) | { | // Base32 alphabet (classic): A-Z and 2-7 | public static class TotpSecretBytes,b32sec-r01-secret-generation-candidate-stage0,B32SEC-R01,no-stage0-boundary-review-only,yes-for-b32sec-r01,"Stage0 boundary candidate only: Creating a Base32 secret: cryptographically random bytes, Base32 encoding alphabet, no padding/normalization, storage, and display/copy rules.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,B32SEC-R01-random-secret-bytes-base32-encoding
S-008,IU-008,2a85d9c8eb45836e36bad13aabe06c8320602cab,2a85d9c8eb,S-008__2a85d9c8eb.png,5407.393,877.44,849.0,451.0,"creating base32 secret | } | => Base32Encoding.ToString(secretBytes); | public static string ToBase32(byte[] secretBytes) | explaining bits, bytes in base32 | => RandomNumberGenerator.GetBytes(byteLength); | public static byte[] CreateSecretBytes(int byteLength = 20) | { | public static class TotpSecretBytes | using OtpNet; | using System.Security.Cryptography; | why 5 bits for one base 32",b32sec-r01-secret-generation-candidate-stage0,B32SEC-R01,no-stage0-boundary-review-only,yes-for-b32sec-r01,"Stage0 boundary candidate only: Creating a Base32 secret: cryptographically random bytes, Base32 encoding alphabet, no padding/normalization, storage, and display/copy rules.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,B32SEC-R01-random-secret-bytes-base32-encoding
S-009,IU-009,bb7d4287772da6f5ef5cda43036b8900e0779c8b,bb7d428777,S-009__bb7d428777.png,2256.853,1066.672,786.0,479.0,"using System.Security.Cryptography; | using System.Text; | public static class TotpSecretCourseStyle | { | // Base32 alphabet (classic): A-Z and 2-7 | private static readonly char[] Alphabet = ""ABCDEFGHIJKLMNOPQRSTUVWXYZ234567"".ToCharArray(); | public static string CreateSecret(int length = 16) | // Generate plenty of random bytes so every character pick is random | byte[] random = RandomNumberGenerator.GetBytes(length * 4); | var sb = new StringBuilder(length); | for (int i = 0; i < length; i++)",b32sec-r01-secret-generation-candidate-stage0,B32SEC-R01,no-stage0-boundary-review-only,yes-for-b32sec-r01,"Stage0 boundary candidate only: Creating a Base32 secret: cryptographically random bytes, Base32 encoding alphabet, no padding/normalization, storage, and display/copy rules.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,B32SEC-R01-random-secret-bytes-base32-encoding
S-010,IU-010,e72b9df5c9419b052a17f3c7041d4a38fb8514c8,e72b9df5c9,S-010__e72b9df5c9.png,5409.624,1343.081,863.0,371.0,"creating base32 secret | why 5 bits for one base 32 | } | => Base32Encoding.ToString(secretBytes); | public static string ToBase32(byte[] secretBytes) | explaining bits, bytes in base32 | => RandomNumberGenerator.GetBytes(byteLength); | public static byte[] CreateSecretBytes(int byteLength = 20) | { | public static class TotpSecretBytes | using OtpNet; | using System.Security.Cryptography;",b32sec-r01-secret-generation-candidate-stage0,B32SEC-R01,no-stage0-boundary-review-only,yes-for-b32sec-r01,"Stage0 boundary candidate only: Creating a Base32 secret: cryptographically random bytes, Base32 encoding alphabet, no padding/normalization, storage, and display/copy rules.",Stage0 boundary candidate only. Do not mark processed until visible transcript exists.,B32SEC-R01-random-secret-bytes-base32-encoding
