source_id,sha256,sha256_12,placements,image_file,transcript_file,status
S-001,d331f1dfb18374cb12106de549167b36ee514221000174863ac5710c8d5151b2,d331f1dfb183,1,source/images-near-literal-v002/S-001__d331f1dfb1.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-002,bc299e3812023e470b3a006bde690a2f084e732f47af06d651208ce5c2e4d99f,bc299e381202,1,source/images-near-literal-v002/S-002__bc299e3812.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-003,729b1f88f4723e68ae975b1c51e04b63f21c33aa1db972f7086326f88e0635e8,729b1f88f472,1,source/images-near-literal-v002/S-003__729b1f88f4.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-004,66a10548d9d88630ad0a0f82da52d36b3b9ff9027ab525b2889e5ccfbbc56643,66a10548d9d8,1,source/images-near-literal-v002/S-004__66a10548d9.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-005,f905ca1ef7ec8c12823cbc7d51160ff035e86605f469016fd0e2eecceb1e00b5,f905ca1ef7ec,1,source/images-near-literal-v002/S-005__f905ca1ef7.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-006,543647b6d8b44b870f0a7891af9a9b6661b874eccc57c44660d7192b49109917,543647b6d8b4,1,source/images-near-literal-v002/S-006__543647b6d8.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-007,ced62cbeb212571e81facd692b4ea6186f5c0597da2d7b27492bbdfeac075849,ced62cbeb212,1,source/images-near-literal-v002/S-007__ced62cbeb2.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-008,93b1cf41864a898d813e1919dfff9ce7ab8fec377d641843003c78fffeff575a,93b1cf41864a,1,source/images-near-literal-v002/S-008__93b1cf4186.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-009,79f320937f309cd4fbdd9fd40942255aa272ef709131de44c1ee408dc09420a5,79f320937f30,1,source/images-near-literal-v002/S-009__79f320937f.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-010,1f4e8c8bdae3dd84d16561e8cbf3d2d04e6786e42dd17d65d705c2ec453c48e2,1f4e8c8bdae3,1,source/images-near-literal-v002/S-010__1f4e8c8bda.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-011,b99517eb2dd64d09518e3ac7e74ef8daee2e62f6e38ca72f740162dbea1f9df8,b99517eb2dd6,1,source/images-near-literal-v002/S-011__b99517eb2d.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-012,f8bad6a053718665c73c4393a844d36b4203cae517aefb2d24b86a02dd3428bb,f8bad6a05371,1,source/images-near-literal-v002/S-012__f8bad6a053.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
