label_id,block_id,region_id,status,text,x,y,translate_x,translate_y,local_x,local_y,font_size,fill
T001,B001,R03,pending_transcript,need to understand all those possibilities of contains,16641.44838019104,1580.4251778856537,16641.44838019104,1562.8051778856538,0.0,17.619999999999997,20px,#d3d3d3
T002,B001,R03,pending_transcript,+ mb freetext has some,16641.44838019104,1605.4251778856537,16641.44838019104,1562.8051778856538,0.0,42.62,20px,#d3d3d3
T003,B001,R03,pending_transcript,+ what about some possibilies that was discussed at the start of ,16641.44838019104,1630.4251778856537,16641.44838019104,1562.8051778856538,0.0,67.62,20px,#d3d3d3
T004,B001,R03,pending_transcript,this fulltext shit,16641.44838019104,1655.4251778856537,16641.44838019104,1562.8051778856538,0.0,92.62,20px,#d3d3d3
T005,B002,R04,pending_transcript,!!!!,14040.067251640332,5766.609144983035,14040.067251640332,5708.635898515893,0.0,57.97324646714121,65.80391199448492px,#d3d3d3
T006,B003,R04,pending_transcript,normal index vs fulltext index,13069.361666572713,9209.534609323637,13069.361666572713,9162.29876659459,0.0,47.23584272904821,53.616166548295354px,#d3d3d3
T007,B003,R04,pending_transcript,are both sort/ adds some to allow ,13069.361666572713,9276.554817509006,13069.361666572713,9162.29876659459,0.0,114.25605091441741,53.616166548295354px,#d3d3d3
T008,B003,R04,pending_transcript,jumbing directly to needed place,13069.361666572713,9343.575025694376,13069.361666572713,9162.29876659459,0.0,181.2762590997866,53.616166548295354px,#d3d3d3
T009,B004,R02,pending_transcript,"when to use what, summary",7723.485145733986,192.37105671386723,7723.485145733986,80.77769470214844,0.0,111.59336201171881,126.66669921875007px,#d3d3d3
T010,B005,R01,pending_transcript,LIKE,7290.152015851174,4359.037926831054,7290.152015851174,4247.444564819336,0.0,111.59336201171881,126.66669921875007px,#d3d3d3
T011,B006,R01,pending_transcript,when substring searching,6824.818733380471,2334.7820303955077,6824.818733380471,2260.778030395508,0.0,74.00400000000003,84.00000000000004px,#d3d3d3
T012,B006,R01,pending_transcript,"is ok,when not",6824.818733380471,2439.7820303955077,6824.818733380471,2260.778030395508,0.0,179.00400000000008,84.00000000000004px,#d3d3d3
T013,B007,R01,pending_transcript,Example implementation,5766.485450909768,2329.591312866211,5766.485450909768,2259.111312866211,0.0,70.48000000000005,80.00000000000004px,#d3d3d3
T014,B007,R01,pending_transcript,with escaping helper,5766.485450909768,2429.591312866211,5766.485450909768,2259.111312866211,0.0,170.4800000000001,80.00000000000004px,#d3d3d3
T015,B008,R01,pending_transcript,helper to escape user input,5864.262957420185,4094.035689493815,5864.262957420185,4023.555689493815,0.0,70.48000000000005,80.00000000000004px,#d3d3d3
T016,B009,R01,pending_transcript,LIKE patterns,4752.152107403908,2397.258060913086,4752.152107403908,2326.778060913086,0.0,70.48000000000005,80.00000000000004px,#d3d3d3
T017,B010,R01,pending_transcript,_ and [aboba],4681.292374180588,2885.5469271219504,4681.292374180588,2815.0669271219504,0.0,70.48000000000005,80.00000000000004px,#d3d3d3
T018,B011,R01,pending_transcript,_ ,4817.292374180588,3777.5469881571066,4817.292374180588,3707.0669881571066,0.0,70.48000000000005,80.00000000000004px,#d3d3d3
T019,B012,R01,pending_transcript,there is no all substring ,3491.485298321877,2276.258030395508,3491.485298321877,2205.778030395508,0.0,70.48000000000005,80.00000000000004px,#d3d3d3
T020,B012,R01,pending_transcript,values in your indexes,3491.485298321877,2376.258030395508,3491.485298321877,2205.778030395508,0.0,170.4800000000001,80.00000000000004px,#d3d3d3
T021,B013,R01,pending_transcript,Escaping special ,2444.212682022164,2318.6822913152523,2444.212682022164,2248.2022913152523,0.0,70.48000000000005,80.00000000000004px,#d3d3d3
T022,B013,R01,pending_transcript,characters with !,2444.212682022164,2418.6822913152523,2444.212682022164,2248.2022913152523,0.0,170.4800000000001,80.00000000000004px,#d3d3d3
T023,B014,R01,pending_transcript,"case sensitivity,",1520.7205759023727,2307.3807456725813,1520.7205759023727,2236.9007456725813,0.0,70.48000000000005,80.00000000000004px,#d3d3d3
T024,B014,R01,pending_transcript,collation,1520.7205759023727,2407.3807456725813,1520.7205759023727,2236.9007456725813,0.0,170.4800000000001,80.00000000000004px,#d3d3d3
T025,B015,R01,pending_transcript,avoid to lower,1567.3872018789352,2992.7140891784406,1567.3872018789352,2922.2340891784406,0.0,70.48000000000005,80.00000000000004px,#d3d3d3
T026,B016,R01,pending_transcript,Contains translates to ,302.1173974239482,2312.7775235976183,302.1173974239482,2242.2975235976182,0.0,70.48000000000005,80.00000000000004px,#d3d3d3
T027,B016,R01,pending_transcript,Like,302.1173974239482,2412.7775235976183,302.1173974239482,2242.2975235976182,0.0,170.4800000000001,80.00000000000004px,#d3d3d3
T028,B017,R01,pending_transcript,Like is for full column,452.7840234005107,3291.4442716444933,452.7840234005107,3220.9642716444932,0.0,70.48000000000005,80.00000000000004px,#d3d3d3
T029,B017,R01,pending_transcript,values,452.7840234005107,3391.4442716444933,452.7840234005107,3220.9642716444932,0.0,170.4800000000001,80.00000000000004px,#d3d3d3
T030,B018,R02,pending_transcript,full text search,9156.818885968361,1945.7040340087892,9156.818885968361,1834.1106719970703,0.0,111.59336201171881,126.66669921875007px,#d3d3d3
T031,B019,R02,pending_transcript,search engine,6110.152015851174,6092.3712093017575,6110.152015851174,5980.777847290039,0.0,111.59336201171881,126.66669921875007px,#d3d3d3
T032,B020,R04,pending_transcript,fulltext vs like,14893.485756085549,7295.704644360351,14893.485756085549,7184.111282348633,0.0,111.59336201171881,126.66669921875007px,#d3d3d3
T033,B020,R04,pending_transcript,fulltext indexes vs normal ones,14893.485756085549,7454.03801838379,14893.485756085549,7184.111282348633,0.0,269.9267360351564,126.66669921875007px,#d3d3d3
T034,B021,R02,pending_transcript,useful service,9318.403493772443,624.7816291625977,9318.403493772443,550.7776184082031,0.0,74.00401075439459,84.0000122070313px,#d3d3d3
T035,B022,R02,pending_transcript,ef core filtering when,8085.784606007375,650.4959257760188,8085.784606007375,576.4919150216242,0.0,74.00401075439459,84.0000122070313px,#d3d3d3
T036,B023,R02,pending_transcript,db full text dearch when,8033.403711755143,982.876863624791,8033.403711755143,908.8728528703964,0.0,74.00401075439459,84.0000122070313px,#d3d3d3
T037,B024,R02,pending_transcript,search engine when,8016.260854612286,1254.3054568516327,8016.260854612286,1180.301446097238,0.0,74.00401075439459,84.0000122070313px,#d3d3d3
T038,B025,R02,pending_transcript,"LIKE, INDEXES,",8151.540272462782,2232.487431436493,8151.540272462782,2158.4834206820983,0.0,74.00401075439459,84.0000122070313px,#d3d3d3
T039,B025,R02,pending_transcript,full text search,8151.540272462782,2337.487446695282,8151.540272462782,2158.4834206820983,0.0,179.0040260131837,84.0000122070313px,#d3d3d3
T040,B026,R02,pending_transcript,"word based searching,",9099.818665212611,2204.795063379745,9099.818665212611,2130.7910526253504,0.0,74.00401075439459,84.0000122070313px,#d3d3d3
T041,B026,R02,pending_transcript,no substring full value shit,9099.818665212611,2309.795078638534,9099.818665212611,2130.7910526253504,0.0,179.0040260131837,84.0000122070313px,#d3d3d3
T042,B027,R03,pending_transcript,create catalog,10333.065513579088,2107.305914954928,10333.065513579088,2033.3019042005335,0.0,74.00401075439459,84.0000122070313px,#d3d3d3
T043,B027,R03,pending_transcript,create fulltext index ,10333.065513579088,2212.305930213717,10333.065513579088,2033.3019042005335,0.0,179.0040260131837,84.0000122070313px,#d3d3d3
T044,B027,R03,pending_transcript,"(only one,can contain mult cols)",10333.065513579088,2317.305945472506,10333.065513579088,2033.3019042005335,0.0,284.0040412719728,84.0000122070313px,#d3d3d3
T045,B028,R03,pending_transcript,rankings,11013.510276762681,3750.639156735527,11013.510276762681,3676.6351459811326,0.0,74.00401075439459,84.0000122070313px,#d3d3d3
T046,B029,R03,pending_transcript,TABLE,11756.843711821275,3754.8337216769337,11756.843711821275,3603.301710922539,0.0,151.5320107543947,172.00001220703143px,#d3d3d3
T047,B030,R02,pending_transcript,good hierarchy,7120.07021130174,628.1149879272461,7120.07021130174,554.1109771728516,0.0,74.00401075439459,84.0000122070313px,#d3d3d3
T048,B031,R03,pending_transcript,HOW DOES FULL text search index,12932.860213178206,3822.0717214187175,12932.860213178206,3776.2597214187176,0.0,45.81200000000001,52.000000000000014px,#d3d3d3
T049,B031,R03,pending_transcript,look like,12932.860213178206,3887.0717214187175,12932.860213178206,3776.2597214187176,0.0,110.81200000000003,52.000000000000014px,#d3d3d3
T050,B032,R03,pending_transcript,but its sorted actually,12909.156464263277,4747.99769255587,12909.156464263277,4702.18569255587,0.0,45.81200000000001,52.000000000000014px,#d3d3d3
T051,B033,R04,pending_transcript,Btree index,12977.727892834704,7214.664301093817,12977.727892834704,7168.852301093817,0.0,45.81200000000001,52.000000000000014px,#d3d3d3
T052,B034,R04,pending_transcript,Fulltext index,12987.251644229795,7822.283319648504,12987.251644229795,7776.4713196485045,0.0,45.81200000000001,52.000000000000014px,#d3d3d3
T053,B035,R04,pending_transcript,like cases ,13989.156289877115,7330.854748219934,13989.156289877115,7285.042748219934,0.0,45.81200000000001,52.000000000000014px,#d3d3d3
T054,B036,R04,pending_transcript,fulltext cases,13994.870575591402,7784.1880524889075,13994.870575591402,7738.376052488908,0.0,45.81200000000001,52.000000000000014px,#d3d3d3
T055,B037,R04,pending_transcript,Substring search,12985.346824196313,8458.473766774621,12985.346824196313,8412.661766774621,0.0,45.81200000000001,52.000000000000014px,#d3d3d3
