text_id,text,x,y,region_id,status
T-001,!!!,4220.975440622586,3744.4278540025052,R01,pending_transcript
T-002,unregister,1483.5876389417635,2044.2190094898544,R01,pending_transcript
T-003,errormessage,1076.4277755056123,3620.8424728504788,R01,pending_transcript
T-004,watch vs usewatch,6136.958120827991,4930.701609688459,R01,pending_transcript
T-005,shouldunregister,576.4650869292755,9726.924678181389,R01,pending_transcript
T-006,controller vs usecontroller,1805.0023931163023,9702.996162954349,R01,pending_transcript
T-007,some patterns,4288.062498018238,21252.20440686068,R01,pending_transcript
T-008,registering using index literal,3861.5979215300003,12705.024528045764,R01,pending_transcript
T-009,so we control the items order here,3861.5979215300003,12730.024528045764,R01,pending_transcript
T-010,!!!,3686.565622421669,12690.226878995472,R01,pending_transcript
T-011,asyn defaults of the form with reset,5940.458649674043,8694.927273778896,R01,pending_transcript
T-012,watch with callback for side effects without rerender,7225.940176366751,5877.300549804283,R01,pending_transcript
T-013,criteria mode,2456.523013624301,3312.9984208641076,R01,pending_transcript
T-014,multiple errors with types,2456.523013624301,3463.712750174933,R01,pending_transcript
T-015,shouldunregister,2831.383007044781,697.1829912646558,R01,pending_transcript
T-016,"registering, using form context for registering",6079.939418183138,14789.580198459113,R01,pending_transcript
T-017,deep inputs,6079.939418183138,14850.337783464438,R01,pending_transcript
T-018,fieldsarrayu usecases,2695.6793583731132,13646.50877511109,R01,pending_transcript
T-019,disabled,6210.546632229494,2137.339726613656,R01,pending_transcript
T-020,disabled unregister shouldunregister,6064.561794018096,98.1,R01,pending_transcript
T-021,when field is omitted what gets included?,6064.561794018096,223.09999999999997,R01,pending_transcript
T-022,yes watch rerenders the component in which yiu use useform,7642.377734360208,4408.710960883392,R01,pending_transcript
T-023,and usewatch rerenders the comp in which you usewatch,7642.377734360208,4433.710960883392,R01,pending_transcript
T-024,with criteriamode all we get all messages from errormessage or,10.0,7121.520544348953,R01,pending_transcript
T-025,from types,10.0,7189.853826819656,R01,pending_transcript
T-026,!!,1935.5065135165542,7336.113248758488,R01,pending_transcript
