image_id,filename,sha256,sha256_12,mime_type,byte_size,pixel_width,pixel_height,mode,use_count,status
image-01aaef22ae5254dd630f13344aa6a82217f63abc,2cc44d101c38.png,2cc44d101c38a6de04022d6afc93040ec813e8dd9bc1142812388c7842088ed7,2cc44d101c38,image/png,46306,939,374,RGBA,1,extracted
image-e0e68fec7e988f667dc76284bda0c20f24f552c0,1ffee6d29c61.png,1ffee6d29c61eaeb18dc7c4002a449853b2b592007798210a787191157c994df,1ffee6d29c61,image/png,23281,1023,316,RGBA,1,extracted
image-8a2f2f66c1b41e3323127f1d45583e2b4559abe5,c1b1dc1b6267.png,c1b1dc1b62674d6d18439ebcd436f5a41e1a4e8c9ebf0c64cfb8f055fee0faeb,c1b1dc1b6267,image/png,25010,972,206,RGBA,1,extracted
image-5ea83fccd9986cefd53e51525193d6653620b634,5da10782853f.png,5da10782853f37377b4ae2baaedd9cfd5cea5927afcad0e8a30c78c18065dd1f,5da10782853f,image/png,35502,1040,427,RGBA,1,extracted
image-1bc7a5d004cac683f491efe0d29913f33df94092,5023f0f8f6bc.png,5023f0f8f6bc593e09775fa9b65b5df26aeedd246006e93f62a71b8e43427736,5023f0f8f6bc,image/png,22065,1047,267,RGBA,1,extracted
image-dce80ee02a4c47011ffe96ddbffb576e80416179,0bf8a103f267.png,0bf8a103f267db124c9b3d0e9413767e80d68e0c9100683275de3508ceeaa624,0bf8a103f267,image/png,33996,1021,328,RGBA,1,extracted
image-e949cc40300cbace24f401c6dd1c02cd1028b577,c2230b0e2602.png,c2230b0e260261b6f74fab527d072ff9e3fa0896b898f22a2ac4dada54fdf017,c2230b0e2602,image/png,32590,1061,362,RGBA,1,extracted
image-9b214d85f5f218e659e761c0caf9728696d7c8f9,51b61d9cef88.png,51b61d9cef882693ed6dfd3bfdea49764219cb4061ad15c06071d96db556b2ad,51b61d9cef88,image/png,22351,1014,299,RGBA,1,extracted
image-c95f71f69129d5a052024013aa1a4fdb2679f665,83f51d113adf.png,83f51d113adfb72eedb5cef4e4daabafee56495cb9c557932f0cb733e6a0873f,83f51d113adf,image/png,20259,1018,262,RGBA,1,extracted
image-fc5bf8b540c4c5b5a5a0a60d4a8adb242de801a3,7921c89a8e9f.png,7921c89a8e9f69e05018a21147485c059702943f29f05216711536bafe9252e2,7921c89a8e9f,image/png,21989,1095,295,RGBA,1,extracted
image-a7fd1a966a1d8c01ebc092d2e04b0e76cd96a46e,5e7de048eb81.png,5e7de048eb811946208fc7f7fc93c57457c1dba8bde75c15249dd051ac6cb417,5e7de048eb81,image/png,16466,1086,134,RGBA,1,extracted
