source_id,sha256,sha256_12,placements,image_file,transcript_file,status
S-001,1e33b4004b11bbd91fe85ef4a7d9f39539b0592c39fddc1ed10f11890eab1f86,1e33b4004b11,1,source/images-near-literal-v002/S-001__1e33b4004b.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-002,cc4f7ebcb745b6eee44e462f6a9d9b7fb13fac5f8d90d9447e4f6a4d1ff250f2,cc4f7ebcb745,1,source/images-near-literal-v002/S-002__cc4f7ebcb7.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-003,9b51ef7dfa720879d0d98a290bfff071ea44eeb8f4a661972ab19d035694662c,9b51ef7dfa72,1,source/images-near-literal-v002/S-003__9b51ef7dfa.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-004,9ff4ffeccc956a9388c9803b1ae3502be696b81a5f5d18bd7397dd13085b70ce,9ff4ffeccc95,1,source/images-near-literal-v002/S-004__9ff4ffeccc.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-005,b287f9e6d7faf3823a5bcc61d0ed17e4ac81e1da092e1d9e16bd7ca82e94e1c0,b287f9e6d7fa,1,source/images-near-literal-v002/S-005__b287f9e6d7.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-006,e9253c9dceea8cd5b96ac3ebe96a3946e753a0edb144e400992a2be14b0db2c9,e9253c9dceea,1,source/images-near-literal-v002/S-006__e9253c9dce.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-007,d79f81b04207af36b09418e660ccc19ff63b79f67807a64bada97eca5ff768b8,d79f81b04207,1,source/images-near-literal-v002/S-007__d79f81b042.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-008,512ef588bd12758b4ba6f25e715eccc359b1f92142afbc355dbdef918ab534cb,512ef588bd12,1,source/images-near-literal-v002/S-008__512ef588bd.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-009,4b91187e2be976f978cb64721af46dce994fcfd4572b3cec802935bcf7c6cb78,4b91187e2be9,1,source/images-near-literal-v002/S-009__4b91187e2b.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-010,f9aad69e8b29cfd4ccfd8505db63258c3c9583f5ce97127ef058fcd08bbc3a18,f9aad69e8b29,1,source/images-near-literal-v002/S-010__f9aad69e8b.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-011,35a1c13ae6c5e9ddec32520f4a901aa7ed6fd1074abe231c71becb8ee0f8c475,35a1c13ae6c5,1,source/images-near-literal-v002/S-011__35a1c13ae6.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-012,8e911ff9589e39f2c09de27441245e762869ad40d20d6137ea26432a61fdd0cf,8e911ff9589e,1,source/images-near-literal-v002/S-012__8e911ff958.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-013,b58dc5a6a1c521753eb68671d83bf0d169860a5eea71efeed60c21cbe042bce0,b58dc5a6a1c5,1,source/images-near-literal-v002/S-013__b58dc5a6a1.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-014,60b40f4f9432eb28167b856774a06ac658ff10c2379cf556a8e45cd95551c90f,60b40f4f9432,1,source/images-near-literal-v002/S-014__60b40f4f94.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-015,601468f9b2fbf0b5fdfc1e7f62c6efa0035148fb133f13f8c461d44bcd2550c2,601468f9b2fb,1,source/images-near-literal-v002/S-015__601468f9b2.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-016,dc205b60383c1702388e63f827c3cbb5105f3eb21246de99760876e272a5bb94,dc205b60383c,1,source/images-near-literal-v002/S-016__dc205b6038.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-017,ed21c1d1e827797a75196db05f0a1bf4524c9189a20e195e0222add8de8ef793,ed21c1d1e827,1,source/images-near-literal-v002/S-017__ed21c1d1e8.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
S-018,e782b77d483241bb5e947a5ac3b37313e353b9073e58ff1938029271d96d9828,e782b77d4832,1,source/images-near-literal-v002/S-018__e782b77d48.png,10-full-source-preserving-transcript-v002.md,closed-near-literal-v002
