use_id,image_id,filename,sha256_12,region_id,x,y,width,height,opacity,duplicate_of_use_id,nearest_text_ids,nearest_captions,status
IU-001,image-4820a04599aa1a9b212a56fa0284a241e08b1a6c,9b513459dcb3.png,9b513459dcb3,R01,2056.598572161003,159.47215242107632,762.0,482.0,1.0,,T-002|T-001,why does authed causes rerenders|why we need to return unsubscribe from subscribe,pending_transcript
IU-002,image-c37153cec9421f99cf059419d05706b34548582e,8d61303da586.png,8d61303da586,R01,2036.3363287610537,1085.3321747566952,852.0,359.0,1.0,,T-002|T-001,why does authed causes rerenders|why we need to return unsubscribe from subscribe,pending_transcript
IU-003,image-c42a9339e072539ae760e2902a6532da256efe59,41d6abad97f6.png,41d6abad97f6,R01,2032.2118380437405,702.6572208964062,861.0,359.0,1.0,,T-002|T-001,why does authed causes rerenders|why we need to return unsubscribe from subscribe,pending_transcript
IU-004,image-c1529bfdf7638d9b42872bf0540e207434934010,04f16b2fab25.png,04f16b2fab25,R01,1576.370626481019,718.797301379811,366.0,384.0,1.0,,T-002|T-001,why does authed causes rerenders|why we need to return unsubscribe from subscribe,pending_transcript
IU-005,image-bf80433f10f1b924d8bcbf5a108d4b0a76dfae05,eb18d14fb51b.png,eb18d14fb51b,R01,2041.8545491916666,1983.4896155578172,690.0,304.0,1.0,,T-002|T-001,why does authed causes rerenders|why we need to return unsubscribe from subscribe,pending_transcript
IU-006,image-91396b976a38817a02c2169805066e72994f97f2,6c52486e659b.png,6c52486e659b,R01,2009.9326140925514,1481.4956024731364,847.0,457.0,1.0,,T-002|T-001,why does authed causes rerenders|why we need to return unsubscribe from subscribe,pending_transcript
IU-007,image-b3e99dcdb4d61e17fb03a16389e183776f4327b4,cd9c9daa5ed9.png,cd9c9daa5ed9,R02,3839.648118746547,2348.7430324309535,784.0,482.0,1.0,,T-002|T-001,why does authed causes rerenders|why we need to return unsubscribe from subscribe,pending_transcript
IU-008,image-d090b2a62d917f67d86a4b080f7b07872504ad40,3537e76f0185.png,3537e76f0185,R02,3807.151672598371,1935.421295321692,718.0,356.0,1.0,,T-002|T-001,why does authed causes rerenders|why we need to return unsubscribe from subscribe,pending_transcript
IU-009,image-490a0f2314eaef38a5a9e74aa6db519eff5a25c6,f6f2505a9038.png,f6f2505a9038,R02,3807.3360036983304,1660.3496539383923,643.0,268.0,1.0,,T-002|T-001,why does authed causes rerenders|why we need to return unsubscribe from subscribe,pending_transcript
IU-010,image-dab12630506d8fde95e2593e63f0877cdb1821a1,c0ed2e197a73.png,c0ed2e197a73,R02,3758.0223962116816,1132.8217701889662,674.0,482.0,1.0,,T-002|T-001,why does authed causes rerenders|why we need to return unsubscribe from subscribe,pending_transcript
IU-011,image-65040785f79039e607b7035848c5f6a04732598c,5312e74a6cfa.png,5312e74a6cfa,R02,3708.9402910970884,645.6934309866556,990.0,470.0,1.0,,T-002|T-001,why does authed causes rerenders|why we need to return unsubscribe from subscribe,pending_transcript
IU-012,image-ff843023aca34de7e0118b97d567bcbf075b3f45,ceda00747945.png,ceda00747945,R03,4536.985370270445,1381.0734692402548,704.0,194.0,1.0,,T-002|T-001,why does authed causes rerenders|why we need to return unsubscribe from subscribe,pending_transcript
IU-013,image-bc678639b08f05c038d1df2e71391de78d9fa6ac,c2173601d583.png,c2173601d583,R03,5760.232885399766,1535.7065061523535,1021.0,318.0,1.0,,T-002|T-001,why does authed causes rerenders|why we need to return unsubscribe from subscribe,pending_transcript
IU-014,image-130b59529a5e3b3ddad00bef58014febb2f76129,adcb4164b113.png,adcb4164b113,R03,5725.399450341172,1025.373147387705,1004.0,462.0,1.0,,T-002|T-001,why does authed causes rerenders|why we need to return unsubscribe from subscribe,pending_transcript
