label_id,region,semantic_review_status,x,y,text
T-001,R01,processed,5784.8005383523905,584.4738729725177,Pick / Omit vs Exclude / Extract
T-002,R02,processed,2566.8170784925787,1824.7130349267668,instance type
T-003,R02,processed,21.70597416315195,1863.601971287444,ctor type vs instance type
T-004,R02,processed,2587.039287151433,3216.935345310881,awaited
T-005,R01,processed,5866.565962624399,3633.5862851311886,value of
T-006,R03,processed,2716.2171194933144,4887.293247818254,prettify
T-007,R04,processed,5895.372136242637,5206.0863995721065,deeppartial
T-008,R05,processed,3773.7760225259544,5463.007777708101,keyof produces
T-009,R05,processed,3773.7760225259544,5463.007777708101,union
T-010,R04,processed,8008.536597850095,5665.926895731145,type Primitive =
T-011,R04,processed,8008.536597850095,5665.926895731145,| string
T-012,R04,processed,8008.536597850095,5665.926895731145,| number
T-013,R04,processed,8008.536597850095,5665.926895731145,| boolean
T-014,R04,processed,8008.536597850095,5665.926895731145,| bigint
T-015,R04,processed,8008.536597850095,5665.926895731145,| symbol
T-016,R04,processed,8008.536597850095,5665.926895731145,| null
T-017,R04,processed,8008.536597850095,5665.926895731145,| undefined;
T-018,R04,processed,8008.536597850095,5665.926895731145,// DeepPartial that:
T-019,R04,processed,8008.536597850095,5665.926895731145,// - leaves functions as-is
T-020,R04,processed,8008.536597850095,5665.926895731145,// - handles arrays/tuples
T-021,R04,processed,8008.536597850095,5665.926895731145,// - handles Map/Set
T-022,R04,processed,8008.536597850095,5665.926895731145,// - leaves Date as Date
T-023,R04,processed,8008.536597850095,5665.926895731145,export type DeepPartial<T> =
T-024,R04,processed,8008.536597850095,5665.926895731145,T extends Primitive ? T :
T-025,R04,processed,8008.536597850095,5665.926895731145,T extends Date ? T :
T-026,R04,processed,8008.536597850095,5665.926895731145,T extends (...args: any[]) => any ? T :
T-027,R04,processed,8008.536597850095,5665.926895731145,"T extends Map<infer K, infer V> ? Map<DeepPartial<K>, DeepPartial<V>> :"
T-028,R04,processed,8008.536597850095,5665.926895731145,T extends Set<infer U> ? Set<DeepPartial<U>> :
T-029,R04,processed,8008.536597850095,5665.926895731145,T extends ReadonlyArray<infer U> ? ReadonlyArray<DeepPartial<U>> :
T-030,R04,processed,8008.536597850095,5665.926895731145,T extends Array<infer U> ? Array<DeepPartial<U>> :
T-031,R04,processed,8008.536597850095,5665.926895731145,T extends object ? { [K in keyof T]?: DeepPartial<T[K]> } :
T-032,R04,processed,8008.536597850095,5665.926895731145,T;
T-033,R05,processed,2777.2193964116263,5746.892594235065,without
T-034,R05,processed,1695.407653812511,6364.745745028078,type Pretty<T> = T extends object ? { [K in keyof T]: T[K] } & {} : T;
T-035,R05,processed,2751.7696244699714,7354.374967889649,"xor, literals"
T-036,R05,processed,2751.7696244699714,7354.374967889649,vs varialbes
T-037,R05,processed,10.0,9456.86207722293,!!!
