text_id,text,x,y,font_size,sha256,region_id,node_kind,coverage_status,assignment_count
T-001,so flow exp,1837.4450018264151,88.70281005859376,89.33349609375px,31c3235bbaaf20079600507dedec986c3be5cce9d2389a453a7325427df69fad,R01,semantic,processed-semantic-transcript,1
T-002,"so, we need to give site key to client",1900.7474433784437,252.67489669572126,20px,042d8bdf36f21e2223ec76fd2b317e93de26d6d1e27167690edecbe37276d2d1,R01,semantic,processed-semantic-transcript,1
T-003,,1900.7474433784437,277.67489669572126,20px,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,R01,empty-structural,reviewed-empty-structural,1
T-004,1 razor - from config/env variables/keystroe => viewbag,1900.7474433784437,302.67489669572126,20px,80a50409fb90b490ca23ffe20de2d1d57b0e130d00ce90ee5fcccd7074938461,R01,semantic,processed-semantic-transcript,1
T-005,2 react - just pass in response,1900.7474433784437,327.67489669572126,20px,84d6fceaa3fe7d0c73046669238d1db08f4b02048676eb8401288a8c190d912d,R01,semantic,processed-semantic-transcript,1
T-006,1 razor -> we are loading script,1983.5348578415833,802.6449883794822,20px,df9f111daf93460749c71e30f58dd480914e0da66063b83ddb133e0bc17a2d83,R01,semantic,processed-semantic-transcript,1
T-007,in v3 - with our sitekey in qstring,1983.5348578415833,827.6449883794822,20px,57ebee9a97d6bf6656de106aae648f8b4f4a6818199fa765de9541c0324c30c2,R01,semantic,processed-semantic-transcript,1
T-008,"and in script tag we are manually executing recapcha,",1983.5348578415833,852.6449883794822,20px,84e6ebb5ef66f8fe587f666ad3b3869ec12c0401f6258af3fa5d69f1884ae98f,R01,semantic,processed-semantic-transcript,1
T-009,"with v3 we also need to set action ""register"",""login""",1983.5348578415833,877.6449883794822,20px,738c17c492d87c13ff2ddf245480886341032421d55a45e384f86ec76fc5747f,R01,semantic,processed-semantic-transcript,1
T-010,in v2 we just set class and sitekey to div,1983.5348578415833,902.6449883794822,20px,b4c73ad5e130ac3bdc4a3b6f97590c79b286c5b47ae50a7328504b4af1e82120,R01,semantic,processed-semantic-transcript,1
T-011,,1983.5348578415833,927.6449883794822,20px,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,R01,empty-structural,reviewed-empty-structural,1
T-012,so here we prevent default and add event listener on recapchas token ready,2331.8115656753816,1559.6638855054598,20px,b9d11627376094e99b34f47cd0145b211d9686c1e09de9cbb6b8eb73d46ba3b0,R01,semantic,processed-semantic-transcript,1
T-013,to execute and put token from resolved promise into the input and submit,2331.8115656753816,1584.6638855054598,20px,ad1bb9140cc9adeaaa39a7bce1b7eadbcaf73b17926f3365fec7dc90c8494721,R01,semantic,processed-semantic-transcript,1
T-014,!!! we can do literally the same with v2,2331.8115656753816,1609.6638855054598,20px,44bf0a8a50f7fad4a6e729652857d4578141525af8372083b828c066108e1f0a,R01,semantic,processed-semantic-transcript,1
T-015,using form because v2 automatically sets it,1748.718212318092,1791.0404705623341,20px,0cf607d86a31ebc07f5d52bd946c48425bd5678203967711f2884e4297d2560b,R01,semantic,processed-semantic-transcript,1
T-016,can do like v3,1748.718212318092,1816.0404705623341,20px,9d7c5715d4589d97304f69b7f252aa745f5242300d952b0be3e840fb301e8975,R01,semantic,processed-semantic-transcript,1
T-017,we also may need to verify hostname,8236.16672680511,2132.671714636358,84.00000000000003px,d7cc996230773fc2a20811ca3726ea20d974eaa502fe9d429e4d94dd3aa442f8,R01,semantic,processed-semantic-transcript,1
T-018,expected action in recapcha is just a string to put inside,1966.3212740001636,2756.650452652536,20px,277cc55da8c212c1090b498ce41231d34ce23fd5204f8a683a87a98bc37252b8,R01,semantic,processed-semantic-transcript,1
T-019,,1966.3212740001636,2781.650452652536,20px,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,R01,empty-structural,reviewed-empty-structural,1
T-020,and to verify,2078.39730881376,3124.233194124591,20px,b102ef01bb422aeb8c18c1814f7faf357f016bad374c5881af116d340a5b0fc4,R01,semantic,processed-semantic-transcript,1
T-021,"<script src=""https://www.google.com/recaptcha/api.js"" async defer></script>",5920.415627804766,3722.1862409192045,20px,44f7e6e3bc4488627c29f9c1f3233741985eebe325b8df9c89277e99c8219960,R02,semantic,processed-semantic-transcript,1
T-022,,5920.415627804766,3747.1862409192045,20px,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,R02,empty-structural,reviewed-empty-structural,1
T-023,"<form asp-action=""Register"" method=""post"">",5920.415627804766,3772.1862409192045,20px,6d27ef22565a3d05e0765a15147281a3a561edffce64c7b19c0bdf96eb3d57fa,R02,semantic,processed-semantic-transcript,1
T-024,"<input type=""email"" name=""Email"" required />",5920.415627804766,3797.1862409192045,20px,88495aecaa0f95361ffcccc8aaac68efce99a9db7d9a4cb6b6751bca3a8d8060,R02,semantic,processed-semantic-transcript,1
T-025,"<input type=""password"" name=""Password"" required />",5920.415627804766,3822.1862409192045,20px,d4d5034f25630f5f714bfa9f89892076ecfd030deb4372860909e5d585cfe7c9,R02,semantic,processed-semantic-transcript,1
T-026,,5920.415627804766,3847.1862409192045,20px,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,R02,empty-structural,reviewed-empty-structural,1
T-027,"<div class=""g-recaptcha"" data-sitekey=""@ViewBag.RecaptchaSiteKey""></div>",5920.415627804766,3872.1862409192045,20px,bb459b34ae5edf9a1db4199afdb551af68f4a176810ee5134c225e72d9ceae81,R02,semantic,processed-semantic-transcript,1
T-028,,5920.415627804766,3897.1862409192045,20px,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,R02,empty-structural,reviewed-empty-structural,1
T-029,"<button type=""submit"">Submit</button>",5920.415627804766,3922.1862409192045,20px,af2424dd0001d27b462e758595c92e7b027fb15c416c83705dde664e8c07da55,R02,semantic,processed-semantic-transcript,1
T-030,</form>,5920.415627804766,3947.1862409192045,20px,e0c7bb7b72eeecfc07340f6bce5874176ae2e9d13551d2d6a6f3409e66c2f8c9,R02,semantic,processed-semantic-transcript,1
T-031,"import React, { useRef, useState } from ""react"";",819.8901346668763,3959.5855582295126,20px,7a8b4710cf0f183f074b013405f7ef658b6c12343082e5dc91d65a2126fec633,R02,semantic,processed-semantic-transcript,1
T-032,"import ReCAPTCHA from ""react-google-recaptcha"";",819.8901346668763,3984.5855582295126,20px,4307e7c52c5802086e38a3ed59720f45802dbba9e2bc95ea152a0be9dcf10669,R02,semantic,processed-semantic-transcript,1
T-033,,819.8901346668763,4009.5855582295126,20px,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,R02,empty-structural,reviewed-empty-structural,1
T-034,const SITE_KEY = import.meta.env.VITE_RECAPTCHA_SITE_KEY; // or REACT_APP_...,819.8901346668763,4034.5855582295126,20px,33224021d34a9be727525bdd56c9704448bf2abfddd5152d83c11e53c41e099b,R02,semantic,processed-semantic-transcript,1
T-035,,819.8901346668763,4059.5855582295126,20px,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,R02,empty-structural,reviewed-empty-structural,1
T-036,export default function RegisterV2() {,819.8901346668763,4084.5855582295126,20px,0b00daf55406ee278f219f23c809bf0affa61fa740496cb5897dae9fce819ed0,R02,semantic,processed-semantic-transcript,1
T-037,const recaptchaRef = useRef(null);,819.8901346668763,4109.585558229513,20px,cfc8016e1e8c708ee796fba5d1759d5f08473d4d8cc931cf5b89e7628fc302a2,R02,semantic,processed-semantic-transcript,1
T-038,"const [email, setEmail] = useState("""");",819.8901346668763,4134.585558229513,20px,0da1eeea29496c66fb72aa7713c17a3650f0a8719d5e62b0c78af6b73927f706,R02,semantic,processed-semantic-transcript,1
T-039,"const [password, setPassword] = useState("""");",819.8901346668763,4159.585558229513,20px,a29857e63814f6df9d718244da56f62f3868a043039238cbe92bc925324e4450,R02,semantic,processed-semantic-transcript,1
T-040,"const [status, setStatus] = useState("""");",819.8901346668763,4184.585558229513,20px,25c4d43572bc29a71a61515973880e14a4e547f255ef7a530fd4faa9e87400bc,R02,semantic,processed-semantic-transcript,1
T-041,,819.8901346668763,4209.585558229513,20px,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,R02,empty-structural,reviewed-empty-structural,1
T-042,const onSubmit = async (e) => {,819.8901346668763,4234.585558229513,20px,60feb94dff28a559aea894b5377948f23823ae5b3a5e881d2afa03b8973045bc,R02,semantic,processed-semantic-transcript,1
T-043,e.preventDefault();,819.8901346668763,4259.585558229513,20px,894c24bbd2dd531cc2cdc13ea85683503bc7a4a2629ceb09c859591e621a3804,R02,semantic,processed-semantic-transcript,1
T-044,"setStatus("""");",819.8901346668763,4284.585558229513,20px,e8233589ea3a222b87ef1b4859d6eea0fccce29d15ba91f3f95c313992dc520b,R02,semantic,processed-semantic-transcript,1
T-045,,819.8901346668763,4309.585558229513,20px,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,R02,empty-structural,reviewed-empty-structural,1
T-046,const token = recaptchaRef.current?.getValue();,819.8901346668763,4334.585558229513,20px,810a87919f5157476c83c3149cd6768f25268a21a40e020584b33325defc3dea,R02,semantic,processed-semantic-transcript,1
T-047,if (!token) {,819.8901346668763,4359.585558229513,20px,8ae3495b40e4755c0e5026ce6d60f7d87e3800ce0878dcb73e560ade068c7f55,R02,semantic,processed-semantic-transcript,1
T-048,"setStatus(""Please complete reCAPTCHA."");",819.8901346668763,4384.585558229513,20px,ddb57ac7936d164296a3d3be8afc490d636ce0e4b6e66c135ae53edae5315b63,R02,semantic,processed-semantic-transcript,1
T-049,return;,819.8901346668763,4409.585558229513,20px,8beaabe25ab7e0a80d1e25bada55a2f5a227101c2210eadf0b368d3c2be4a83f,R02,semantic,processed-semantic-transcript,1
T-050,},819.8901346668763,4434.585558229513,20px,d10b36aa74a59bcf4a88185837f658afaf3646eff2bb16c3928d0e9335e945d2,R02,semantic,processed-semantic-transcript,1
T-051,,819.8901346668763,4459.585558229513,20px,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,R02,empty-structural,reviewed-empty-structural,1
T-052,"const resp = await fetch(""/api/auth/register"", {",819.8901346668763,4484.585558229513,20px,acbe5051a143c0ee9d708f04acd378f364dc4b97367c3266a18387fa8ced638d,R02,semantic,processed-semantic-transcript,1
T-053,"method: ""POST"",",819.8901346668763,4509.585558229513,20px,fa8f0b5ceabf772901474bc25319f2eedb1f710c45f1b586f3af334eea183b9d,R02,semantic,processed-semantic-transcript,1
T-054,"headers: { ""Content-Type"": ""application/json"" },",819.8901346668763,4534.585558229513,20px,2b88f4d4f8f1954658367dcec28e8db230feb8ed9909edb0c54a65daf18dd9d4,R02,semantic,processed-semantic-transcript,1
T-055,"body: JSON.stringify({ email, password, recaptchaToken: token })",819.8901346668763,4559.585558229513,20px,dccf26308684abc515823bab49b8b97558c24ec492c24b6ff66fa55d58a44be4,R02,semantic,processed-semantic-transcript,1
T-056,});,819.8901346668763,4584.585558229513,20px,29576b54e255e3c948eea5b5904fa38b81682fdd3cbd9ae841ff0e7bd80d394c,R02,semantic,processed-semantic-transcript,1
T-057,,819.8901346668763,4609.585558229513,20px,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,R02,empty-structural,reviewed-empty-structural,1
T-058,if (!resp.ok) {,819.8901346668763,4634.585558229513,20px,5b8896395731649f30f078541a586b3144a2c2ef1ff7d31be57e8012e199828b,R02,semantic,processed-semantic-transcript,1
T-059,setStatus(await resp.text());,819.8901346668763,4659.585558229513,20px,f3ecda7a1e1b696ec8bbccdc7f0c66812fbc09b1bd37af90a5875fe94183764a,R02,semantic,processed-semantic-transcript,1
T-060,recaptchaRef.current?.reset(); // token is single-use-ish; reset after failure,819.8901346668763,4684.585558229513,20px,66d9b410bf2bca9a6ac250695dc8398dd80cbc24d934b1a315666e67ed1eb92d,R02,semantic,processed-semantic-transcript,1
T-061,return;,819.8901346668763,4709.585558229513,20px,8beaabe25ab7e0a80d1e25bada55a2f5a227101c2210eadf0b368d3c2be4a83f,R02,semantic,processed-semantic-transcript,1
T-062,},819.8901346668763,4734.585558229513,20px,d10b36aa74a59bcf4a88185837f658afaf3646eff2bb16c3928d0e9335e945d2,R02,semantic,processed-semantic-transcript,1
T-063,,819.8901346668763,4759.585558229513,20px,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,R02,empty-structural,reviewed-empty-structural,1
T-064,"setStatus(""Registered!"");",819.8901346668763,4784.585558229513,20px,2b618eb8fa2102f4c90074960da0140be5cc0a1aeedda690c1e25998275d34da,R02,semantic,processed-semantic-transcript,1
T-065,};,819.8901346668763,4809.585558229513,20px,df3982fd610173599241fca93c7c866683f58f541eced1c2098102145477164c,R02,semantic,processed-semantic-transcript,1
T-066,,819.8901346668763,4834.585558229513,20px,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,R02,empty-structural,reviewed-empty-structural,1
T-067,return (,819.8901346668763,4859.585558229513,20px,fc4c1868f34cfb519e76be7307878b7254a939fea0a2f13fd8029482816af74d,R02,semantic,processed-semantic-transcript,1
T-068,<form onSubmit={onSubmit}>,819.8901346668763,4884.585558229513,20px,804b9c4c26c03470f54a3e72430146ba6176db5972e61fd585e8ee27501d0a2d,R02,semantic,processed-semantic-transcript,1
T-069,"<input type=""email"" value={email} onChange={e => setEmail(e.target.value)} required />",819.8901346668763,4909.585558229513,20px,458b6d7d523ad29d59f054db323f5fa116da7155d2597293655bf228c8a8ab64,R02,semantic,processed-semantic-transcript,1
T-070,"<input type=""password"" value={password} onChange={e => setPassword(e.target.value)} required />",819.8901346668763,4934.585558229513,20px,916a2cbae6dd2515901e4c315ab1812011c63c1693f497d55b00d5a4fe175aca,R02,semantic,processed-semantic-transcript,1
T-071,,819.8901346668763,4959.585558229513,20px,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,R02,empty-structural,reviewed-empty-structural,1
T-072,<ReCAPTCHA sitekey={SITE_KEY} ref={recaptchaRef} />,819.8901346668763,4984.585558229513,20px,cc7045b1d4b625e06a437c809c1fda788c74335e0d140a3edc4e3fefc031f776,R02,semantic,processed-semantic-transcript,1
T-073,,819.8901346668763,5009.585558229513,20px,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,R02,empty-structural,reviewed-empty-structural,1
T-074,"<button type=""submit"">Register</button>",819.8901346668763,5034.585558229513,20px,bdc94113f57e993a757422daff019c5871a5961b53fd383f57d2695453a6cbd5,R02,semantic,processed-semantic-transcript,1
T-075,<div>{status}</div>,819.8901346668763,5059.585558229513,20px,77bdc611bbf6f55aec1d6b5d4b1c22c32f525cbbb4a09bb6209f08396eee05a1,R02,semantic,processed-semantic-transcript,1
T-076,</form>,819.8901346668763,5084.585558229513,20px,e0c7bb7b72eeecfc07340f6bce5874176ae2e9d13551d2d6a6f3409e66c2f8c9,R02,semantic,processed-semantic-transcript,1
T-077,public sealed class RecaptchaVerifyResponse,6001.1563233342795,5097.741728657865,20px,a77e09550e0f8690a9d1d9763b3dba33bc7f80c04d23a23051c3a17c47899b2b,R02,semantic,processed-semantic-transcript,1
T-078,);,819.8901346668763,5109.585558229513,20px,9d8b2b5670d18da8a99f6152f7ee75558019cd106d8032bf7c1117bd37273e37,R02,semantic,processed-semantic-transcript,1
T-079,{,6001.1563233342795,5122.741728657865,20px,021fb596db81e6d02bf3d2586ee3981fe519f275c0ac9ca76bbcf2ebb4097d96,R02,semantic,processed-semantic-transcript,1
T-080,},819.8901346668763,5134.585558229513,20px,d10b36aa74a59bcf4a88185837f658afaf3646eff2bb16c3928d0e9335e945d2,R02,semantic,processed-semantic-transcript,1
T-081,public bool success { get; set; },6001.1563233342795,5147.741728657865,20px,273b6ab3c04b81989f1fe5f7ec70f5a5b3fd5bd138c9f5846bac68d0f145d8ff,R02,semantic,processed-semantic-transcript,1
T-082,public string[]? error-codes { get; set; } // google uses this name in JSON sometimes,6001.1563233342795,5172.741728657865,20px,975dff6baf58a70e36dbdee29c4d9257d8e453d84c6cd94c98a89b5fe4734f5a,R02,semantic,processed-semantic-transcript,1
T-083,public List<string>? error_codes { get; set; } // in case serializer maps differently,6001.1563233342795,5197.741728657865,20px,0e3c55bc6ced706c6ac3c9effd41241699afec3a72d6a0e49c5319c1911f2132,R02,semantic,processed-semantic-transcript,1
T-084,public double score { get; set; } // v3 only,6001.1563233342795,5222.741728657865,20px,650f7d00aaf62e6368e8eeb5b73239eb4f7be15a1e5814bd395c080c0569a9ec,R02,semantic,processed-semantic-transcript,1
T-085,public string? action { get; set; } // v3 only,6001.1563233342795,5247.741728657865,20px,d999cd033c438d4fb1949a3552deaef12b58d7fe024b98c21a7b21a6c37e4329,R02,semantic,processed-semantic-transcript,1
T-086,public string? hostname { get; set; },6001.1563233342795,5272.741728657865,20px,3007027fd13e6b580e4440a71ff4ba8cfba2c091b14cba7d0a9d933bf51c9475,R02,semantic,processed-semantic-transcript,1
T-087,},6001.1563233342795,5297.741728657865,20px,d10b36aa74a59bcf4a88185837f658afaf3646eff2bb16c3928d0e9335e945d2,R02,semantic,processed-semantic-transcript,1
T-088,v3 must check action and score,3856.8636389517624,5403.665699858304,35.589731069712435px,d329b7c0c89952800d125445fd4a15f52eb3d98061f8409fb22a3050563e3425,R02,semantic,processed-semantic-transcript,1
T-089,using System.Net.Http;,6110.045347856848,5548.112076422615,20px,d8ec01fffb11ef19bee8b97391affd498b9652466960710799cda14c1de186f3,R02,semantic,processed-semantic-transcript,1
T-090,using System.Text.Json;,6110.045347856848,5573.112076422615,20px,732a4059a3613f473ef78b42923c4e58871fc116be8101990a55bb4ce32453d2,R02,semantic,processed-semantic-transcript,1
T-091,using Microsoft.AspNetCore.WebUtilities;,6110.045347856848,5598.112076422615,20px,7f0b65ae6b122f5ef5e90611bba7c33bb7fe9345fe35ea2e1cb675e18344fdfe,R02,semantic,processed-semantic-transcript,1
T-092,,6110.045347856848,5623.112076422615,20px,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,R02,empty-structural,reviewed-empty-structural,1
T-093,public interface IRecaptchaVerifier,6110.045347856848,5648.112076422615,20px,36168f2f5b965da514843d3b1d18ecd4e4bb63ba34cdbe0abe5efed5165db9c8,R02,semantic,processed-semantic-transcript,1
T-094,{,6110.045347856848,5673.112076422615,20px,021fb596db81e6d02bf3d2586ee3981fe519f275c0ac9ca76bbcf2ebb4097d96,R02,semantic,processed-semantic-transcript,1
T-095,"Task<bool> VerifyV2Async(string token, string? remoteIp = null);",6110.045347856848,5698.112076422615,20px,a2c41a812d05b09244430845a9b28645d4a1a4c14371b61a712fddefc96d7008,R02,semantic,processed-semantic-transcript,1
T-096,},6110.045347856848,5723.112076422615,20px,d10b36aa74a59bcf4a88185837f658afaf3646eff2bb16c3928d0e9335e945d2,R02,semantic,processed-semantic-transcript,1
T-097,,6110.045347856848,5748.112076422615,20px,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,R02,empty-structural,reviewed-empty-structural,1
T-098,combined v2 and v3,3857.926486819634,5770.013303040166,53.33331298828121px,bc7abb91206b90cbbd7eca7363d707f43a9790a0bda789b5b687c91deb8d530f,R02,semantic,processed-semantic-transcript,1
T-099,public class GoogleRecaptchaVerifier : IRecaptchaVerifier,6110.045347856848,5773.112076422615,20px,e37c9622f982a2ef4c46043c26cd304393a13d7a8baef5669e4c61a7d3d2096f,R02,semantic,processed-semantic-transcript,1
T-100,{,6110.045347856848,5798.112076422615,20px,021fb596db81e6d02bf3d2586ee3981fe519f275c0ac9ca76bbcf2ebb4097d96,R02,semantic,processed-semantic-transcript,1
T-101,private readonly HttpClient _http;,6110.045347856848,5823.112076422615,20px,c2ec65189398b039b666e776b84bcc8adb7f906859a78d23ef1cd5c9496c744d,R02,semantic,processed-semantic-transcript,1
T-102,private readonly IConfiguration _config;,6110.045347856848,5848.112076422615,20px,245ba8819c99ea1b0d4a97f97fc736a4d99ff1f02387938c2bad0f446418dcbb,R02,semantic,processed-semantic-transcript,1
T-103,,6110.045347856848,5873.112076422615,20px,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,R02,empty-structural,reviewed-empty-structural,1
T-104,"import React, { useEffect, useRef, useState } from ""react"";",738.9688465655663,5893.54873521295,20px,1f2d3fda08f031a38a55b5db63d320b62f43262cd6388b316dc0eb99dde569ad,R02,semantic,processed-semantic-transcript,1
T-105,"public GoogleRecaptchaVerifier(HttpClient http, IConfiguration config)",6110.045347856848,5898.112076422615,20px,667dd006678f55fcd07d7f99ef87602203f62788aefe98e30d6b106b9d598f94,R02,semantic,processed-semantic-transcript,1
T-106,,738.9688465655663,5918.54873521295,20px,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,R02,empty-structural,reviewed-empty-structural,1
T-107,{,6110.045347856848,5923.112076422615,20px,021fb596db81e6d02bf3d2586ee3981fe519f275c0ac9ca76bbcf2ebb4097d96,R02,semantic,processed-semantic-transcript,1
T-108,const SITE_KEY = import.meta.env.VITE_RECAPTCHA_SITE_KEY;,738.9688465655663,5943.54873521295,20px,e30ae75bd91b4c5f043821ca718e26aa7cff1cf997af317fd0b22e2929447957,R02,semantic,processed-semantic-transcript,1
T-109,_http = http;,6110.045347856848,5948.112076422615,20px,13f104c2c01483b4191bd35f3c261197a7977c5708bef13ccafd7f1f9e14b894,R02,semantic,processed-semantic-transcript,1
T-110,,738.9688465655663,5968.54873521295,20px,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,R02,empty-structural,reviewed-empty-structural,1
T-111,_config = config;,6110.045347856848,5973.112076422615,20px,0be37150bbc73220dbe49c0001bc58b8a2ce67f13b7188394ce7a904f961472a,R02,semantic,processed-semantic-transcript,1
