source_id,sha256,sha256_12,placements,image_file,transcript_file,status
S-001,b46359c7fac8e4823d2af77c6786fd8cc4b9566cd1b4e0e334ded4f44a14b17d,b46359c7fac8,1,source/images-near-literal-v001/S-001__b46359c7fac8.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-002,5e36b425bc20c5fdc212c162204e68753c0576a0da5f527392c7c529f6c38301,5e36b425bc20,1,source/images-near-literal-v001/S-002__5e36b425bc20.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-003,7da6d3affa3c8577880e1831c31d298104a317bbd786b9e961e1b6773097ac91,7da6d3affa3c,1,source/images-near-literal-v001/S-003__7da6d3affa3c.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-004,dcf09fb5339b7b284ca6f375fa49b0353852d206cb0689672f1c29368c4762ec,dcf09fb5339b,1,source/images-near-literal-v001/S-004__dcf09fb5339b.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-005,8f47b4b626cd9ba4198aac7af891bf2dfe8152b619d18fd3f2b9da15f9c28b61,8f47b4b626cd,1,source/images-near-literal-v001/S-005__8f47b4b626cd.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-006,08dcb1c1107e166e724b3b28ea0cc5166dcd00dda1e7afa12b1a0e9c67fc447c,08dcb1c1107e,1,source/images-near-literal-v001/S-006__08dcb1c1107e.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-007,8eb30a7f86bd02ae6bc263aac504b9a006ccc26149236d496aefd9a6e08ce62b,8eb30a7f86bd,1,source/images-near-literal-v001/S-007__8eb30a7f86bd.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-008,4fe5edc3ba6d96e3fb1c53bf5f4d437da189c7de04396444baad5f951ef0ef66,4fe5edc3ba6d,1,source/images-near-literal-v001/S-008__4fe5edc3ba6d.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-009,2d50368123f2f1dd9d6f950ca609d40a9637af7cb70af1483eb5c2037e1a5296,2d50368123f2,1,source/images-near-literal-v001/S-009__2d50368123f2.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-010,5f04e33c29e5781be37f791a562ec7e837f236cc9f2ef73ff76cc9a8f6f031fa,5f04e33c29e5,1,source/images-near-literal-v001/S-010__5f04e33c29e5.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-011,4c579764c95b451ce33e4e142ecde76ce4ea2d17e95b4650b6b6c929c277ac00,4c579764c95b,1,source/images-near-literal-v001/S-011__4c579764c95b.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-012,0aa57798dd85e18f5434e3bfd206d7feeab48bd1f1af1c7291368bacd1fc8d72,0aa57798dd85,1,source/images-near-literal-v001/S-012__0aa57798dd85.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-013,9508bc2e7dfcf6a90b3de2995d6395f0187f516f5faca36bfb9fe0f77c395d1b,9508bc2e7dfc,1,source/images-near-literal-v001/S-013__9508bc2e7dfc.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-014,a89a3527cc5a983699999192c3b9eb90c1151d2f829a18aea2a1acea7c03fc38,a89a3527cc5a,1,source/images-near-literal-v001/S-014__a89a3527cc5a.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-015,86b3a493ce2279d5dd9358add7cd79747fd1922d839f133aeb0fdd0c10bd2dcb,86b3a493ce22,1,source/images-near-literal-v001/S-015__86b3a493ce22.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-016,db08c98150c2208ef03f190b1f35e2e74b2efa522ea3b670faaa6170bdeecb4a,db08c98150c2,1,source/images-near-literal-v001/S-016__db08c98150c2.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-017,82cdf58f222534d5f36d36e17880f3b3b1ae6d7b4278a5de370bb5012b217da6,82cdf58f2225,1,source/images-near-literal-v001/S-017__82cdf58f2225.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-018,a0d8796c56a730ab024331adf674484c6e14efd936254042ebcfad1b5d04fb5d,a0d8796c56a7,1,source/images-near-literal-v001/S-018__a0d8796c56a7.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-019,dbb4db9f93134bdfa986c70b9868d2207c2e86bebbd7a9db3fe462791c219d2a,dbb4db9f9313,1,source/images-near-literal-v001/S-019__dbb4db9f9313.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
S-020,228202b06da6c6efa188e5a72da88bf0a0e848bf3b55e6c4cc60bb1a7c5b3f0e,228202b06da6,1,source/images-near-literal-v001/S-020__228202b06da6.png,10-full-source-preserving-transcript-v001.md,closed-near-literal-v001
