source_id,image_use,symbol_id,x,y,width,height,asset_sha1,region
S-001,U-001,image-2484f793be60712d8b6622d7a17590e3cc97f501,11794.917198,623.05182,467.0,244.0,a6bfa8a239222c098c51f619e4ea54b6d67832f1,R03
S-002,U-002,image-2bf25d3c144adb788fdcd2971df9e6f1b809b539,11789.453199,456.662933,548.0,49.0,9be93639590eae7f314b323cf48fa8313d6271ca,R03
S-003,U-003,image-55d8bc685ca7f893736c46deecd71519ac8fbcb7,11781.021161,909.718499,455.0,244.0,08c805597c4796f51256b930e2d34c17ac162844,R03
S-004,U-004,image-18da46a6f384adf47fb6fc7edb8f917c376bbccd,11766.845613,1211.940687,482.0,244.0,d862e94bbf1c9364858841e6b59c353493fb91a5,R03
S-005,U-005,image-43bb3ab654c208a6aeb1aded3b57c4925d2b3ce1,10473.887236,948.290398,621.0,313.0,0d925b2397b213fc8b144aff3d8e7be46628eeac,R02
S-006,U-006,image-9a6b53e1eeaabef44f1bc97faefea06a1f8957c7,10444.639764,422.357794,977.0,482.0,9a78cf56e1fabe6c0d7c9007480ba96371f22da4,R02
S-007,U-007,image-f7f70aec3e8f7064861a983466e2c468d39cbc95,10880.345905,3706.880787,974.0,192.0,8942c359cae419c6b97e744207b93923a17a5e8c,R03
S-008,U-008,image-964f16302303fb439c914860b0cc31b21a614010,10893.312631,3204.253265,666.0,482.0,b4f948a98acd632ead70f04a208ddb4f9d441c10,R03
S-009,U-009,image-b67411b90edc615787d29de38a83dc23f2100f16,10761.613974,2886.865176,902.0,267.0,3f4d7b05b814d305b7517ee0b5dec9efcf44a7f1,R03
S-010,U-010,image-4aff40673533fb929870cf898c88ee70ad6f5f00,10559.387652,1654.964361,900.0,333.0,081e7f0b1623a687331486f8925de29a79c6d605,R03
S-011,U-011,image-9b8ddb1c1e8a21cc5f295a26ceeb3c93c61d6fd5,10676.966805,2009.668152,788.0,482.0,564e43e5d488f68a973b1aef8cad4c6fe17bf291,R03
S-012,U-012,image-9f4f71bc7698c178fcaa71678285e52ef0913c59,10650.294265,2582.060708,1013.0,245.0,01f0743eabe5d7cef3b1658cd95d6c62b3f26427,R03
S-013,U-013,image-bb14420811e5bb4774154a75c9b8088602f16627,7232.178969,282.292978,934.0,271.0,6a4047b3158046016456a90365f937bb1ff71376,R02
S-014,U-014,image-68c206c43ae3a00d39a196012cecb1c4dbe25ca1,7225.788796,598.679944,844.0,482.0,69b4b18914ebc43f701a7b6380dd5e9e1401763a,R02
S-015,U-015,image-e60aa49499f6235db0547d86034dba3c165f2116,7219.362994,1106.624091,925.0,264.0,bb98680711eb54d8199fad9eff3eac9b84bf62df,R02
S-016,U-016,image-b2921dadd7db15b13879b60d5b1fb503a172d2e4,7219.506319,1414.437556,920.0,482.0,062d924067381cf5099c432d9c0b259dd01424f3,R02
S-017,U-017,image-843f0b42e989b9c61a37ce054f85c997d8702ddd,7203.363049,1903.290795,957.0,404.0,df857450925b55bd61673ec664a59d417e6c71b2,R02
S-018,U-018,image-58165b4f3695c966628101f8dd083e3cc633939a,7215.181175,2344.199886,897.0,184.0,0e0ab254342aa9c0e592422d9f9375d7d3a8639b,R02
S-019,U-019,image-c95351d64a279dfcb35214edcf731e0aafb81372,6081.162059,709.541172,950.0,249.0,815bae5108ab254e0c25aee77851441ac2a8607b,R02
S-020,U-020,image-916537378b337855c93babf73587dda679338898,6057.768233,416.422442,953.0,266.0,dc8b20d45426fc10e3f08461aa07fa30d90dde50,R02
S-021,U-021,image-0db467954d94df1c4ca468cd326f976d571d03a4,6106.014348,1158.625468,874.0,482.0,3c0a92ba843b588139e6cb2f30480437ec5d1a89,R02
S-022,U-022,image-a2a82ff30e21a7f40b7d0fc6263f6c079f078ea1,8628.586914,3287.354277,997.0,301.0,340852a02c36556e2a9f1c58e083d760906a40fc,R02
S-023,U-023,image-a109112a99563809588c4363e0ce85947574cea6,8625.861049,2992.340673,958.0,257.0,c53dcdd67632790f48445be825507b5cac4e91c5,R02
S-024,U-024,image-c511c3a46ecde98e3a8a922745bf1ed5321c8783,8614.155531,2722.442736,853.0,265.0,1e5db3865a913246149ac5b2eb1b8f4ff214d524,R02
S-025,U-025,image-4125a1da22ec271a30ed28c2a259878361654dee,8598.253964,2254.755535,962.0,468.0,244f17e464156cd7c4d73d6a859e08ac2e286879,R02
S-026,U-026,image-f16371d6a609e7d84800e1d900e658f78f70dc3e,8596.263339,1801.00862,973.0,442.0,bec4990340ed1f35e36a954448d41147dd001b6e,R02
S-027,U-027,image-1a50e3e096fde45d53b6c27a9d7debc083e88479,8574.373943,1310.596081,787.0,482.0,992d6f24180a6082e0b45114980cfb1ff3818f79,R02
S-028,U-028,image-6b9a7ccfaf3bd839fb0eb825224424331f53ed3c,8568.518509,877.67519,970.0,417.0,bc54332b13526a41ce8deb3cafd60f6f0da01243,R02
S-029,U-029,image-d72db35586ca6e7b8165d45de68773acce706896,8563.265376,538.672033,791.0,344.0,772d340a8f1864abccfdcd4a26b0989f5395e788,R02
S-030,U-030,image-b0c3159fda0560042e6173c90583c6c042b372fb,4585.435793,4347.294761,1036.0,193.0,946a2419a538d8f83374d98e71842b1dad8ebb69,R02
S-031,U-031,image-ee40789e998acebb49084ba7231e3a8a34664846,4559.863994,3895.116631,1031.0,410.0,44a7a8883057066a839b16eea6f9c440dc914aa2,R02
S-032,U-032,image-9bd876d626bb355f897c3061a73a85f6c1baa521,4553.836155,3471.830596,1078.0,451.0,adcc5c234119023da636642e9f814f22373cdd78,R02
S-033,U-033,image-4738f4792d3ba69b54423c91d5b21e1f45f06b6d,4502.435793,3095.039904,1119.0,327.0,011137bda0322ca157c3d40c883755c5f3a9fb8e,R02
S-034,U-034,image-f927911a028059746c5ebf01c91694261c06cd08,4534.490542,2811.582927,1014.0,228.0,f6ec1c1a6b1f965b2f9a09dd71222a262d09bbae,R02
S-035,U-035,image-f614f82cefa92c97beb5e27c73eac82734d3aae8,4547.256148,2321.564832,950.0,472.0,aabcca5430221e79f8b71b46bdb68dd5228e59eb,R02
S-036,U-036,image-6f9f62eccb3d0bb97301822774e8fe14cdc2b510,4600.301845,2014.513343,649.0,268.0,ced615a90b524692492c8ef7aef3e75bd5db5c86,R02
S-037,U-037,image-52a421a9860d33c4d36389e99ba35940daf5164a,4498.184071,1525.233815,856.0,482.0,2e0bbb7f3dd4b0392b7686e62c86feb28b467f52,R02
