id,text,x,y,transform
T-001,public class SendResetLinkHandler :,0,17.619999999999997,
T-002,"IRequestHandler<SendResetLinkCommand, UnitResult<Error>>",0,42.62,
T-003,{,0,67.62,
T-004,private readonly IEmailService _email;,0,92.62,
T-005,private readonly IDataProtectionProvider _protectionProvider;,0,117.62,
T-006,private readonly IHttpContextAccessor _contextAccessor;,0,142.62,
T-007,private readonly IVerificationLinkFactory _linkFactory;,0,167.62,
T-008,"public SendResetLinkHandler(IEmailService email,",0,192.62,
T-009,"IDataProtectionProvider protector,",0,217.62,
T-010,"IHttpContextAccessor contextAccessor,",0,242.62,
T-011,IVerificationLinkFactory linkFactory),0,267.62,
T-012,{,0,292.62,
T-013,_email = email;,0,317.62,
T-014,_protectionProvider = protector;,0,342.62,
T-015,_contextAccessor = contextAccessor;,0,367.62,
T-016,_linkFactory = linkFactory;,0,392.62,
T-017,},0,417.62,
T-018,"public async Task<UnitResult<Error>> Handle(SendResetLinkCommand request,",0,442.62,
T-019,CancellationToken cancellationToken),0,467.62,
T-020,{,0,492.62,
T-021,var emailStr = _contextAccessor.HttpContext!.User.Claims.,0,517.62,
T-022,FirstOrDefault(c => c.Type == ClaimTypes.Email)!.Value;,0,542.62,
T-025,var protector = _protectionProvider.CreateProtector(,0,617.62,
T-026,"purpose: ""Password reset"");",0,642.62,
T-028,var code = protector.Protect(emailStr);,0,692.62,
T-029,var email = Email.Create(emailStr).Value;,0,717.62,
T-031,"var sendLink = await SendResetLinkAsync(email,code,cancellationToken);",0,767.62,
T-032,if (sendLink.IsFailure),0,792.62,
T-033,{,0,817.62,
T-034,return sendLink.Error;,0,842.62,
T-035,},0,867.62,
T-037,return UnitResult.Success<Error>();,0,917.62,
T-039,},0,967.62,
T-041,"private async Task<UnitResult<Error>> SendResetLinkAsync(Email email,",0,1017.62,
T-042,"string code,",0,1042.62,
T-043,CancellationToken cancellation),0,1067.62,
T-044,{,0,1092.62,
T-045,"var link = _linkFactory.CreateLink(""ResetPassword"",""Account"",code);",0,1117.62,
T-047,"var message = $""To reset password click on <a href=\""{link}\"">link</a>"";",0,1167.62,
T-049,"var sendEmail =await _email.SendEmailAsync(email,",0,1217.62,
T-050,"""Reset password"",",0,1242.62,
T-051,"message,",0,1267.62,
T-052,cancellation);,0,1292.62,
T-053,if (sendEmail.IsFailure),0,1317.62,
T-054,{,0,1342.62,
T-055,return sendEmail.Error;,0,1367.62,
T-056,},0,1392.62,
T-058,return UnitResult.Success<Error>();,0,1442.62,
T-059,},0,1467.62,
T-061,},0,1517.62,
T-062,password recovery,0,165.29237071010044,
T-063,hashing vs encryption/dataprotection,0,165.29237071010044,
T-064,newer flow,0,103.53845570591517,
T-065,when hashing,0,103.53845570591517,
T-066,"hashing,",0,103.53845570591517,
T-067,need to verify,0,250.44318854631695,
T-068,"encryptoin,",0,103.53845570591517,
T-069,when need data back,0,250.44318854631695,
T-070,when encryption/dataprot,0,103.53845570591517,
T-071,dp token design,0,103.53845570591517,
T-072,with data in payload,0,250.44318854631695,
T-073,jwt signature is a hash?,0,103.53845570591517,
T-074,hashing style token,0,103.53845570591517,
T-075,"design, with cols in db",0,250.44318854631695,
T-076,dataprotector,0,81.10663791715962,
T-077,so maybe better to create,0,17.619999999999997,
T-078,some dadaprotector interfaces,0,42.62,
T-079,that derive from idataprotector,0,67.62,
T-080,and create those separate singletons,0,92.62,
T-081,and inject them without hardcoding purpose,0,117.62,
T-082,everywhere,0,142.62,
T-083,so better to create protector services and mb implement catching inside instead of doing it everywhere,0,17.619999999999997,
T-084,purpose chains,0,111.59336201171872,
T-085,itimellimiteddataprotector,0,51.45040000000002,
T-086,protector services,0,118.84933861882278,
T-087,"named protectors logic, are they weaker(not named)",0,96.84290809970298,
T-088,unprotect can throw,0,94.20615941259594,
