text_id,text,x,y,region_id,status,transcript_file,authoritative_transcript
T-001,inserting/replacing with array contents,1655.5665607781239,2052.698451289239,R02,closed,02-transcript-R02-inserting-array-contents.md,05-full-combined-final-transcript.md
T-002,remove elements,1946.5183228556525,147.28140077255046,R01,closed,01-transcript-R01-splice-removal-insertion-replacement.md,05-full-combined-final-transcript.md
T-003,"insert, no removal",1949.6641160518616,620.7304770611039,R01,closed,01-transcript-R01-splice-removal-insertion-replacement.md,05-full-combined-final-transcript.md
T-004,"replace, remove + insert",1987.0668362818585,1069.5635111724146,R01,closed,01-transcript-R01-splice-removal-insertion-replacement.md,05-full-combined-final-transcript.md
T-005,remove from negative start,1835.3183942985374,1536.5636129707273,R01,closed,01-transcript-R01-splice-removal-insertion-replacement.md,05-full-combined-final-transcript.md
T-006,splice mutates,1783.1774741028685,3227.6763519422957,R03,closed,03-transcript-R03-mutation-return-value-and-slice.md,05-full-combined-final-transcript.md
T-007,return value,1754.6448773326927,3496.9537339617173,R03,closed,03-transcript-R03-mutation-return-value-and-slice.md,05-full-combined-final-transcript.md
T-008,deletecount -10,1763.5614566806423,3755.53135137596,R03,closed,03-transcript-R03-mutation-return-value-and-slice.md,05-full-combined-final-transcript.md
T-009,slice vs splice,1685.0964073990312,3987.3595572772565,R03,closed,03-transcript-R03-mutation-return-value-and-slice.md,05-full-combined-final-transcript.md
T-010,"remove items while iterating, index shift",1328.4376416482257,4295.869545570209,R04,closed,04-transcript-R04-iteration-index-shifts-and-performance.md,05-full-combined-final-transcript.md
T-011,splicing near the start,1587.0153406951945,4622.2123660281595,R04,closed,04-transcript-R04-iteration-index-shifts-and-performance.md,05-full-combined-final-transcript.md
T-012,remove to end,906.7393809086379,100.81080441865593,R01,closed,01-transcript-R01-splice-removal-insertion-replacement.md,05-full-combined-final-transcript.md
