image_id,filename,sha256,sha256_12,mime_type,byte_size,pixel_width,pixel_height,mode,use_count,status
image-967643c05ea2885fe665a7dc881088b512ba6370,25c9900a9479.png,25c9900a94797e3900e3e9f2e901d2852eb8cd2661f7f1428524fd49fd6ecfd7,25c9900a9479,image/png,24302,1070,365,RGBA,1,extracted
image-c18ece4fe14e571563bc82d4d02ef02e81bd547a,032a0eecf37c.png,032a0eecf37cab490af678371fde7ccaf0ca2709108cc98f6b0ae776a1ec26c5,032a0eecf37c,image/png,28274,990,385,RGBA,1,extracted
image-cfeb725d9b5fa036b9ac2aaf1e228c1f62d647c0,2a92a1ef192f.png,2a92a1ef192f96c69daab94e07b824dd3c68b54832958a73a5ad3cd4cd5b0ad9,2a92a1ef192f,image/png,39441,1005,517,RGBA,1,extracted
image-cde902cce524eae5189d65cb3328781fcac3641f,63f3ec5b81b8.png,63f3ec5b81b8c7111e520551441b8b5fb1b7840ddddb735ebf48c9b059721dcc,63f3ec5b81b8,image/png,31195,1082,75,RGBA,1,extracted
image-d4d2ad198641e3eeec487a7d06acb7807b991d60,803aeff2c7a3.png,803aeff2c7a36a465b3fc859d5ce3a3171f84b5fad7667a870f6d602663dab81,803aeff2c7a3,image/png,42472,1150,87,RGBA,1,extracted
image-cd860cc8c15246b87fb80c782745982082f6d9da,fe3147348fe7.png,fe3147348fe7214eb17ec287b6cc2444b282ab3922088bb5abe0ff0dd47b3a03,fe3147348fe7,image/png,24320,1018,52,RGBA,1,extracted
image-6b3507c74e9ccd84bbc2b995412acb107799580f,bde4275a1758.png,bde4275a17589363341760712edbd5ca3c51242ad75c5da6a51d456e06878236,bde4275a1758,image/png,41994,986,127,RGBA,1,extracted
image-8af5ba252471d3de78c383b502c219a8de69de24,d2b70f61ce55.png,d2b70f61ce55d48b547883105a6aff89384ade752941c2e893c551a1cde8cb29,d2b70f61ce55,image/png,17359,1065,75,RGBA,1,extracted
image-8da257acd24944b6760600e33be98722c0d2f177,a59c374b9c4b.png,a59c374b9c4becef793bbeb86e3dc513ed505056d4884e5f7f056849453b0194,a59c374b9c4b,image/png,32031,1182,90,RGBA,1,extracted
image-00ab3d1b4f702b55f9644af67b806c1a15f24482,f02c6f3fb3ee.png,f02c6f3fb3ee9045eada65b4dbd4c2bf3148314f660f20aa8c6bf11beebe144d,f02c6f3fb3ee,image/png,35776,1182,94,RGBA,1,extracted
image-2ebcbdb5549b926aeb2eca07a53d1140a5037890,7d3942767d10.png,7d3942767d104d730028ec49f4831f34b55b72bb22c8f16dc06956a9ea6e9006,7d3942767d10,image/png,24156,714,236,RGBA,1,extracted
image-aee1c71895167d5241b6720d9140e585c11ff501,f8e8cbce6e48.png,f8e8cbce6e48877f57ad2defe8b7a5f918dc75468fbd5dae29ff0fa118c84056,f8e8cbce6e48,image/png,37171,997,264,RGBA,1,extracted
image-6a68ac59ae15874302caa63a45cc13d1acd77a0b,bcbf245a33e1.png,bcbf245a33e1689ff8fd8e813beb3809bb37022f90ba39564df4008e4187e23f,bcbf245a33e1,image/png,38155,1005,280,RGBA,1,extracted
image-566dc7a3dca162d52335cfc7e00635f7bd02d513,04e7a2759a4c.png,04e7a2759a4cd1f3a14860ab5cc1b5f484ffae24a2b536026648f6fa7349a885,04e7a2759a4c,image/png,49923,1069,304,RGBA,1,extracted
image-8ea42f286d336026729152484b195719ef8ec263,9b49eab2848b.png,9b49eab2848b30f3e2f39d78cac97ff07b66c73335bc8efc92ea3226e1cef89a,9b49eab2848b,image/png,40033,961,261,RGBA,1,extracted
image-c07bef97992ea7a416dd7a053355bf82f3f9ccc3,92c9bf89f229.png,92c9bf89f229fb0599721372c9ac091f8745014ef7d148c96a74bb9cbc8a5c47,92c9bf89f229,image/png,15781,1079,240,RGBA,1,extracted
image-c7f61c52add438c4b922ad8d6555827b3822863e,33adb9cc0a21.png,33adb9cc0a21f85ecce0e7a63ad80768efa75be5e01bc567c437ba94ba67834c,33adb9cc0a21,image/png,24696,1033,334,RGBA,1,extracted
image-0041228d597d55e83a19e425706d1ba10a6b9156,b42a4e45590d.png,b42a4e45590d6c21ea7dc696f41f8cca82a0f7e659f76e41907ecb5644f56387,b42a4e45590d,image/png,30873,1070,351,RGBA,1,extracted
image-ce8b659ea46904d892207aaead82cc3a3584bbf2,d66ccfb34841.png,d66ccfb34841c149e6c799946d4c2761b6f5dd5e151ad1385d287d9a3635ef76,d66ccfb34841,image/png,18217,714,316,RGBA,1,extracted
