image_id,filename,sha256,sha256_12,mime_type,byte_size,pixel_width,pixel_height,mode,use_count,status
image-0cdf5ed06bc4a433c4d1abfde5fb48edb10c63af,bc97df4afee2.png,bc97df4afee2a6c9bf1c70ce3575c9be15d06e40c41faa37ee6244702fef99f7,bc97df4afee2,image/png,16120,1050,209,RGBA,1,extracted
image-943ca2ac691dfc655402a1e00aff64337f07aede,6c303b9a4c31.png,6c303b9a4c316843801e2eea7add4e63183f646afb3a5dcce70c20b84aa99a2c,6c303b9a4c31,image/png,19457,763,225,RGBA,1,extracted
image-10b3a270a3494a351b1726b774ea16c782f9056b,58de759745b7.png,58de759745b7b7bddc1e087849fbe1ed11b0b3eacb58466e5dbc6d26285fdf8f,58de759745b7,image/png,31836,1788,346,RGBA,1,extracted
image-5504e3c67432a5fcb1c80cb37dd77fc76408d1c9,145f3669bbe2.png,145f3669bbe21cbaeb660342642bc50794402277593bfd9c7661e08a8b06c0fd,145f3669bbe2,image/png,55586,1161,332,RGBA,1,extracted
image-e00b24375dc4d083ec0ca37ec4d8964948e7e237,04247aa1639b.png,04247aa1639bc23951c64749754463244c98d91d0688b6d0a68c0c90d98c8192,04247aa1639b,image/png,70840,1331,454,RGBA,1,extracted
image-da45bc639f70bbabeb06321b2120bf1fea4f49c1,982343ba95b7.png,982343ba95b76078c5f1a09faef46c77cf015e60f84850e285e03eb379a991b1,982343ba95b7,image/png,53950,1087,322,RGBA,1,extracted
image-283c7d9a2d1358fb4d220ad5f80cc2cd5a0a92ae,29715d7ccfbb.png,29715d7ccfbbe20db14c55667de2910d679c5d5ecb8c1e3299ccf989b0404e21,29715d7ccfbb,image/png,39510,1428,459,RGBA,1,extracted
image-6f86c42df6989571c791b984734b373d4c62e0ea,ffae93c97345.png,ffae93c973456ec257790f6a0938bd12add032d1eb0a88a51c995251c05b2a14,ffae93c97345,image/png,98772,1096,438,RGBA,1,extracted
image-bcab672b0b152597cf925d26bff4a487a0127779,2e7220c6e767.png,2e7220c6e76793e34557ee0ec20924f3179732782def50dd6207b4604ce15bdb,2e7220c6e767,image/png,72907,1054,325,RGBA,1,extracted
image-02a303b80b89b23e500bd307dcdc2330ff531168,8c6729023b67.png,8c6729023b6745e83232ce1147c042768cf2813483b5eb77793317badc9a3b5b,8c6729023b67,image/png,119763,1042,590,RGBA,1,extracted
image-2cc862408cafc7c90b1b5fc576016bb999b0fa40,102d86b78beb.png,102d86b78beb06fed9ff164aae53528f1f55997180e0bb116341fd56be736d88,102d86b78beb,image/png,37663,1192,187,RGBA,1,extracted
image-828ade57afbe80458c36b6df301fa0a68505a69f,7042bedc4246.png,7042bedc4246223c00ecf27e2affe493d8fcef54e57668bc65d9bf19caed3cdb,7042bedc4246,image/png,18484,892,215,RGBA,1,extracted
