text_id,text,x,y,region_id,status
T-001,what if el has zindex and no position?,10.0,271.7973988327754,R01,pending_transcript
T-002,what about relative?,10.0,426.32123742094495,R01,pending_transcript
T-003,stacking context triggers,3067.7783203125,196.24177546037953,R02,pending_transcript
T-004,examples,5329.11181640625,118.9084014369419,R03,pending_transcript
T-005,pseudo el can reach out,3333.3358764648438,1451.791976876395,R04,pending_transcript
T-006,of context,3333.3358764648438,1606.3158154645646,R04,pending_transcript
T-007,couldnt do this with my pos,3671.960268799661,2652.290406833874,R04,pending_transcript
T-008,"creates new stacking context on outer, so before is on its parent",3710.3335415630377,3475.156521564355,R04,pending_transcript
T-009,"but it can actually cross its borders, i just need to",3710.3335415630377,3500.156521564355,R04,pending_transcript
T-010,"specify middle containers zindex too, but i dont need it on outer container",3710.3335415630377,3525.156521564355,R04,pending_transcript
T-011,"tried to do like i have no new outer container, but i actually need it because",3604.4263581126716,3854.3368262668137,R04,pending_transcript
T-012,with stackig context inner elements are always on some parents shit and middle,3604.4263581126716,3879.3368262668137,R04,pending_transcript
T-013,"container is not just layout shit it has some visuals, so i need outer counainer",3604.4263581126716,3904.3368262668137,R04,pending_transcript
T-014,!!! can cross border,2845.5629601587048,3500.8521775358354,R04,pending_transcript
T-015,of parent with stacking context,2845.5629601587048,3554.574772750679,R04,pending_transcript
T-016,but overlay its content(background),2845.5629601587048,3608.297367965523,R04,pending_transcript
