source_id,image_use_id,fileId_short,x,y,width,height,nearest_labels_for_search_only,coverage_status,current_region_decision,current_subregion_decision,decision_is_final,must_recheck_before_region_close,decision_basis,review_notes
S-001,IU-001,bf31cd758d,0.0,0.0,689.0,374.0,T-007:join | T-006:to which itmes from first callback belong | T-005:of the item of first callbacks result + from the items | T-010:selectmany | T-004:second callback allows to build result for each,candidate-ljg01,LJG01,LJG01A,no-boundary-review-only,yes,"Join, GroupJoin, left-join flattening, key selectors and result selectors.",Stage1 boundary review only; source image is not processed yet.
S-002,IU-002,39d04e020f,0.0,0.0,838.0,327.0,T-007:join | T-006:to which itmes from first callback belong | T-005:of the item of first callbacks result + from the items | T-010:selectmany | T-004:second callback allows to build result for each,candidate-ljg01,LJG01,LJG01A,no-boundary-review-only,yes,"Join, GroupJoin, left-join flattening, key selectors and result selectors.",Stage1 boundary review only; source image is not processed yet.
S-003,IU-003,d33fc5a044,0.0,0.0,796.0,286.0,T-006:to which itmes from first callback belong | T-007:join | T-005:of the item of first callbacks result + from the items | T-010:selectmany | T-004:second callback allows to build result for each,candidate-ljg01,LJG01,LJG01A,no-boundary-review-only,yes,"Join, GroupJoin, left-join flattening, key selectors and result selectors.",Stage1 boundary review only; source image is not processed yet.
S-004,IU-004,a9963fa634,0.0,0.0,569.0,376.0,T-007:join | T-006:to which itmes from first callback belong | T-005:of the item of first callbacks result + from the items | T-010:selectmany | T-004:second callback allows to build result for each,candidate-ljg01,LJG01,LJG01B,no-boundary-review-only,yes,"Join, GroupJoin, left-join flattening, key selectors and result selectors.",Stage1 boundary review only; source image is not processed yet.
S-005,IU-005,e2391022fd,0.0,0.0,821.0,291.0,T-006:to which itmes from first callback belong | T-007:join | T-005:of the item of first callbacks result + from the items | T-010:selectmany | T-004:second callback allows to build result for each,candidate-ljg01,LJG01,LJG01B,no-boundary-review-only,yes,"Join, GroupJoin, left-join flattening, key selectors and result selectors.",Stage1 boundary review only; source image is not processed yet.
S-006,IU-006,de01ef49fa,0.0,0.0,876.0,170.0,T-004:second callback allows to build result for each | T-008:groupjoin | T-009:group by | T-010:selectmany | T-005:of the item of first callbacks result + from the items,candidate-ljg01,LJG01,LJG01B,no-boundary-review-only,yes,"Join, GroupJoin, left-join flattening, key selectors and result selectors.",Stage1 boundary review only; source image is not processed yet.
S-007,IU-007,330c4631dd,0.0,0.0,536.0,376.0,T-007:join | T-006:to which itmes from first callback belong | T-005:of the item of first callbacks result + from the items | T-010:selectmany | T-004:second callback allows to build result for each,candidate-ljg01,LJG01,LJG01B,no-boundary-review-only,yes,"Join, GroupJoin, left-join flattening, key selectors and result selectors.",Stage1 boundary review only; source image is not processed yet.
S-008,IU-008,1b1f2305d8,0.0,0.0,748.0,482.0,T-007:join | T-006:to which itmes from first callback belong | T-005:of the item of first callbacks result + from the items | T-010:selectmany | T-004:second callback allows to build result for each,candidate-ljg01,LJG01,LJG01B,no-boundary-review-only,yes,"Join, GroupJoin, left-join flattening, key selectors and result selectors.",Stage1 boundary review only; source image is not processed yet.
S-009,IU-009,b7215dc0b2,0.0,0.0,960.0,390.0,T-007:join | T-006:to which itmes from first callback belong | T-005:of the item of first callbacks result + from the items | T-010:selectmany | T-004:second callback allows to build result for each,candidate-ljg01,LJG01,LJG01B,no-boundary-review-only,yes,"Join, GroupJoin, left-join flattening, key selectors and result selectors.",Stage1 boundary review only; source image is not processed yet.
S-010,IU-010,86d40c68f8,0.0,0.0,860.0,449.0,T-007:join | T-006:to which itmes from first callback belong | T-005:of the item of first callbacks result + from the items | T-010:selectmany | T-004:second callback allows to build result for each,candidate-ljg01,LJG01,LJG01B,no-boundary-review-only,yes,"Join, GroupJoin, left-join flattening, key selectors and result selectors.",Stage1 boundary review only; source image is not processed yet.
S-011,IU-011,f7767de898,0.0,0.0,884.0,442.0,T-007:join | T-006:to which itmes from first callback belong | T-005:of the item of first callbacks result + from the items | T-010:selectmany | T-004:second callback allows to build result for each,candidate-ljg01,LJG01,LJG01B,no-boundary-review-only,yes,"Join, GroupJoin, left-join flattening, key selectors and result selectors.",Stage1 boundary review only; source image is not processed yet.
S-012,IU-012,42f36490f5,0.0,0.0,677.0,482.0,T-007:join | T-006:to which itmes from first callback belong | T-005:of the item of first callbacks result + from the items | T-010:selectmany | T-004:second callback allows to build result for each,candidate-ljg01,LJG01,LJG01B,no-boundary-review-only,yes,"Join, GroupJoin, left-join flattening, key selectors and result selectors.",Stage1 boundary review only; source image is not processed yet.
S-013,IU-013,59162fecf7,0.0,0.0,849.0,482.0,T-007:join | T-006:to which itmes from first callback belong | T-005:of the item of first callbacks result + from the items | T-010:selectmany | T-004:second callback allows to build result for each,candidate-ljg01,LJG01,LJG01B,no-boundary-review-only,yes,"Join, GroupJoin, left-join flattening, key selectors and result selectors.",Stage1 boundary review only; source image is not processed yet.
S-014,IU-014,136f165c5b,0.0,0.0,573.0,482.0,T-007:join | T-006:to which itmes from first callback belong | T-005:of the item of first callbacks result + from the items | T-010:selectmany | T-004:second callback allows to build result for each,candidate-ljg02,LJG02,LJG02A,no-boundary-review-only,yes,"GroupBy semantics, grouped elements, aggregation and projection into summary objects.",Stage1 boundary review only; source image is not processed yet.
S-015,IU-015,b0e31575dd,0.0,0.0,826.0,482.0,T-007:join | T-006:to which itmes from first callback belong | T-005:of the item of first callbacks result + from the items | T-010:selectmany | T-004:second callback allows to build result for each,candidate-ljg02,LJG02,LJG02A,no-boundary-review-only,yes,"GroupBy semantics, grouped elements, aggregation and projection into summary objects.",Stage1 boundary review only; source image is not processed yet.
S-016,IU-016,c0965c9e98,0.0,0.0,452.0,482.0,T-007:join | T-006:to which itmes from first callback belong | T-005:of the item of first callbacks result + from the items | T-010:selectmany | T-004:second callback allows to build result for each,candidate-ljg02,LJG02,LJG02A,no-boundary-review-only,yes,"GroupBy semantics, grouped elements, aggregation and projection into summary objects.",Stage1 boundary review only; source image is not processed yet.
S-017,IU-017,0833789b0d,0.0,0.0,574.0,459.0,T-007:join | T-006:to which itmes from first callback belong | T-005:of the item of first callbacks result + from the items | T-010:selectmany | T-004:second callback allows to build result for each,candidate-ljg02,LJG02,LJG02B,no-boundary-review-only,yes,"GroupBy semantics, grouped elements, aggregation and projection into summary objects.",Stage1 boundary review only; source image is not processed yet.
S-018,IU-018,3bba36923b,0.0,0.0,515.0,337.0,T-007:join | T-006:to which itmes from first callback belong | T-005:of the item of first callbacks result + from the items | T-010:selectmany | T-004:second callback allows to build result for each,candidate-ljg02,LJG02,LJG02B,no-boundary-review-only,yes,"GroupBy semantics, grouped elements, aggregation and projection into summary objects.",Stage1 boundary review only; source image is not processed yet.
S-019,IU-019,b7ce446342,0.0,0.0,463.0,376.0,T-007:join | T-006:to which itmes from first callback belong | T-005:of the item of first callbacks result + from the items | T-010:selectmany | T-004:second callback allows to build result for each,candidate-ljg02,LJG02,LJG02B,no-boundary-review-only,yes,"GroupBy semantics, grouped elements, aggregation and projection into summary objects.",Stage1 boundary review only; source image is not processed yet.
S-020,IU-020,97f0d9b978,0.0,0.0,556.0,422.0,T-007:join | T-006:to which itmes from first callback belong | T-005:of the item of first callbacks result + from the items | T-010:selectmany | T-004:second callback allows to build result for each,candidate-ljg01,LJG01,LJG01B,no-boundary-review-only,yes,"Join, GroupJoin, left-join flattening, key selectors and result selectors.",Stage1 boundary review only; source image is not processed yet.
S-021,IU-021,56bf78ac53,0.0,0.0,559.0,269.0,T-006:to which itmes from first callback belong | T-005:of the item of first callbacks result + from the items | T-010:selectmany | T-007:join | T-004:second callback allows to build result for each,candidate-ljg03,LJG03,LJG03A,no-boundary-review-only,yes,"SelectMany collection selector, flattening, overload without result selector and overload with second callback.",Stage1 boundary review only; source image is not processed yet.
S-022,IU-022,710a625516,0.0,0.0,532.0,430.0,T-007:join | T-006:to which itmes from first callback belong | T-005:of the item of first callbacks result + from the items | T-010:selectmany | T-004:second callback allows to build result for each,candidate-ljg03,LJG03,LJG03A,no-boundary-review-only,yes,"SelectMany collection selector, flattening, overload without result selector and overload with second callback.",Stage1 boundary review only; source image is not processed yet.
S-023,IU-023,ceaec43324,0.0,0.0,668.0,430.0,T-007:join | T-006:to which itmes from first callback belong | T-005:of the item of first callbacks result + from the items | T-010:selectmany | T-004:second callback allows to build result for each,candidate-ljg03,LJG03,LJG03A,no-boundary-review-only,yes,"SelectMany collection selector, flattening, overload without result selector and overload with second callback.",Stage1 boundary review only; source image is not processed yet.
S-024,IU-024,8ad94fb929,0.0,0.0,662.0,430.0,T-007:join | T-006:to which itmes from first callback belong | T-005:of the item of first callbacks result + from the items | T-010:selectmany | T-004:second callback allows to build result for each,candidate-ljg03,LJG03,LJG03A,no-boundary-review-only,yes,"SelectMany collection selector, flattening, overload without result selector and overload with second callback.",Stage1 boundary review only; source image is not processed yet.
S-025,IU-025,21df9b29f9,0.0,0.0,866.0,482.0,T-007:join | T-006:to which itmes from first callback belong | T-005:of the item of first callbacks result + from the items | T-010:selectmany | T-004:second callback allows to build result for each,candidate-ljg03,LJG03,LJG03B,no-boundary-review-only,yes,"SelectMany collection selector, flattening, overload without result selector and overload with second callback.",Stage1 boundary review only; source image is not processed yet.
