text_id,text,x,y,font_size,sha256,region_id,node_kind,coverage_status,assignment_count
T-001,need to have,4851.5052701941095,254.144517346925,43.16192103794637px,c8ffb49ad668f0b839e00cbdcc24a528cabd48db1d6faec74ca4174e638c5ecb,R01,semantic,processed-semantic-transcript,1
T-002,some basic contract,4851.5052701941095,308.09691864435797,43.16192103794637px,91ffd99e997ae39ff082f42981e87c72c35c0467bed2a60acb461fb3415eb0b6,R01,semantic,processed-semantic-transcript,1
T-003,"with client, that it",4851.5052701941095,362.04931994179094,43.16192103794637px,780048f1e5bef5c1cddfe1712cbb30ce5aeb5b3df00d7006700b102ad0f9330c,R01,semantic,processed-semantic-transcript,1
T-004,can understand without,4851.5052701941095,416.0017212392239,43.16192103794637px,12f73c89722e83c4a038bfa07e49acbec4bdccad74fa36aa65e8969457e7f5ea,R01,semantic,processed-semantic-transcript,1
T-005,page links,13306.049120733765,419.64108808096415,80.00003051757811px,b8936a4e5d89ac2619fd85ac19963cad2abfa37f9ce0ee0a6ada5d473c403568,R05,semantic,processed-semantic-transcript,1
T-006,is it for humans,3647.060893566505,431.98538097694734,127.73334960937498px,b519bfe84c44f7898e5a0115b74b9b02a5135839dbdd29f1ccda349ebbfc3dd3,R01,semantic,processed-semantic-transcript,1
T-007,need to know exact implementation,4851.5052701941095,469.9541225366569,43.16192103794637px,b15f03aa08fa2896241bd4136e7b6cf2a9f192548d76e4ab371f773409695923,R01,semantic,processed-semantic-transcript,1
T-008,what problems,2519.283081880307,489.763141800515,127.73334960937498px,17c268a898a8f40c0a2790f53dff6bbbf3444c0675b670b60d0d6d0ed394a640,R01,semantic,processed-semantic-transcript,1
T-009,that yoiu put into returned links from,4851.5052701941095,523.9065238340897,43.16192103794637px,9ac4c6e584ba9f2345dd2f05eac51f759472f11eb939bba824a241670147f2da,R01,semantic,processed-semantic-transcript,1
T-010,server,4851.5052701941095,577.8589251315227,43.16192103794637px,b3eacd33433b31b5252351032c9b3e7a2e7aa7738d5decdf0dd6c62680853c06,R01,semantic,processed-semantic-transcript,1
T-011,or machines?,3647.060893566505,591.6520679886661,127.73334960937498px,ebaefb66601331438e2bb49ee444c5ec92e7ba355b567d7278c14ff5285cda0c,R01,semantic,processed-semantic-transcript,1
T-012,is it solving,2519.283081880307,649.4298288122337,127.73334960937498px,8c0e40c66656def25ee67d3b911018f6a2d08d76d17d2a0e0098cc7c2c4d93e5,R01,semantic,processed-semantic-transcript,1
T-013,practical diff,1337.0606901159845,654.2075692907493,127.73334960937498px,2e4dc37660ba6ade1cc783b3c1f7ce5a8de4bf958c4a6573e1339434043f78b5,R01,semantic,processed-semantic-transcript,1
