source_id,image_use_id,symbol_id,sha256,sha1,x,y,width,height,pixel_width,pixel_height,region_id,previously_present,restored,coverage_status,assignment_count,asset_path,evidence
S-001,IU-001,image-9eac8ab8a10bba8f8d5ac5751d3682754c0fba16,e73181b24253fad12889ac9c369dd8287af95cb4967c342e62ce2487d39115f8,c5e6877ed4e5413159a01812a28b5d951676062d,129.2735706578087,506.7128402560711,1002.0,414.0,1002,414,R01,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/S-001__e73181b242.png,"Visually reviewed and assigned to R01: HttpContext.User, ClaimsPrincipal, ClaimsIdentity, claims, and multiple identities"
S-002,IU-002,image-405c8e06ef93b0382b2d1f3e4112b166221313f9,32ba9d58e2cd244fa8902c8cea14b6d1bd7c2adfbf52a8e6c99137e59de2ee8f,76af05c20d6215a0f5257cda9d371d636205d7a9,8271.764755194163,563.7048012140722,933.0,341.0,933,341,R02,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/S-002__32ba9d58e2.png,"Visually reviewed and assigned to R02: AuthenticationTicket structure, scheme, principal, and authentication flow"
S-003,IU-003,image-69f2327c7a460b4f5511c3d88836e7667ca1f379,138f566e731b5777de057793a070ef5e816ad1f513fce627cbe65335d5246642,fc2e6ac1eca3eb1afb96e359c9d406dc6830bcd5,4704.868662902803,707.6350284905939,921.0,311.0,921,311,R02,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/S-003__138f566e73.png,"Visually reviewed and assigned to R02: AuthenticationTicket structure, scheme, principal, and authentication flow"
S-004,IU-004,image-82deffb66969e45bf515bf34fadd2bd305b4dc8b,8173be807b63f419152e3f2da324a203d20e3a799edde682c59b4f7f07ab6efb,2ce0fd47c7733aa8e0b66bf3c36a445882ef030c,103.10685053754332,1043.9851616846508,807.0,482.0,940,562,R01,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/S-004__8173be807b.png,"Visually reviewed and assigned to R01: HttpContext.User, ClaimsPrincipal, ClaimsIdentity, claims, and multiple identities"
S-005,IU-005,image-8839943793c8e478a2eea2e9faf661fe97339d2b,55b2aa0a7c63f35cb02e7aad9b6813f1bc75aa76c5a4e242ab1f73d5679a433a,001168e07b6624e8a39a1e897e8b13926a4fa253,4719.4353259858635,1104.9243164062418,912.0,475.0,912,475,R02,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/S-005__55b2aa0a7c.png,"Visually reviewed and assigned to R02: AuthenticationTicket structure, scheme, principal, and authentication flow"
S-006,IU-006,image-7f84e205d934d0c9bd5696072d2b53e0b64252e3,d33430cfc1feba1b017f17790e86aef408bd72773b51abd9cbf78693be9325a7,5e2ce08262338d4a066bafe7609e07b6223bbbc0,86.24716620422532,1712.5565902560566,901.0,482.0,955,511,R01,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/S-006__d33430cfc1.png,"Visually reviewed and assigned to R01: HttpContext.User, ClaimsPrincipal, ClaimsIdentity, claims, and multiple identities"
S-007,IU-007,image-b3d95898c1f7b5c0582b44d48bffc279b50b1e28,fa852a1067e138c93e230f27a7b220f03981fbdba055118f8fc13cedc8616686,8d6556d81728b9d3de762fbaf941ecf0d0698485,4733.628738107294,1754.2310519748062,908.0,482.0,915,486,R02,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/S-007__fa852a1067.png,"Visually reviewed and assigned to R02: AuthenticationTicket structure, scheme, principal, and authentication flow"
S-008,IU-008,image-8568f9b30c2e988779120f8d496720b23ffd12f4,8af7d6ca4fe9db51968ceb25461c4a92d0580d1c26097f11a56c7b71fa3991cc,a849e4dcb556319a1b7629e5d16d4a401751a8c4,4750.324197920541,2255.1095411512433,908.0,205.0,908,205,R01,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/S-008__8af7d6ca4f.png,"Visually reviewed and assigned to R01: HttpContext.User, ClaimsPrincipal, ClaimsIdentity, claims, and multiple identities"
S-009,IU-009,image-5210ae898a56ca202833da5b48734c95c751b328,de005542a943dd2ed2bf6fe1deac6d03c5853ac51fdb7b21e4c9b6cf0fbbcad6,3787c60dafd4e9914d0f99e49493b62fbc518336,75.88936541979729,2354.4613230964615,854.0,482.0,945,534,R01,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/S-009__de005542a9.png,"Visually reviewed and assigned to R01: HttpContext.User, ClaimsPrincipal, ClaimsIdentity, claims, and multiple identities"
S-010,IU-010,image-892531cb0b7960cd133a3d6065598d973fda876a,5d200b27150127d40ce2dcfe951aa39f818592d7c3a05d2d99619b7b5eb2b660,d569f9ae7416b94cba55430be7e09fe54f4c46b2,4748.533115931919,2592.813217405267,921.0,477.0,921,477,R03,False,True,processed-semantic-transcript,1,assets/source-images-complete-v002/S-010__5d200b2715.png,"Visually reviewed and assigned to R03: AuthenticationProperties lifetime, persistence, and refresh semantics"
