item_type,item_id,secondary_id,sha256,region_id,status,previously_present,restored,assignment_count,evidence
image_use,S-001,IU-001,e73181b24253fad12889ac9c369dd8287af95cb4967c342e62ce2487d39115f8,R01,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R01: HttpContext.User, ClaimsPrincipal, ClaimsIdentity, claims, and multiple identities"
image_use,S-002,IU-002,32ba9d58e2cd244fa8902c8cea14b6d1bd7c2adfbf52a8e6c99137e59de2ee8f,R02,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R02: AuthenticationTicket structure, scheme, principal, and authentication flow"
image_use,S-003,IU-003,138f566e731b5777de057793a070ef5e816ad1f513fce627cbe65335d5246642,R02,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R02: AuthenticationTicket structure, scheme, principal, and authentication flow"
image_use,S-004,IU-004,8173be807b63f419152e3f2da324a203d20e3a799edde682c59b4f7f07ab6efb,R01,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R01: HttpContext.User, ClaimsPrincipal, ClaimsIdentity, claims, and multiple identities"
image_use,S-005,IU-005,55b2aa0a7c63f35cb02e7aad9b6813f1bc75aa76c5a4e242ab1f73d5679a433a,R02,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R02: AuthenticationTicket structure, scheme, principal, and authentication flow"
image_use,S-006,IU-006,d33430cfc1feba1b017f17790e86aef408bd72773b51abd9cbf78693be9325a7,R01,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R01: HttpContext.User, ClaimsPrincipal, ClaimsIdentity, claims, and multiple identities"
image_use,S-007,IU-007,fa852a1067e138c93e230f27a7b220f03981fbdba055118f8fc13cedc8616686,R02,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R02: AuthenticationTicket structure, scheme, principal, and authentication flow"
image_use,S-008,IU-008,8af7d6ca4fe9db51968ceb25461c4a92d0580d1c26097f11a56c7b71fa3991cc,R01,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R01: HttpContext.User, ClaimsPrincipal, ClaimsIdentity, claims, and multiple identities"
image_use,S-009,IU-009,de005542a943dd2ed2bf6fe1deac6d03c5853ac51fdb7b21e4c9b6cf0fbbcad6,R01,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R01: HttpContext.User, ClaimsPrincipal, ClaimsIdentity, claims, and multiple identities"
image_use,S-010,IU-010,5d200b27150127d40ce2dcfe951aa39f818592d7c3a05d2d99619b7b5eb2b660,R03,processed-semantic-transcript,False,True,1,"Visually reviewed and assigned to R03: AuthenticationProperties lifetime, persistence, and refresh semantics"
