source_id,image_use_id,fileId_short,x,y,width,height,nearest_labels_for_search_only,coverage_status,current_region_decision,current_subregion_decision,decision_is_final,must_recheck_before_region_close,decision_basis,review_notes
S-001,IU-001,86922be1d4,22607.488,1082.042,948,215,L-001: canconnect usage | L-002: canconnect | L-007: ensurecreated | L-012: database methods | L-008: ensuredeleted | L-014: migrations | L-015: migrate() | L-025: getpendingmig/getappliedmigr/getmigr,candidate-ctxdb01,CTXDB01,CTXDB01A,no-boundary-review-only,yes,"DatabaseFacade-style methods: CanConnect, EnsureCreated/Deleted, migrations, Migrate, GetPending/GetApplied migrations, HasPendingModelChanges.",Stage1 large boundary review only; not processed yet.
S-002,IU-002,bbfbad7969,19171.129,1208.575,924,139,L-002: canconnect | L-007: ensurecreated | L-005: autosavepointsenabled | L-008: ensuredeleted | L-009: !!! | L-001: canconnect usage | L-013: !!! | L-004: CURRENT TRANSACTION,candidate-ctxdb02,CTXDB02,CTXDB02B,no-boundary-review-only,yes,"AutoTransactionBehavior WhenNeeded/Always/Never, CurrentTransaction, AutoSavepointsEnabled, savepoint creation overhead, transaction methods around SaveChanges.",Stage1 large boundary review only; not processed yet.
S-003,IU-003,5a3a2852a4,21176.185,1227.932,946,482,L-002: canconnect | L-007: ensurecreated | L-001: canconnect usage | L-008: ensuredeleted | L-012: database methods | L-014: migrations | L-015: migrate() | L-024: migration,candidate-ctxdb01,CTXDB01,CTXDB01A,no-boundary-review-only,yes,"DatabaseFacade-style methods: CanConnect, EnsureCreated/Deleted, migrations, Migrate, GetPending/GetApplied migrations, HasPendingModelChanges.",Stage1 large boundary review only; not processed yet.
S-004,IU-004,b81cd6d651,14624.481,1259.973,832,482,L-006: whenneeded | L-003: autotransactionbehavior | L-004: CURRENT TRANSACTION | L-010: !!! | L-011: always | L-005: autosavepointsenabled | L-016: never | L-009: !!!,candidate-ctxdb02,CTXDB02,CTXDB02A,no-boundary-review-only,yes,"AutoTransactionBehavior WhenNeeded/Always/Never, CurrentTransaction, AutoSavepointsEnabled, savepoint creation overhead, transaction methods around SaveChanges.",Stage1 large boundary review only; not processed yet.
S-005,IU-005,6228547cf6,22637.321,1309.542,915,368,L-001: canconnect usage | L-002: canconnect | L-007: ensurecreated | L-012: database methods | L-008: ensuredeleted | L-014: migrations | L-015: migrate() | L-025: getpendingmig/getappliedmigr/getmigr,candidate-ctxdb01,CTXDB01,CTXDB01A,no-boundary-review-only,yes,"DatabaseFacade-style methods: CanConnect, EnsureCreated/Deleted, migrations, Migrate, GetPending/GetApplied migrations, HasPendingModelChanges.",Stage1 large boundary review only; not processed yet.
S-006,IU-006,8212a18859,19157.958,1348.069,935,290,L-007: ensurecreated | L-002: canconnect | L-008: ensuredeleted | L-005: autosavepointsenabled | L-009: !!! | L-001: canconnect usage | L-013: !!! | L-004: CURRENT TRANSACTION,candidate-ctxdb02,CTXDB02,CTXDB02B,no-boundary-review-only,yes,"AutoTransactionBehavior WhenNeeded/Always/Never, CurrentTransaction, AutoSavepointsEnabled, savepoint creation overhead, transaction methods around SaveChanges.",Stage1 large boundary review only; not processed yet.
S-007,IU-007,e8162450a1,16275.233,1494.073,933,412,L-004: CURRENT TRANSACTION | L-005: autosavepointsenabled | L-009: !!! | L-010: !!! | L-006: whenneeded | L-013: !!! | L-003: autotransactionbehavior | L-011: always,candidate-ctxdb02,CTXDB02,CTXDB02B,no-boundary-review-only,yes,"AutoTransactionBehavior WhenNeeded/Always/Never, CurrentTransaction, AutoSavepointsEnabled, savepoint creation overhead, transaction methods around SaveChanges.",Stage1 large boundary review only; not processed yet.
S-008,IU-008,488c169097,17862.707,1549.799,915,240,L-005: autosavepointsenabled | L-009: !!! | L-004: CURRENT TRANSACTION | L-013: !!! | L-007: ensurecreated | L-002: canconnect | L-010: !!! | L-008: ensuredeleted,candidate-ctxdb02,CTXDB02,CTXDB02B,no-boundary-review-only,yes,"AutoTransactionBehavior WhenNeeded/Always/Never, CurrentTransaction, AutoSavepointsEnabled, savepoint creation overhead, transaction methods around SaveChanges.",Stage1 large boundary review only; not processed yet.
S-009,IU-009,364f261c50,19170.458,1646.236,730,282,L-007: ensurecreated | L-002: canconnect | L-008: ensuredeleted | L-005: autosavepointsenabled | L-009: !!! | L-013: !!! | L-001: canconnect usage | L-004: CURRENT TRANSACTION,candidate-ctxdb02,CTXDB02,CTXDB02B,no-boundary-review-only,yes,"AutoTransactionBehavior WhenNeeded/Always/Never, CurrentTransaction, AutoSavepointsEnabled, savepoint creation overhead, transaction methods around SaveChanges.",Stage1 large boundary review only; not processed yet.
S-010,IU-010,6ab5135f8f,22598.949,1689.003,928,304,L-001: canconnect usage | L-012: database methods | L-007: ensurecreated | L-002: canconnect | L-008: ensuredeleted | L-014: migrations | L-015: migrate() | L-025: getpendingmig/getappliedmigr/getmigr,candidate-ctxdb01,CTXDB01,CTXDB01A,no-boundary-review-only,yes,"DatabaseFacade-style methods: CanConnect, EnsureCreated/Deleted, migrations, Migrate, GetPending/GetApplied migrations, HasPendingModelChanges.",Stage1 large boundary review only; not processed yet.
S-011,IU-011,d60e67434a,17874.35,1799.157,966,187,L-005: autosavepointsenabled | L-009: !!! | L-013: !!! | L-004: CURRENT TRANSACTION | L-007: ensurecreated | L-008: ensuredeleted | L-010: !!! | L-002: canconnect,candidate-ctxdb02,CTXDB02,CTXDB02B,no-boundary-review-only,yes,"AutoTransactionBehavior WhenNeeded/Always/Never, CurrentTransaction, AutoSavepointsEnabled, savepoint creation overhead, transaction methods around SaveChanges.",Stage1 large boundary review only; not processed yet.
