image_use_id,region,semantic_topic,recovery_status,semantic_review_status,sha256_12,symbol_id,x,y,display_width,display_height,source_width,source_height,asset_path
S-001,R01,"LIKE, escaping, collation and EF Core filtering",recovered_missing,processed,fd3334a99436,image-454d7531958910bdbeb5f538611f50963a2f4020,7057.529918776459,696.2150739597182,862.0,482.0,945,529,source/images/fd3334a99436.png
S-002,R02,"full-text catalog/index, row locator, ranking and EF integration",recovered_missing,processed,a19ab7320f6c,image-c2e59273827bed2d10c345c54365f83f4c9be65d,8039.305350215185,726.8633269010334,899.0,188.0,899,188,source/images/a19ab7320f6c.png
S-003,R02,"full-text catalog/index, row locator, ranking and EF integration",recovered_missing,processed,6c7e3ff0b7ff,image-09d362e78602620dbbfba45a7bf282f708fe7b94,9133.503724403321,743.6173163477633,902.0,239.0,902,239,source/images/6c7e3ff0b7ff.png
S-004,R02,"full-text catalog/index, row locator, ranking and EF integration",recovered_missing,processed,5fe20e1cdce9,image-6c03d80e3c749751f608e85262f21422d4bb9615,8036.900551979972,1010.2363258198384,920.0,173.0,920,173,source/images/5fe20e1cdce9.png
S-005,R02,"full-text catalog/index, row locator, ranking and EF integration",recovered_missing,processed,1aa3bdfed263,image-e8a1065d6c4adbf281b9c449f670c9cc7ac889d7,9139.837159461915,1036.2839957300876,896.0,237.0,896,237,source/images/1aa3bdfed263.png
S-006,R02,"full-text catalog/index, row locator, ranking and EF integration",recovered_missing,processed,f8e228ab00dc,image-9af1ae255592e94af003db38d04c495fbb19e700,8033.845132058097,1281.2362749572076,915.0,211.0,915,211,source/images/f8e228ab00dc.png
S-007,R02,"full-text catalog/index, row locator, ranking and EF integration",recovered_missing,processed,73eb5c057cd0,image-46147bfb1ca99a0104d153d2bd18f7fa9c735fbf,11569.498212324912,2139.6494359626686,973.0,289.0,973,289,source/images/73eb5c057cd0.png
S-008,R02,"full-text catalog/index, row locator, ranking and EF integration",recovered_missing,processed,8f34c54b3a9f,image-95c6cccf93cde57f7456b1cb8f335f6f5ce4f7cb,14315.764013194777,2158.5885294712025,996.0,453.0,996,453,source/images/8f34c54b3a9f.png
S-009,R03,"CONTAINS, FREETEXT, phrase, prefix and proximity",recovered_missing,processed,822018fe0b56,image-1b759ebbd58cc7fdb20f004f8b5bfc7b2a0820c7,16693.99754970371,2207.3141518404973,562.0,156.0,562,156,source/images/822018fe0b56.png
S-010,R03,"CONTAINS, FREETEXT, phrase, prefix and proximity",recovered_missing,processed,f87af80d5347,image-7383258fe1931fb610b162f5f9a1f8e99861795a,18019.972710121714,2301.350747726512,1017.0,482.0,1065,505,source/images/f87af80d5347.png
S-011,R03,"CONTAINS, FREETEXT, phrase, prefix and proximity",recovered_missing,processed,9022faccb7db,image-6a4565dc72edcef6bccbec2db75435ed91458642,16701.55997055922,2370.499126259394,979.0,243.0,979,243,source/images/9022faccb7db.png
S-012,R01,"LIKE, escaping, collation and EF Core filtering",recovered_missing,processed,21fc07d8879f,image-22ce85917c7d5ccf1f4042f75f952ac4834f5a59,452.85859612292006,2432.628037826911,898.0,451.0,898,451,source/images/21fc07d8879f.png
S-013,R01,"LIKE, escaping, collation and EF Core filtering",recovered_missing,processed,05301357553e,image-8817ea68e88d0f8905a0b6bbb51cd39fb4448f39,1613.9859916380792,2436.151699364689,720.0,482.0,908,608,source/images/05301357553e.png
S-014,R02,"full-text catalog/index, row locator, ranking and EF integration",recovered_missing,processed,2b9d45c9c129,image-de9d4b3c20cef70e98651fcb8fa7b387fc204f80,10431.715954926074,2440.440327392518,1010.0,482.0,1028,491,source/images/2b9d45c9c129.png
S-015,R01,"LIKE, escaping, collation and EF Core filtering",recovered_missing,processed,cc9f87f64f8b,image-b3dcee220e968693280fcc1bde7e3211e501b34d,2502.0045193150017,2444.4850581293376,868.0,482.0,912,507,source/images/cc9f87f64f8b.png
S-016,R02,"full-text catalog/index, row locator, ranking and EF integration",recovered_missing,processed,ea5efc064d9a,image-5b24890708949327f02d882a94b7097e4142eb83,11569.998212324912,2447.98274895095,1012.0,163.0,1012,163,source/images/ea5efc064d9a.png
S-017,R01,"LIKE, escaping, collation and EF Core filtering",recovered_missing,processed,4dff28c9f00a,image-3308575004a39168edecebcc5a3b9d7a778f02c0,3583.291066615071,2449.4849818353923,892.0,482.0,978,529,source/images/4dff28c9f00a.png
S-018,R01,"LIKE, escaping, collation and EF Core filtering",recovered_missing,processed,dcb0c0e14b59,image-4469dd64ea0f99df2271721a37360564a4481b12,4691.966881209419,2464.6412623529704,923.0,358.0,923,358,source/images/dcb0c0e14b59.png
S-019,R01,"LIKE, escaping, collation and EF Core filtering",recovered_missing,processed,53fd13f0e7c5,image-7c79fe5cee1206b6a34d4fc714c038a51c76eac7,5852.329144636922,2466.337086385711,857.0,482.0,967,544,source/images/53fd13f0e7c5.png
S-020,R02,"full-text catalog/index, row locator, ranking and EF integration",recovered_missing,processed,e7117634cdf7,image-d6ba509a4177f535fd24ca6e60b1f5fad4677112,9149.871591311465,2473.5508259705584,1071.0,482.0,1106,498,source/images/e7117634cdf7.png
S-021,R02,"full-text catalog/index, row locator, ranking and EF integration",recovered_missing,processed,68d9e0604163,image-3a0dc0e97cfb5e5da95a62de8c4eb8b79d639548,8015.0038464736335,2476.284148317978,953.0,369.0,953,369,source/images/68d9e0604163.png
S-022,R01,"LIKE, escaping, collation and EF Core filtering",recovered_missing,processed,3b61bc0c025e,image-754bb83f3c833b3f7ad3f96ec854d6f1ebb67c20,6964.114649222514,2494.669373833982,862.0,482.0,935,523,source/images/3b61bc0c025e.png
S-023,R02,"full-text catalog/index, row locator, ranking and EF integration",recovered_missing,processed,6e6ac6075cb5,image-6cea5d8710fd4fdd25898a7fd6160b1473672a2b,14352.954373127814,2637.778976597321,914.0,367.0,914,367,source/images/6e6ac6075cb5.png
S-024,R02,"full-text catalog/index, row locator, ranking and EF integration",recovered_missing,processed,9b6051f06a34,image-73e9b88d81471ef20dfa78e8186d2e9867fcad9e,11569.33158634835,2647.482809986106,1032.0,196.0,1032,196,source/images/9b6051f06a34.png
S-025,R02,"full-text catalog/index, row locator, ranking and EF integration",recovered_missing,processed,43ec4b61b5d6,image-c9db2fa194f955cfa05e4b623be075b36833c930,12866.268687219266,2801.46204838604,859.0,401.0,1021,477,source/images/43ec4b61b5d6.png
S-026,R03,"CONTAINS, FREETEXT, phrase, prefix and proximity",recovered_missing,processed,6bd56530300b,image-e695dd1f3525df0aff37172f76d20b60f995fd09,18026.674116660244,2844.118166966344,961.0,99.0,961,99,source/images/6bd56530300b.png
S-027,R02,"full-text catalog/index, row locator, ranking and EF integration",recovered_missing,processed,abc1ebcb964a,image-fc8273e614faca93f2f1aaaafa3c16d1ae7f40bd,11553.831667728558,2896.3716242764713,999.0,140.0,999,140,source/images/abc1ebcb964a.png
S-028,R01,"LIKE, escaping, collation and EF Core filtering",recovered_missing,processed,aab9c22ae5a9,image-fcf5a4d46ca0cf403c3951f9f59629ee822e7e8d,465.0993933776972,2911.368826604581,855.0,285.0,855,285,source/images/aab9c22ae5a9.png
S-029,R02,"full-text catalog/index, row locator, ranking and EF integration",recovered_missing,processed,aa6aece0ccc6,image-f3ac38ce71b537847cd2636a8f5bf8cf6f77ca54,8008.337281532227,2917.4507132593844,933.0,320.0,933,320,source/images/aa6aece0ccc6.png
S-030,R01,"LIKE, escaping, collation and EF Core filtering",recovered_missing,processed,0c21be17d818,image-948dfc5ceee881639c6101244f83e290c4725ee2,4657.157258581071,2922.665103120967,863.0,455.0,863,455,source/images/0c21be17d818.png
S-031,R01,"LIKE, escaping, collation and EF Core filtering",recovered_missing,processed,fb243070e094,image-264704608c33dcf562866dbc2a9ab08aab3e56fb,5862.92120920293,2961.8169385647834,783.0,253.0,783,253,source/images/fb243070e094.png
S-032,R02,"full-text catalog/index, row locator, ranking and EF integration",recovered_missing,processed,745a3ea0d9ed,image-3ad8db09a267488859840b6ddf989111d24aac64,9154.00974366815,2969.658836530949,946.0,482.0,1028,524,source/images/745a3ea0d9ed.png
S-033,R02,"full-text catalog/index, row locator, ranking and EF integration",recovered_missing,processed,9bbc5bbd5699,image-046f7487edd13eb911580f15082c44182e5de6a8,10428.9070774212,2978.5251379219553,1034.0,249.0,1034,249,source/images/9bbc5bbd5699.png
S-034,R01,"LIKE, escaping, collation and EF Core filtering",recovered_missing,processed,fb550a405822,image-ffc2493a43af64ebbc3ec6bf3c9016ca0478fafa,3555.3003773031687,3004.9745906000408,941.0,238.0,941,238,source/images/fb550a405822.png
S-035,R02,"full-text catalog/index, row locator, ranking and EF integration",recovered_missing,processed,1839c6487411,image-dfb90053a169acdd9a6fd90cc14a4341d60defdb,14360.859193161295,3028.040939487946,982.0,196.0,982,196,source/images/1839c6487411.png
S-036,R01,"LIKE, escaping, collation and EF Core filtering",recovered_missing,processed,69537ec1329f,image-34435488bf6821d3fd317718ae795634cc27ef1d,2504.4670948324656,3031.6412318353923,886.0,308.0,886,308,source/images/69537ec1329f.png
S-037,R01,"LIKE, escaping, collation and EF Core filtering",recovered_missing,processed,0d7bfbc7af3f,image-328034cf80eecc1c77d982096960aac1807c4e31,1585.5477427658207,3036.1516612177165,791.0,482.0,908,554,source/images/0d7bfbc7af3f.png
S-038,R03,"CONTAINS, FREETEXT, phrase, prefix and proximity",recovered_missing,processed,f2392a23d89b,image-dcf275571d2359d2910ecda108be272ae03f752f,18019.654800472963,3057.0256982134433,977.0,433.0,977,433,source/images/f2392a23d89b.png
S-039,R01,"LIKE, escaping, collation and EF Core filtering",recovered_missing,processed,ebe48f3a97cd,image-311f92f0c0ec9c7f033f531bfcde23f4a5e42ca2,6949.443426366512,3082.9653061799017,844.0,482.0,949,542,source/images/ebe48f3a97cd.png
S-040,R03,"CONTAINS, FREETEXT, phrase, prefix and proximity",recovered_missing,processed,e8ea33066b4c,image-5beeeace643c64bfa8a385cfd6f96bdf25acd107,16714.893253029924,3084.768362897388,989.0,276.0,989,276,source/images/e8ea33066b4c.png
S-041,R02,"full-text catalog/index, row locator, ranking and EF integration",recovered_missing,processed,5bb1cbc26f48,image-e2c53f9fc1c54f36e94b8c96738019a70fd61688,12836.650126744516,3240.423747725219,971.0,279.0,971,279,source/images/5bb1cbc26f48.png
S-042,R02,"full-text catalog/index, row locator, ranking and EF integration",recovered_missing,processed,b17ab46799d8,image-e1f512472cfca87d4fb48b7f8971751ec3cb9c52,11666.086028578526,3244.2699897413568,1018.0,331.0,1018,331,source/images/b17ab46799d8.png
S-043,R01,"LIKE, escaping, collation and EF Core filtering",recovered_missing,processed,4c961f9ad61d,image-1ef90b0429ce033b7982405c140fee396802e0b9,5834.522371061903,3264.2856070541584,893.0,144.0,893,144,source/images/4c961f9ad61d.png
S-044,R01,"LIKE, escaping, collation and EF Core filtering",recovered_missing,processed,a7d20784553f,image-5aa0f720d891160ca84c56baeb387c73809ce33c,2468.6338123617625,3374.1413081293376,951.0,353.0,951,353,source/images/a7d20784553f.png
S-045,R01,"LIKE, escaping, collation and EF Core filtering",recovered_missing,processed,1a5ca00eec2b,image-d8613541d46c61a391f0c3e741b136a7d832ffcb,493.5952196396411,3435.6384341485264,832.0,482.0,888,515,source/images/1a5ca00eec2b.png
S-046,R01,"LIKE, escaping, collation and EF Core filtering",recovered_missing,processed,a3df1a05c0c3,image-4ba5487ea47c119cc0f9cdb90741e0a27b305b71,5791.769551379142,3438.8330381522483,925.0,482.0,938,489,source/images/a3df1a05c0c3.png
S-047,R01,"LIKE, escaping, collation and EF Core filtering",recovered_missing,processed,0e1315e40e3e,image-601c0fd4bdc790280779b813447f4b8104edbb90,4668.768431574988,3465.1808974315063,906.0,254.0,906,254,source/images/0e1315e40e3e.png
S-048,R03,"CONTAINS, FREETEXT, phrase, prefix and proximity",recovered_missing,processed,7ab14dd21115,image-5f7280694b3fe22781e190d27bf88dba10dde7fb,16718.53421607079,3484.4477874767144,953.0,211.0,953,211,source/images/7ab14dd21115.png
S-049,R02,"full-text catalog/index, row locator, ranking and EF integration",recovered_missing,processed,cb8a914def9a,image-469f72ee87a57997a8981960b4873c33ceb74a22,12838.54889587632,3515.8685845165055,1001.0,171.0,1001,171,source/images/cb8a914def9a.png
S-050,R03,"CONTAINS, FREETEXT, phrase, prefix and proximity",recovered_missing,processed,11ceae14fe05,image-71d0ca85e7e164543f7521fddda3c99c6a31a824,16719.662483799155,3815.3581221371733,961.0,222.0,961,222,source/images/11ceae14fe05.png
S-051,R02,"full-text catalog/index, row locator, ranking and EF integration",recovered_missing,processed,8ac9f3fd4417,image-b4be769e5a42387441f73544f019d03a2b7f4a1c,14194.240597808388,3825.97567316421,812.0,482.0,966,574,source/images/8ac9f3fd4417.png
S-052,R02,"full-text catalog/index, row locator, ranking and EF integration",recovered_missing,processed,85fc2555fb77,image-ddbc10f4f325a536b7742688815e3bd20351cf40,10387.081519530808,3835.826857224176,1024.0,419.0,1024,419,source/images/85fc2555fb77.png
S-053,R02,"full-text catalog/index, row locator, ranking and EF integration",recovered_missing,processed,1040fbf2f85c,image-1f29709ab053e6c7874d172a921046a179385c21,11625.528336081137,3850.401305729991,990.0,114.0,990,114,source/images/1040fbf2f85c.png
S-054,R01,"LIKE, escaping, collation and EF Core filtering",recovered_missing,processed,38d98015a52b,image-d612883f3cdbc4f415c211060366b024b5f01c45,4637.933911588483,3864.3325791759544,877.0,482.0,915,503,source/images/38d98015a52b.png
S-055,R02,"full-text catalog/index, row locator, ranking and EF integration",recovered_missing,processed,7dfcf3014998,image-15f98753a5053dc1e786b9b1a91efb3182406b68,12886.639808701697,3967.5214340864954,1063.0,374.0,1063,374,source/images/7dfcf3014998.png
S-056,R02,"full-text catalog/index, row locator, ranking and EF integration",recovered_missing,processed,6d8cfd55b8fe,image-f78d5e3b183d51df4ca63066ac95c4e494c2a048,11616.464120054245,3978.6064085038015,1073.0,244.0,1073,244,source/images/6d8cfd55b8fe.png
