label_id,region,semantic_review_status,x,y,text
T-001,R02,processed,7723.485145733986,80.77769470214844,"when to use what, summary"
T-002,R02,processed,9318.403493772443,550.7776184082031,useful service
T-003,R01,processed,7120.07021130174,554.1109771728516,good hierarchy
T-004,R02,processed,8085.784606007375,576.4919150216242,ef core filtering when
T-005,R02,processed,8033.403711755143,908.8728528703964,db full text dearch when
T-006,R02,processed,8016.260854612286,1180.301446097238,search engine when
T-007,R03,processed,16641.44838019104,1562.8051778856538,need to understand all those possibilities of contains
T-008,R03,processed,16641.44838019104,1562.8051778856538,+ mb freetext has some
T-009,R03,processed,16641.44838019104,1562.8051778856538,+ what about some possibilies that was discussed at the start of
T-010,R03,processed,16641.44838019104,1562.8051778856538,this fulltext shit
T-011,R02,processed,9156.818885968361,1834.1106719970703,full text search
T-012,R02,processed,14391.595514233759,1964.176590663636,EF CORE FUll text search
T-013,R02,processed,14391.595514233759,1964.176590663636,SQL server
T-014,R03,processed,16782.96073117014,1992.4941057189744,Contains
T-015,R02,processed,10333.065513579088,2033.3019042005335,create catalog
T-016,R02,processed,10333.065513579088,2033.3019042005335,create fulltext index
T-017,R02,processed,10333.065513579088,2033.3019042005335,"(only one,can contain mult cols)"
T-018,R03,processed,18214.071693084203,2089.827388189678,Freetext
T-019,R02,processed,9099.818665212611,2130.7910526253504,"word based searching,"
T-020,R02,processed,9099.818665212611,2130.7910526253504,no substring full value shit
T-021,R02,processed,8151.540272462782,2158.4834206820983,"LIKE, INDEXES,"
T-022,R02,processed,8151.540272462782,2158.4834206820983,full text search
T-023,R01,processed,3491.485298321877,2205.778030395508,there is no all substring
T-024,R01,processed,3491.485298321877,2205.778030395508,values in your indexes
T-025,R01,processed,1520.7205759023727,2236.9007456725813,"case sensitivity,"
T-026,R01,processed,1520.7205759023727,2236.9007456725813,collation
T-027,R01,processed,302.1173974239482,2242.2975235976182,Contains translates to
T-028,R01,processed,302.1173974239482,2242.2975235976182,Like
T-029,R01,processed,2444.212682022164,2248.2022913152523,Escaping special
T-030,R01,processed,2444.212682022164,2248.2022913152523,characters with !
T-031,R01,processed,5766.485450909768,2259.111312866211,Example implementation
T-032,R01,processed,5766.485450909768,2259.111312866211,with escaping helper
T-033,R01,processed,6824.818733380471,2260.778030395508,when substring searching
T-034,R01,processed,6824.818733380471,2260.778030395508,"is ok,when not"
T-035,R01,processed,4752.152107403908,2326.778060913086,LIKE patterns
T-036,R02,processed,12905.881402905634,2489.890876377922,KEY INDEX (indexname)
T-037,R02,processed,12905.881402905634,2489.890876377922,defining the way to id
T-038,R02,processed,12905.881402905634,2489.890876377922,the row of the token that
T-039,R02,processed,12905.881402905634,2489.890876377922,we ve found as matched
T-040,R01,processed,4681.292374180588,2815.0669271219504,_ and [aboba]
T-041,R01,processed,1567.3872018789352,2922.2340891784406,avoid to lower
T-042,R01,processed,452.7840234005107,3220.9642716444932,Like is for full column
T-043,R01,processed,452.7840234005107,3220.9642716444932,values
T-044,R02,processed,14088.738632955858,3482.2718578232348,ROW Locator MUST be unique
T-045,R02,processed,14088.738632955858,3482.2718578232348,"its not about unique index,index quality etc"
T-046,R02,processed,14088.738632955858,3482.2718578232348,its about the ability to find the exact row
T-047,R02,processed,11756.843711821275,3603.301710922539,TABLE
T-048,R02,processed,11013.510276762681,3676.6351459811326,rankings
T-049,R01,processed,4817.292374180588,3707.0669881571066,_
T-050,R02,processed,12932.860213178206,3776.2597214187176,HOW DOES FULL text search index
T-051,R02,processed,12932.860213178206,3776.2597214187176,look like
T-052,R01,processed,5864.262957420185,4023.555689493815,helper to escape user input
T-053,R01,processed,7290.152015851174,4247.444564819336,LIKE
T-054,R02,processed,14180.664630633717,4532.384723954227,Yes fulltext index is just an index
T-055,R02,processed,14180.664630633717,4532.384723954227,"but not on full column values, but"
T-056,R02,processed,14180.664630633717,4532.384723954227,on each token of those values
T-057,R02,processed,15236.42218789579,4632.99080305579,what else fulltext idex can store
T-058,R02,processed,12909.156464263277,4702.18569255587,but its sorted actually
T-059,R02,processed,14040.067251640332,5708.635898515893,!!!!
T-060,R02,processed,6110.152015851174,5980.777847290039,search engine
T-061,R05,processed,12977.727892834704,7168.852301093817,Btree index
T-062,R05,processed,14893.485756085549,7184.111282348633,fulltext vs like
T-063,R05,processed,14893.485756085549,7184.111282348633,fulltext indexes vs normal ones
T-064,R05,processed,13989.156289877115,7285.042748219934,like cases
T-065,R05,processed,13994.870575591402,7738.376052488908,fulltext cases
T-066,R05,processed,12987.251644229795,7776.4713196485045,Fulltext index
T-067,R05,processed,12985.346824196313,8412.661766774621,Substring search
T-068,R05,processed,14256.738707459534,9131.172220554245,Yes fulltext index is just an index
T-069,R05,processed,14256.738707459534,9131.172220554245,"but not on full column values, but"
T-070,R05,processed,14256.738707459534,9131.172220554245,on each token of those values
T-071,R05,processed,13069.361666572713,9162.29876659459,normal index vs fulltext index
T-072,R05,processed,13069.361666572713,9162.29876659459,are both sort/ adds some to allow
T-073,R05,processed,13069.361666572713,9162.29876659459,jumbing directly to needed place
