source_id,stage0_group,stage1_region,decision,status,reason,notes
S-001,BYTES-R01-stream-to-byte-array-toarray-readasbytearray,BYTES-R01,included-in-BYTES-R01-stream-to-byte-array-toarray-readasbytearray-stage1-v001,verified-visible-semantic-transcript,"Stream-to-byte-array basics: when to use ToArray/ReadAsByteArray/MemoryStream, whole-stream buffering, CopyTo, limits, and when full buffering is safe or bad.",Stage1 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-002,BYTES-R01-stream-to-byte-array-toarray-readasbytearray,BYTES-R01,included-in-BYTES-R01-stream-to-byte-array-toarray-readasbytearray-stage1-v001,verified-visible-semantic-transcript,"Stream-to-byte-array basics: when to use ToArray/ReadAsByteArray/MemoryStream, whole-stream buffering, CopyTo, limits, and when full buffering is safe or bad.",Stage1 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-003,BYTES-R01-stream-to-byte-array-toarray-readasbytearray,BYTES-R01,included-in-BYTES-R01-stream-to-byte-array-toarray-readasbytearray-stage1-v001,verified-visible-semantic-transcript,"Stream-to-byte-array basics: when to use ToArray/ReadAsByteArray/MemoryStream, whole-stream buffering, CopyTo, limits, and when full buffering is safe or bad.",Stage1 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-004,BYTES-R01-stream-to-byte-array-toarray-readasbytearray,BYTES-R01,included-in-BYTES-R01-stream-to-byte-array-toarray-readasbytearray-stage1-v001,verified-visible-semantic-transcript,"Stream-to-byte-array basics: when to use ToArray/ReadAsByteArray/MemoryStream, whole-stream buffering, CopyTo, limits, and when full buffering is safe or bad.",Stage1 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-005,BYTES-R01-stream-to-byte-array-toarray-readasbytearray,BYTES-R01,included-in-BYTES-R01-stream-to-byte-array-toarray-readasbytearray-stage1-v001,verified-visible-semantic-transcript,"Stream-to-byte-array basics: when to use ToArray/ReadAsByteArray/MemoryStream, whole-stream buffering, CopyTo, limits, and when full buffering is safe or bad.",Stage1 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-006,BYTES-R01-stream-to-byte-array-toarray-readasbytearray,BYTES-R01,included-in-BYTES-R01-stream-to-byte-array-toarray-readasbytearray-stage1-v001,verified-visible-semantic-transcript,"Stream-to-byte-array basics: when to use ToArray/ReadAsByteArray/MemoryStream, whole-stream buffering, CopyTo, limits, and when full buffering is safe or bad.",Stage1 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-007,BYTES-R01-stream-to-byte-array-toarray-readasbytearray,BYTES-R01,included-in-BYTES-R01-stream-to-byte-array-toarray-readasbytearray-stage1-v001,verified-visible-semantic-transcript,"Stream-to-byte-array basics: when to use ToArray/ReadAsByteArray/MemoryStream, whole-stream buffering, CopyTo, limits, and when full buffering is safe or bad.",Stage1 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-008,BYTES-R01-stream-to-byte-array-toarray-readasbytearray,BYTES-R01,included-in-BYTES-R01-stream-to-byte-array-toarray-readasbytearray-stage1-v001,verified-visible-semantic-transcript,"Stream-to-byte-array basics: when to use ToArray/ReadAsByteArray/MemoryStream, whole-stream buffering, CopyTo, limits, and when full buffering is safe or bad.",Stage1 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-009,BYTES-R01-stream-to-byte-array-toarray-readasbytearray,BYTES-R01,included-in-BYTES-R01-stream-to-byte-array-toarray-readasbytearray-stage1-v001,verified-visible-semantic-transcript,"Stream-to-byte-array basics: when to use ToArray/ReadAsByteArray/MemoryStream, whole-stream buffering, CopyTo, limits, and when full buffering is safe or bad.",Stage1 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-010,BYTES-R01-stream-to-byte-array-toarray-readasbytearray,BYTES-R01,included-in-BYTES-R01-stream-to-byte-array-toarray-readasbytearray-stage1-v001,verified-visible-semantic-transcript,"Stream-to-byte-array basics: when to use ToArray/ReadAsByteArray/MemoryStream, whole-stream buffering, CopyTo, limits, and when full buffering is safe or bad.",Stage1 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-011,BYTES-R01-stream-to-byte-array-toarray-readasbytearray,BYTES-R01,included-in-BYTES-R01-stream-to-byte-array-toarray-readasbytearray-stage1-v001,verified-visible-semantic-transcript,"Stream-to-byte-array basics: when to use ToArray/ReadAsByteArray/MemoryStream, whole-stream buffering, CopyTo, limits, and when full buffering is safe or bad.",Stage1 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-012,BYTES-R01-stream-to-byte-array-toarray-readasbytearray,BYTES-R01,included-in-BYTES-R01-stream-to-byte-array-toarray-readasbytearray-stage1-v001,verified-visible-semantic-transcript,"Stream-to-byte-array basics: when to use ToArray/ReadAsByteArray/MemoryStream, whole-stream buffering, CopyTo, limits, and when full buffering is safe or bad.",Stage1 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
S-013,BYTES-R01-stream-to-byte-array-toarray-readasbytearray,BYTES-R01,included-in-BYTES-R01-stream-to-byte-array-toarray-readasbytearray-stage1-v001,verified-visible-semantic-transcript,"Stream-to-byte-array basics: when to use ToArray/ReadAsByteArray/MemoryStream, whole-stream buffering, CopyTo, limits, and when full buffering is safe or bad.",Stage1 source-level semantic transcript from visible source image/contact sheet; exact code punctuation should be checked against preserved PNG if needed.
