label_id,text,x,y,font_size,region
T-001,cookieredirectcontext,2299.4211964094175,6887.555558241828,98.4px,R01
T-002,cookieslidingexpiration,1639.4211964094166,9426.22233680628,98.4px,R01
T-003,can write to response,2678.976641762609,8793.712860641572,44.17779947916861px,R01
T-004,!!!!,14297.167787432718,6383.147641183777,120.26669921875002px,R01
T-005,!!!,14301.327664050037,8535.782378911303,131.33334350585932px,R01
T-006,a possible place for some,11160.883567980316,7804.645818208247,48.666671752929645px,R01
T-007,problem details returning,11160.883567980316,7865.479157899409,48.666671752929645px,R01
T-008,with pd service and all,11160.883567980316,7926.312497590571,48.666671752929645px,R01
T-009,configred defaults for this shit,11160.883567980316,7987.145837281733,48.666671752929645px,R01
T-010,OnsigningIn,4045.7369323740277,1921.2510748387062,82.81477864583351px,R01
T-011,OnSignedIn,4051.6627678775003,3075.3251715183974,82.81477864583351px,R01
T-012,OnRedirectToLogin (Challenge),3988.6999179426057,6911.150027746695,82.81477864583351px,R01
T-013,OnRedirectToAccDenied (Forbid),3982.9858066144807,7834.95958062058,82.81477864583351px,R01
T-014,OnRedirectToLogOut,3987.9858066144807,8668.293015679174,82.81477864583351px,R01
T-015,OnRedirectToReturnUrl,3990.4100120477196,9193.141509775407,82.81477864583351px,R01
T-016,OnCheckSlidingExp,3984.3494429781167,9618.596055229955,82.81477864583351px,R01
T-017,ONValidatePrincipal,4016.1072123219456,4113.843644825691,82.81477864583351px,R01
T-018,OnSignigOut,4023.5145745181253,5947.917673688538,82.81477864583351px,R01
T-019,SingingOutContext,2642.773743354932,5849.251000240187,82.81477864583351px,R01
T-020,ValidatePrincipalContext,2574.6256856292384,4044.2139247736045,82.81477864583351px,R01
T-021,signedInContext,2633.884854466043,3051.621354786624,82.81477864583351px,R01
T-022,signingInContext,2613.1441589365295,1866.4362148126634,82.81477864583351px,R01
T-023,summary,2698.3293802906956,932.0657585409641,82.81477864583351px,R01
T-024,summary,13087.218133545906,1630.9671018840618,121.92586263020847px,R01
T-025,messagereveivedctx,12814.625834826285,2339.856126406632,121.92586263020847px,R01
T-026,tokenValidatedctx,12801.292501492953,3722.0784164456945,121.92586263020847px,R01
T-027,AuthFailedContext,12912.403748237746,5593.189663190487,121.92586263020847px,R01
T-028,ChallengeContext,12747.562194050151,6906.253213140497,121.92586263020847px,R01
T-029,ForbiddenCOntext,12885.340107461609,8317.364358160028,121.92586263020847px,R01
T-030,OnMessageReceinved,14506.47757365007,2235.411681962187,121.92586263020847px,R01
T-031,OnTokenValidated,14532.874871827156,3770.9672036093234,121.92586263020847px,R01
T-032,OnAuthenticationFailed,14475.0971931663,5634.215134674027,121.92586263020847px,R01
T-033,OnChallenge,14518.430628224894,7054.215134674027,121.92586263020847px,R01
T-034,OnForbidden,14501.763758107707,8370.881699615433,121.92586263020847px,R01
T-035,Cookie,3849.4406270354884,747.4827552857547,281.9257812500004px,R01
T-036,jwt,14658.3293802907,1614.149218501903,281.9257812500004px,R01
T-037,cookie/jwt,8544.99686075945,10374.148913326118,281.9257812500004px,R01
T-038,IApiEndpointMetadata,6823.846774859248,11434.651965644225,109.60000000000001px,R01
