label_id,region,semantic_review_status,x,y,text
T-001,R01,processed,3849.4406270354884,499.10614200450436,Cookie
T-002,R01,processed,2698.3293802906956,859.1059385539847,summary
T-003,R02,processed,14658.3293802907,1365.7726052206526,jwt
T-004,R02,processed,13087.218133545906,1523.550416906848,summary
T-005,R01,processed,2613.1441589365295,1793.476394825684,signingInContext
T-006,R01,processed,4045.7369323740277,1848.291254851727,OnsigningIn
T-007,R02,processed,14506.47757365007,2127.994996984973,OnMessageReceinved
T-008,R02,processed,12814.625834826285,2232.4394414294184,messagereveivedctx
T-009,R01,processed,2633.884854466043,2978.661534799645,signedInContext
T-010,R01,processed,4051.6627678775003,3002.365351531418,OnSignedIn
T-011,R02,processed,12801.292501492953,3614.661731468481,tokenValidatedctx
T-012,R02,processed,14532.874871827156,3663.5505186321097,OnTokenValidated
T-013,R01,processed,2574.6256856292384,3971.2541047866252,ValidatePrincipalContext
T-014,R01,processed,4016.1072123219456,4040.883824838711,ONValidatePrincipal
T-015,R02,processed,12912.403748237746,5485.772978213274,AuthFailedContext
T-016,R02,processed,14475.0971931663,5526.798449696813,OnAuthenticationFailed
T-017,R01,processed,2642.773743354932,5776.291180253207,SingingOutContext
T-018,R01,processed,4023.5145745181253,5874.957853701559,OnSignigOut
T-019,R02,processed,14297.167787432718,6277.192679172058,!!!!
T-020,R02,processed,12747.562194050151,6798.836528163283,ChallengeContext
T-021,R01,processed,2299.4211964094175,6800.865158241828,cookieredirectcontext
T-022,R01,processed,3988.6999179426057,6838.190207759715,OnRedirectToLogin (Challenge)
T-023,R02,processed,14518.430628224894,6946.798449696813,OnChallenge
T-024,R02,processed,11160.883567980316,7761.770480393916,a possible place for some
T-025,R02,processed,11160.883567980316,7761.770480393916,problem details returning
T-026,R02,processed,11160.883567980316,7761.770480393916,with pd service and all
T-027,R02,processed,11160.883567980316,7761.770480393916,configred defaults for this shit
T-028,R01,processed,3982.9858066144807,7761.9997606336,OnRedirectToAccDenied (Forbid)
T-029,R02,processed,12885.340107461609,8209.947673182814,ForbiddenCOntext
T-030,R02,processed,14501.763758107707,8263.46501463822,OnForbidden
T-031,R02,processed,14301.327664050037,8420.07770328264,!!!
T-032,R01,processed,3987.9858066144807,8595.333195692194,OnRedirectToLogOut
T-033,R01,processed,2678.976641762609,8754.792219300423,can write to response
T-034,R01,processed,3990.4100120477196,9120.181689788427,OnRedirectToReturnUrl
T-035,R01,processed,1639.4211964094166,9339.531936806281,cookieslidingexpiration
T-036,R01,processed,3984.3494429781167,9545.636235242975,OnCheckSlidingExp
T-037,R03,processed,8544.99686075945,10125.772300044868,cookie/jwt
T-038,R03,processed,6823.846774859248,11338.094365644225,IApiEndpointMetadata
